"crop_name","year","country_iso2","country_name","c_area_harvested","c_feed","c_production","c_yield","cb_domestic_supply_quantity","cb_export_quantity","cb_feed","cb_food_supply_quantity","cb_import_quantity","cb_losses","cb_other_uses","cb_processing","cb_production","cb_seed","cb_stock_variation","clp_export_quantity","clp_export_value","clp_import_quantity","clp_import_value","fs_fat_supply_quantity","fs_food_supply_kcal","fs_food_supply_quantity_g","fs_food_supply_quantity_kg","fs_food_supply_quantity_t","fs_protein_supply_quantity","vap_gross_production_value_2004_2006_i","vap_gross_production_value_2014_2006_us","vap_gross_production_value_us","vap_net_production_value_2004_2006_i","cu_amount_countries"
"Strawberries","2010","","World",317621,NA,6567872,206784,181139085,26041481,161854,163015130,26374212,16397208,154530,1918455,180619594,NA,186760,817118,1866157,719726,1983416,0.33,28,65.96,24.08,163015129.55,0.34,8914435.407456,9475.460962,12348.804812,8914435.407456,1
"Strawberries","2011","","World",338249,NA,6726355,198858,190261074,27496754,83648,170163646,28136690,16996917,159525,3378859,189917005,NA,-295867,770062,2140292,774413,2269272,0.34,29,68.08,24.85,170163646.03,0.35,9129540.350937,9476.078096,20216.916509,9129540.350937,1
"Strawberries","2012","","World",345348,NA,7382136,213759,197736228,28198651,44344,177688423,30229947,17335658,133616,3146881,195310537,NA,394395,852369,2324027,919454,2502883,0.35,30,70.36,25.68,177688423.09,0.36,10019618.279795,10177.171605,13800.147367,10019618.279795,1
"Strawberries","2013","","World",369705,NA,7877787,213083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,839151,2330136,887968,2530292,NA,NA,NA,NA,NA,NA,10692355.029627,10629.490848,15333.621751,10692355.029627,1
"Strawberry tree","2010","","World",4539566,NA,28282688,62303,181139085,26041481,161854,163015130,26374212,16397208,154530,1918455,180619594,NA,186760,1948145,1651048,1984150,1889942,0.33,28,65.96,24.08,163015129.55,0.34,9871619.600295,6079.497811,9823.729645,9871269.920582,1
"Strawberry tree","2011","","World",4833356,NA,29331448,60685,190261074,27496754,83648,170163646,28136690,16996917,159525,3378859,189917005,NA,-295867,2396751,2119691,2444537,2452088,0.34,29,68.08,24.85,170163646.03,0.35,10237672.532083,6380.225854,11227.146752,10237328.90811,1
"Strawberry tree","2012","","World",5040661,NA,30532406,60572,197736228,28198651,44344,177688423,30229947,17335658,133616,3146881,195310537,NA,394395,2385596,2161214,2463747,2604108,0.35,30,70.36,25.68,177688423.09,0.36,10656847.957216,6213.284996,11228.12823,10656487.26548,1
"Strawberry tree","2013","","World",5117804,NA,31536972,61622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2379246,2326015,2523807,2858010,NA,NA,NA,NA,NA,NA,11007475.600846,6395.077944,11305.770503,11007114.90911,1
"Sugar beets","2010","","World",4694052,NA,228306986,486375,226758228,852175,10397912,44954,1071863,352210,5359806,210604469,227090937,NA,-552397,852299,43467,1072798,63375,0,0,0.02,0.01,44954,0,9820396.695116,10901.100257,12153.247515,9373140.927704,1
"Sugar beets","2011","","World",5073089,NA,278726573,549422,272058557,1360985,16480517,55957,1080497,621556,6948239,247954484,276893396,NA,-4554351,1361134,98721,1058653,84353,0,0,0.02,0.01,55957,0,11989144.800397,12942.133817,16274.332844,11280251.65978,1
"Sugar beets","2012","","World",4834267,NA,269539263,557560,268246009,954217,15190554,54713,945580,619310,6162005,246219838,268744070,NA,-489424,966003,78883,947198,74211,0,0,0.02,0.01,54713,0,11593961.868277,12490.21237,15360.614314,10940555.197648,1
"Sugar beets","2013","","World",4352472,NA,247680490,569057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598665,45610,796758,66466,NA,NA,NA,NA,NA,NA,10653728.595968,11615.349044,13616.651724,10281835.687399,1
"Sugarcane","2010","","World",23679835,NA,1683040035,710748,1684487461,3672,26045161,29392105,58430,62564972,349712273,1191697652,1688082515,25076505,-3649812,0,0,0,0,0.02,3,11.89,4.34,29392105,0.02,55265985.618666,43231.327234,78997.189483,53584801.062149,1
"Sugarcane","2011","","World",25537996,NA,1794327152,702611,1799776202,21410,32275840,31237541,47986,147394724,297540476,1263222893,1794914974,28104767,4834652,0,0,0,0,0.02,4,12.5,4.56,31237541,0.02,58920320.701848,45638.828476,86373.31868,56934973.320469,1
"Sugarcane","2012","","World",26062039,NA,1830940831,702532,1836860466,35383,27044540,32197356,14541,67530372,349358019,1330745519,1833032351,29984655,3848957,0,0,0,0,0.02,4,12.75,4.65,32197356,0.02,60122604.074266,47296.450628,106859.264065,58244847.738575,1
"Sugarcane","2013","","World",26911359,NA,1901685780,706648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,62445655.951744,48934.870051,85974.952275,60609448.205796,1
"Sunflowers","2010","","World",23069510,NA,31453155,13634,59190580,14498155,14537404,9860436,14800220,839545,3451523,29802232,57539895,698349,1348620,14034888,8849137,14585356,9798016,3.8,34,3.99,1.45,9860436.11,0.02,8656380.174138,7484.488985,13111.10553,7983652.702848,1
"Sunflowers","2011","","World",25649159,NA,40135571,15648,63570103,18360137,16654815,10090616,17355181,1094983,3561049,31530159,68604989,636286,-4029930,17738454,14326066,16904198,14623490,3.87,35,4.03,1.47,10090615.89,0.02,11045911.192053,9207.207381,20113.164321,10147031.060933,1
"Sunflowers","2012","","World",25071000,NA,36607614,14602,69789944,22982556,18111349,10671954,21632720,1062536,4050737,35204039,68252968,686819,2886812,22146970,16511323,21316042,17179960,4.03,36,4.22,1.54,10671953.9,0.03,10074964.360584,8380.648873,19755.273109,9191067.521841,1
"Sunflowers","2013","","World",26160203,NA,45295576,17315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20432213,16004866,19331680,16541356,NA,NA,NA,NA,NA,NA,12466021.872272,9921.769671,21039.067854,11328586.733387,1
"Sunn hemp","2010","","World",174067,NA,260086,14942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124831.792999,66.835083,111.560907,124831.792999,1
"Sunn hemp","2011","","World",177187,NA,273679,15446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131356.147121,72.206967,134.392861,131356.147121,1
"Sunn hemp","2012","","World",167191,NA,260262,15567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124916.57371,68.003031,119.172125,124916.57371,1
"Sunn hemp","2013","","World",178613,NA,253350,14184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121598.753326,65.21577,105.200735,121598.753326,1
"Sweetpotatoes","2010","","World",8316374,NA,102433607,123171,99983323,344548,39283519,53745229,276524,6375909,35102,40155,100451647,513262,-400300,207626,148886,243069,172309,0.06,21,21.75,7.94,53745229.47,0.23,7736605.497068,13315.409741,32776.95361,4728977.206323,1
"Sweetpotatoes","2011","","World",8342231,NA,105401235,126347,101147158,423960,39908625,54121243,282015,6513074,34372,43928,102591813,526338,-1302710,230863,180960,266062,209144,0.06,21,21.65,7.9,54121243.46,0.23,7960744.496903,13757.637009,33595.275387,4904285.497058,1
"Sweetpotatoes","2012","","World",8111367,NA,101813946,125520,98592020,465693,35967984,55716734,300403,6248021,53955,44338,99456300,567291,-698990,240036,174676,274616,210154,0.06,21,22.06,8.05,55716734.41,0.23,7689803.683898,13276.421806,31534.816278,4926056.599836,1
"Sweetpotatoes","2013","","World",8367051,NA,103399006,123579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256988,218010,303549,252110,NA,NA,NA,NA,NA,NA,7809520.147798,13554.252622,27586.390058,5098499.235113,1
"Sword bean","2010","","World",4832256,NA,3595071,7440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998237.465974,1498.475665,2323.360526,1493281.862377,1
"Sword bean","2011","","World",4996230,NA,3640423,7286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023445.12987,1482.679372,2533.337487,1438678.459631,1
"Sword bean","2012","","World",5877968,NA,4217669,7175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2344294.570014,1775.576624,3029.011416,1535727.193988,1
"Sword bean","2013","","World",6044349,NA,4562293,7548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2535845.42441,1940.118869,3269.198798,1809490.550761,1
"Tallowtree","2010","","World",397954,NA,957271,24055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2308527,1724302,2133228,1665731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"Tallowtree","2011","","World",395000,NA,950000,24051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022072,2171066,1959320,2181099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"Tallowtree","2012","","World",406737,NA,985000,24217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1603005,1594353,1393316,1441311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"Tallowtree","2013","","World",405000,NA,995000,24568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1546561,1404000,1217016,1118413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"Tamarind","2010","","World",4539566,NA,28282688,62303,181139085,26041481,161854,163015130,26374212,16397208,154530,1918455,180619594,NA,186760,1948145,1651048,1984150,1889942,0.33,28,65.96,24.08,163015129.55,0.34,9871619.600295,6079.497811,9823.729645,9871269.920582,1
"Tamarind","2011","","World",4833356,NA,29331448,60685,190261074,27496754,83648,170163646,28136690,16996917,159525,3378859,189917005,NA,-295867,2396751,2119691,2444537,2452088,0.34,29,68.08,24.85,170163646.03,0.35,10237672.532083,6380.225854,11227.146752,10237328.90811,1
"Tamarind","2012","","World",5040661,NA,30532406,60572,197736228,28198651,44344,177688423,30229947,17335658,133616,3146881,195310537,NA,394395,2385596,2161214,2463747,2604108,0.35,30,70.36,25.68,177688423.09,0.36,10656847.957216,6213.284996,11228.12823,10656487.26548,1
"Tamarind","2013","","World",5117804,NA,31536972,61622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2379246,2326015,2523807,2858010,NA,NA,NA,NA,NA,NA,11007475.600846,6395.077944,11305.770503,11007114.90911,1
"Taro","2010","","World",1355872,NA,9465410,69810,17270161,355012,723801,12663305,593730,2891782,907645,1,17030895,130019,548,NA,NA,NA,NA,0.01,6,5.12,1.87,12663305.11,0.08,2007490.50989,2531.375343,3384.73314,1872772.009746,1
"Taro","2011","","World",1255771,NA,9548644,76038,18176655,354829,770752,13190892,644236,3091549,1016539,1,17899493,130027,-12245,NA,NA,NA,NA,0.01,6,5.28,1.93,13190891.68,0.08,2025143.281538,2553.311969,3907.70727,1884876.712514,1
"Taro","2012","","World",1432461,NA,9865741,68873,18958491,429273,800435,13840482,815131,3184157,1101924,-1,18560298,125360,12334,NA,NA,NA,NA,0.01,6,5.48,2,13840481.71,0.08,2092395.344688,2644.229879,3496.069491,1945310.244595,1
"Taro","2013","","World",1419767,NA,9642307,67915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2045007.92773,2624.973405,3959.162257,1900526.434461,1
"Tarragon","2010","","World",18400753,NA,259721091,141147,816548019,41024281,45629760,701058269,39726312,69092141,366888,527258,817469827,102891,376161,3251236,3268037,2399248,2480279,0.59,71,283.67,103.54,701058269.4,3.79,48942102.160999,47492.345654,77665.050267,44328058.425292,1
"Tarragon","2011","","World",18372783,NA,260792753,141945,840967335,43117429,51203729,716309449,41537316,72857461,298127,493642,842433091,107072,114357,3375853,3295271,2608363,2709243,0.6,71,286.58,104.6,716309449.49,3.82,49144047.215957,47923.850719,89418.891726,44430921.875184,1
"Tarragon","2012","","World",19028297,NA,271900678,142893,864106729,43228665,47208012,747750498,41880443,68494011,419874,468813,865556348,110043,-101397,3002047,3004214,2451482,2586994,0.61,73,296.09,108.07,747750498.18,3.93,51237235.617964,48478.291234,92384.308643,46149320.475429,1
"Tarragon","2013","","World",19757918,NA,277946312,140676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2883011,3301102,2625756,3170254,NA,NA,NA,NA,NA,NA,52376481.06523,49748.737805,95421.558641,47072746.80656,1
"Tea","2010","","World",3156606,NA,4622149,14643,4954061,2272221,0,4951955,1895995,93876,6686,NA,5316250,NA,14037,2022762,6401671,1719606,5686665,NA,1,2,0.73,4951955,0.2,4915549.394623,6496.951083,10283.546196,4915549.394623,1
"Tea","2011","","World",3403067,NA,4839876,14222,5341153,2241667,0,5322482,2106570,100681,20284,NA,5491589,NA,-15339,1983292,6610275,1899444,6628782,NA,1,2.13,0.78,5322482,0.21,5147097.047031,6812.317789,12040.047917,5147097.047031,1
"Tea","2012","","World",3508496,NA,5042073,14371,5739190,2154174,0,5757155,2139210,106644,4455,NA,5804864,NA,-50710,1805977,6316770,1934971,6800463,NA,1,2.28,0.83,5757155,0.23,5362128.225575,7205.440165,12539.588964,5362128.225575,1
"Tea","2013","","World",3627510,NA,5329138,14691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2051373,7576418,1893353,7139831,NA,NA,NA,NA,NA,NA,5667415.975385,7614.227282,13608.469593,5667415.975385,1
"Teff","2010","","World",36016793,NA,32805831,9108,31928637,355142,3977835,23669290,436872,2743813,401000,399845,32530938,742688,-684031,382999,125300,404750,151767,0.3,29,9.58,3.5,23669289.69,0.76,5952552.404622,6596.710296,10175.829125,5093102.073598,1
"Teff","2011","","World",33977510,NA,27058875,7964,29899551,384097,3416218,22954374,336909,2119509,286000,421285,27145090,703027,2801649,384395,145625,335675,151255,0.28,27,9.18,3.35,22954374.43,0.73,4909778.765222,4760.261035,9076.185389,4166890.001612,1
"Teff","2012","","World",31252411,NA,26649147,8527,29779290,368246,3337790,22770926,338546,2326711,321000,338209,30261456,685304,-452466,368144,129610,343168,146524,0.28,27,9.02,3.29,22770925.65,0.71,4835434.501779,4694.360564,9792.355746,4138557.88105,1
"Teff","2013","","World",31216989,NA,26413944,8461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280492,117230,348129,170993,NA,NA,NA,NA,NA,NA,4792757.375001,4439.758983,8938.717089,4101570.046588,1
"Tepary bean","2010","","World",32486941,NA,46510911,231884,23263358,3687949,2925196,17848377,3058155,1257641,395,NA,24159268,1250854,-266116,4178460,3905076,3595456,3694939,0.11,24,7.22,2.64,17848377.17,1.56,23835651.46561,19749.882483,33788.661932,21302312.535882,1
"Tepary bean","2011","","World",32210303,NA,46191613,229717,22550667,4374204,2434938,17626824,3334745,1253116,64917,NA,23107800,1196330,482326,4856496,4842092,3851850,4108479,0.1,24,7.05,2.57,17626823.54,1.52,23504602.438845,19222.514691,41868.44617,21279052.060495,1
"Tepary bean","2012","","World",30844784,NA,47256489,237545,22184938,4236638,2599136,17122805,3464305,1244916,44158,NA,23359698,1186106,-402427,4787454,4953739,4011952,4304353,0.1,23,6.78,2.47,17122804.78,1.46,23964544.99215,19624.753995,38113.737625,21571142.155966,1
"Tepary bean","2013","","World",31027121,NA,47828399,241313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4556765,4657864,4071808,4484651,NA,NA,NA,NA,NA,NA,24162824.909485,19590.847169,41088.628853,21730034.483972,1
"Thyme","2010","","World",927593,NA,2103629,22678,4634844,1268658,NA,4441274,1219247,79854,140356,NA,4709073,NA,-24818,379108,1301953,325132,1186048,0.16,6,1.8,0.66,4441274,0.19,1462352.244288,1203.742357,2146.763054,1462351.842487,1
"Thyme","2011","","World",1008818,NA,2427596,24064,5454178,1408666,NA,5218015,1393715,88886,167560,NA,5493342,NA,-24213,414880,1450140,365788,1356446,0.19,7,2.09,0.76,5218015,0.23,1687560.295445,1463.685924,2484.52149,1687559.913108,1
"Thyme","2012","","World",978986,NA,2269144,23179,5398395,1584370,NA,5145518,1510444,92186,180290,NA,5490116,NA,-17795,455369,1486093,374363,1245973,0.19,7,2.04,0.74,5145518,0.22,1577411.198679,1403.767995,2361.383969,1577410.753779,1
"Thyme","2013","","World",982860,NA,2339135,23799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493790,1858878,380536,1326976,NA,NA,NA,NA,NA,NA,1626065.735344,1484.039012,2329.957545,1626065.290444,1
"Tobacco","2010","","World",3948518,NA,6942801,17583,6727048,3841540,NA,NA,3745874,119797,7873212,-474257,6861625,NA,-38911,6909953,48720264,6863138,54493512,NA,NA,NA,NA,NA,NA,11058243.794812,9603.789222,15432.990923,11058243.794812,1
"Tobacco","2011","","World",4220313,NA,7480249,17724,7248745,3944357,NA,NA,3793840,144411,8416381,-477225,7425253,NA,-25991,7042284,53568089,6900228,61513851,NA,NA,NA,NA,NA,NA,11914271.145897,9839.848307,17300.416459,11914271.145897,1
"Tobacco","2012","","World",4172892,NA,7591235,18192,7191287,4184756,NA,NA,4039962,140277,8475250,-544832,7244672,NA,91409,7535775,55674711,7400662,63192033,NA,NA,NA,NA,NA,NA,12091045.277757,10131.131313,20096.943425,12091045.277757,1
"Tobacco","2013","","World",4262548,NA,7615414,17866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7511269,58547076,7115226,62741988,NA,NA,NA,NA,NA,NA,12129557.199576,10153.043797,20322.261517,12129557.199576,1
"Triticale","2010","","World",4006643,NA,13740395,34294,25156647,2162653,16945234,5234597,3017994,694753,1196807,273802,25021929,1153408,-720622,534444,109366,467523,88171,0.02,6,2.12,0.77,5234597.02,0.18,1883615.845199,1519.064277,2293.441928,168209.618881,1
"Triticale","2011","","World",3847757,NA,13556983,35233,26826514,2037303,18246866,5425673,3323497,714114,1336110,234119,25676844,1225528,-136524,347954,104847,274850,79786,0.02,7,2.17,0.79,5425673.23,0.18,1858472.604405,1475.294418,3043.382668,154176.839222,1
"Triticale","2012","","World",3639362,NA,13651756,37511,27490278,2140115,19300151,5196765,2991319,768032,1303985,171139,27050215,1136077,-411142,551618,173724,384016,116093,0.02,6,2.06,0.75,5196764.82,0.17,1871464.638941,1480.632268,3229.976028,106502.639719,1
"Triticale","2013","","World",3807485,NA,14463671,37987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719580,195735,590177,163565,NA,NA,NA,NA,NA,NA,1982766.822664,1586.178945,3035.820389,167490.683794,1
"Tung nuts","2010","","World",173120,NA,495862,28643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,1,0.34,0.12,836925.99,0.07,68292.62873,60.71464,106.490185,68292.62873,1
"Tung nuts","2011","","World",176300,NA,500607,28395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,1,0.38,0.14,959939.55,0.08,68946.112652,61.305993,133.767874,68946.112652,1
"Tung nuts","2012","","World",173053,NA,491479,28401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,1,0.38,0.14,951819.94,0.08,67688.992625,60.1258,127.70688,67688.992625,1
"Tung nuts","2013","","World",173154,NA,483008,27895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66522.310949,59.080012,217.805546,66522.310949,1
"Turmeric","2010","","World",927593,NA,2103629,22678,4634844,1268658,NA,4441274,1219247,79854,140356,NA,4709073,NA,-24818,379108,1301953,325132,1186048,0.16,6,1.8,0.66,4441274,0.19,1462352.244288,1203.742357,2146.763054,1462351.842487,1
"Turmeric","2011","","World",1008818,NA,2427596,24064,5454178,1408666,NA,5218015,1393715,88886,167560,NA,5493342,NA,-24213,414880,1450140,365788,1356446,0.19,7,2.09,0.76,5218015,0.23,1687560.295445,1463.685924,2484.52149,1687559.913108,1
"Turmeric","2012","","World",978986,NA,2269144,23179,5398395,1584370,NA,5145518,1510444,92186,180290,NA,5490116,NA,-17795,455369,1486093,374363,1245973,0.19,7,2.04,0.74,5145518,0.22,1577411.198679,1403.767995,2361.383969,1577410.753779,1
"Turmeric","2013","","World",982860,NA,2339135,23799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493790,1858878,380536,1326976,NA,NA,NA,NA,NA,NA,1626065.735344,1484.039012,2329.957545,1626065.290444,1
"Turnips","2010","","World",1168725,NA,34956864,299103,816548019,41024281,45629760,701058269,39726312,69092141,366888,527258,817469827,102891,376161,0,0,0,0,0.59,71,283.67,103.54,701058269.4,3.79,8721702.615871,9153.096705,10765.01962,8329087.814596,1
"Turnips","2011","","World",1204414,NA,36565572,303596,840967335,43117429,51203729,716309449,41537316,72857461,298127,493642,842433091,107072,114357,0,0,0,0,0.6,71,286.58,104.6,716309449.49,3.82,9123073.77179,9560.503232,12572.877126,8611916.076251,1
"Turnips","2012","","World",1192622,NA,37291861,312688,864106729,43228665,47208012,747750498,41880443,68494011,419874,468813,865556348,110043,-101397,0,0,0,0,0.61,73,296.09,108.07,747750498.18,3.93,9304282.057684,9700.892729,12749.252558,8855301.251799,1
"Turnips","2013","","World",1141554,NA,38033338,333171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,9489279.877658,9869.391372,14694.028918,9053870.823274,1
"Ulluco","2010","","World",1218971,NA,8950085,73423,17270161,355012,723801,12663305,593730,2891782,907645,1,17030895,130019,548,137478,101979,150870,157835,0.01,6,5.12,1.87,12663305.11,0.08,1530562.912861,1506.180712,2069.069745,1477975.060315,1
"Ulluco","2011","","World",1257843,NA,9400643,74736,18176655,354829,770752,13190892,644236,3091549,1016539,1,17899493,130027,-12245,157844,110144,161930,178870,0.01,6,5.28,1.93,13190891.68,0.08,1607613.286743,1545.190898,2452.447779,1554910.836305,1
"Ulluco","2012","","World",1273960,NA,9798676,76915,18958491,429273,800435,13840482,815131,3184157,1101924,-1,18560298,125360,12334,188810,148987,141226,154375,0.01,6,5.48,2,13840481.71,0.08,1675681.424705,1848.170567,2908.690011,1626056.010247,1
"Ulluco","2013","","World",1286432,NA,9809301,76252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161957,146925,148880,180834,NA,NA,NA,NA,NA,NA,1677498.372022,1848.986414,2707.665689,1628074.80432,1
"Vanilla","2010","","World",85844,NA,8282,965,4634844,1268658,NA,4441274,1219247,79854,140356,NA,4709073,NA,-24818,4143,88839,6560,129419,0.16,6,1.8,0.66,4441274,0.19,137484.665949,56.744423,22.487048,137484.665949,1
