"crop_name","year","country_iso2","country_name","c_area_harvested","c_feed","c_production","c_yield","cb_domestic_supply_quantity","cb_export_quantity","cb_feed","cb_food_supply_quantity","cb_import_quantity","cb_losses","cb_other_uses","cb_processing","cb_production","cb_seed","cb_stock_variation","clp_export_quantity","clp_export_value","clp_import_quantity","clp_import_value","fs_fat_supply_quantity","fs_food_supply_kcal","fs_food_supply_quantity_g","fs_food_supply_quantity_kg","fs_food_supply_quantity_t","fs_protein_supply_quantity","vap_gross_production_value_2004_2006_i","vap_gross_production_value_2014_2006_us","vap_gross_production_value_us","vap_net_production_value_2004_2006_i","cu_amount_countries"
"Kiwi fruit","2012","","World",186377,NA,3053731,163847,197736228,28198651,44344,177688423,30229947,17335658,133616,3146881,195310537,NA,394395,1365154,2082743,1371504,2140648,0.35,30,70.36,25.68,177688423.09,0.36,2490900.896924,1190.407203,1449.753344,2490900.896924,1
"Kiwi fruit","2013","","World",239628,NA,3464394,144574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1276833,2053309,1293847,2158802,NA,NA,NA,NA,NA,NA,2825874.992891,1291.970356,1798.471587,2825874.992891,1
"Kiwicha","2010","","World",4573353,NA,5624483,12298,25156647,2162653,16945234,5234597,3017994,694753,1196807,273802,25021929,1153408,-720622,NA,NA,NA,NA,0.02,6,2.12,0.77,5234597.02,0.18,1471814.729145,787.976097,1568.32234,1282480.024925,1
"Kiwicha","2011","","World",3800556,895497,4869357,12812,26826514,2037303,18246866,5425673,3323497,714114,1336110,234119,25676844,1225528,-136524,NA,NA,NA,NA,0.02,7,2.17,0.79,5425673.23,0.18,1274213.305559,803.159706,1188.215668,1013282.279513,1
"Kiwicha","2012","","World",3949220,911953,5476533,13867,27490278,2140115,19300151,5196765,2991319,768032,1303985,171139,27050215,1136077,-411142,NA,NA,NA,NA,0.02,6,2.06,0.75,5196764.82,0.17,1433099.262671,864.541273,1782.852482,1165038.124381,1
"Kiwicha","2013","","World",4260313,938104,6150540,14437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1609473.395406,993.704448,1980.689669,1334071.73471,1
"Kodo millet","2010","","World",36016793,NA,32805831,9108,31928637,355142,3977835,23669290,436872,2743813,401000,399845,32530938,742688,-684031,382999,125300,404750,151767,0.3,29,9.58,3.5,23669289.69,0.76,5952552.404622,6596.710296,10175.829125,5093102.073598,1
"Kodo millet","2011","","World",33977510,NA,27058875,7964,29899551,384097,3416218,22954374,336909,2119509,286000,421285,27145090,703027,2801649,384395,145625,335675,151255,0.28,27,9.18,3.35,22954374.43,0.73,4909778.765222,4760.261035,9076.185389,4166890.001612,1
"Kodo millet","2012","","World",31252411,NA,26649147,8527,29779290,368246,3337790,22770926,338546,2326711,321000,338209,30261456,685304,-452466,368144,129610,343168,146524,0.28,27,9.02,3.29,22770925.65,0.71,4835434.501779,4694.360564,9792.355746,4138557.88105,1
"Kodo millet","2013","","World",31216989,NA,26413944,8461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280492,117230,348129,170993,NA,NA,NA,NA,NA,NA,4792757.375001,4439.758983,8938.717089,4101570.046588,1
"Kola nuts","2010","","World",559301,NA,280315,5012,15315797,6518179,NA,14879642,6452925,442266,69544,1,15363269,30,17782,9373,1202,12341,8936,1.15,15,6.02,2.2,14879641.73,0.4,168022.654757,225.439525,199.472619,168022.654757,1
"Kola nuts","2011","","World",533976,NA,278240,5211,16307703,7156964,NA,15841974,6912901,463455,67112,0,16373211,30,178555,12427,1622,13484,9014,1.24,16,6.34,2.31,15841974.22,0.42,166778.51086,222.407281,253.062259,166778.51086,1
"Kola nuts","2012","","World",522761,NA,275897,5278,16629329,7590970,NA,16148683,7190498,498767,69400,1507,16911923,30,117878,10842,3064,6564,8090,1.23,16,6.39,2.33,16148682.84,0.42,165374.380392,216.08688,235.670804,165374.380392,1
"Kola nuts","2013","","World",519976,NA,269227,5178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7449,2150,6862,7583,NA,NA,NA,NA,NA,NA,161376.200494,208.774453,230.335661,161376.200494,1
"Kumquat","2010","","World",1346960,NA,12465575,92546,12552679,734564,NA,11688233,1198415,796909,21415,62979,12086677,NA,2151,1245167,964880,1176664,1051608,0.01,1,4.73,1.73,11688233.4,0.02,5635113.013982,5247.317905,5336.082128,5635113.013982,1
"Kumquat","2011","","World",1318993,NA,11349975,86050,10986990,622365,NA,10179701,919133,778736,23408,64307,10687969,NA,2253,1215392,973326,1172308,1105820,0.01,1,4.07,1.49,10179701.14,0.02,5130801.485057,4729.617458,5470.655986,5130801.485057,1
"Kumquat","2012","","World",1373407,NA,12870381,93711,12347310,547202,NA,11492677,1003583,824318,25522,75384,11876965,NA,13965,1175953,922962,1186400,1118192,0.01,1,4.55,1.66,11492676.75,0.02,5818107.289455,5343.436771,6441.807622,5818107.289455,1
"Kumquat","2013","","World",1383198,NA,15813981,114329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1238782,966861,1286199,1180268,NA,NA,NA,NA,NA,NA,7148773.208124,6685.710047,8206.261198,7148773.208124,1
"Lablab","2010","","World",4832256,NA,3595071,7440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998237.465974,1498.475665,2323.360526,1493281.862377,1
"Lablab","2011","","World",4996230,NA,3640423,7286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023445.12987,1482.679372,2533.337487,1438678.459631,1
"Lablab","2012","","World",5877968,NA,4217669,7175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2344294.570014,1775.576624,3029.011416,1535727.193988,1
"Lablab","2013","","World",6044349,NA,4562293,7548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2535845.42441,1940.118869,3269.198798,1809490.550761,1
"Leeks and other alliaceous vegetables","2010","","World",128404,NA,2099604,163516,816548019,41024281,45629760,701058269,39726312,69092141,366888,527258,817469827,102891,376161,276214,325008,294443,370158,0.59,71,283.67,103.54,701058269.4,3.79,1878587.273841,1676.547687,2781.65806,1870396.520912,1
"Leeks and other alliaceous vegetables","2011","","World",131623,NA,2133680,162105,840967335,43117429,51203729,716309449,41537316,72857461,298127,493642,842433091,107072,114357,293169,305470,317187,381822,0.6,71,286.58,104.6,716309449.49,3.82,1909075.858721,1675.046806,2172.630163,1899367.547454,1
"Leeks and other alliaceous vegetables","2012","","World",134163,NA,2189701,163212,864106729,43228665,47208012,747750498,41880443,68494011,419874,468813,865556348,110043,-101397,278791,306255,312254,426353,0.61,73,296.09,108.07,747750498.18,3.93,1959199.839798,1662.226813,2311.255718,1949810.143308,1
"Leeks and other alliaceous vegetables","2013","","World",129699,NA,2193200,169099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285832,346989,334219,489461,NA,NA,NA,NA,NA,NA,1962330.669918,1681.38784,2539.655446,1953238.919851,1
"Lemons and limes","2010","","World",1039620,NA,14708640,141481,14658144,3725238,NA,13016792,3626060,1405059,132671,104937,14808126,NA,-50804,2509982,2225807,2355142,2255112,0.03,1,5.27,1.92,13016792.45,0.02,5831696.334431,5988.397869,8994.444769,5831696.334431,1
"Lemons and limes","2011","","World",956439,NA,15048076,157334,15254694,3937337,NA,13437356,4190724,1414370,313713,89971,14950818,NA,50490,2610223,2269960,2480276,2221245,0.03,1,5.38,1.96,13437355.93,0.02,5966276.071907,5665.443956,9503.310796,5966276.071907,1
"Lemons and limes","2012","","World",973439,NA,15008334,154178,15827435,4127076,NA,14278784,4923395,1408536,39510,89975,14810729,NA,220387,2799248,2323604,2671623,2412683,0.03,1,5.65,2.06,14278784.39,0.02,5950519.15936,5532.54011,10363.203223,5950519.15936,1
"Lemons and limes","2013","","World",1003349,NA,15421905,153704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2777046,2672682,2736734,2826408,NA,NA,NA,NA,NA,NA,6114492.387973,5712.737263,10806.30705,6114492.387973,1
"Lentils","2010","","World",4287457,NA,4724483,11019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993725,1725675,1884949,1772961,NA,NA,NA,NA,NA,NA,1929289.811106,1734.850881,3266.137171,1745649.410505,1
"Lentils","2011","","World",4152206,NA,4453542,10726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1961193,1544952,1920973,1669366,NA,NA,NA,NA,NA,NA,1818648.315077,1680.009785,2923.581236,1620774.330663,1
"Lentils","2012","","World",4191639,NA,4491056,10714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2063599,1357922,1968192,1456852,NA,NA,NA,NA,NA,NA,1833967.583112,1702.765568,2834.000476,1631409.517365,1
"Lentils","2013","","World",4056695,NA,5192561,12800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2664668,1794317,2508623,1898095,NA,NA,NA,NA,NA,NA,2120434.407779,1885.579038,2965.313101,1902889.277964,1
"Lettuce","2010","","World",1166655,NA,25331467,521096,816548019,41024281,45629760,701058269,39726312,69092141,366888,527258,817469827,102891,376161,1774506,2280488,1793623,2374063,0.59,71,283.67,103.54,701058269.4,3.79,12041624.724732,14106.581677,15599.237458,11737998.835238,1
"Lettuce","2011","","World",1170074,NA,25707071,513070,840967335,43117429,51203729,716309449,41537316,72857461,298127,493642,842433091,107072,114357,1821552,2148219,1882694,2335458,0.6,71,286.58,104.6,716309449.49,3.82,12202753.955425,14306.878689,13845.85012,11924718.837857,1
"Lettuce","2012","","World",1179659,NA,26235477,488727,864106729,43228665,47208012,747750498,41880443,68494011,419874,468813,865556348,110043,-101397,1967602,2346971,1930007,2498750,0.61,73,296.09,108.07,747750498.18,3.93,12420314.672061,14659.605319,14266.635608,12193722.552992,1
"Lettuce","2013","","World",1161435,NA,25108869,499092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2068512,2484425,2028689,2709601,NA,NA,NA,NA,NA,NA,11885498.441177,14200.91899,14972.333839,11655336.005211,1
"Lima bean","2010","","World",32486941,NA,46510911,231884,23263358,3687949,2925196,17848377,3058155,1257641,395,NA,24159268,1250854,-266116,4178460,3905076,3595456,3694939,0.11,24,7.22,2.64,17848377.17,1.56,23835651.46561,19749.882483,33788.661932,21302312.535882,1
"Lima bean","2011","","World",32210303,NA,46191613,229717,22550667,4374204,2434938,17626824,3334745,1253116,64917,NA,23107800,1196330,482326,4856496,4842092,3851850,4108479,0.1,24,7.05,2.57,17626823.54,1.52,23504602.438845,19222.514691,41868.44617,21279052.060495,1
"Lima bean","2012","","World",30844784,NA,47256489,237545,22184938,4236638,2599136,17122805,3464305,1244916,44158,NA,23359698,1186106,-402427,4787454,4953739,4011952,4304353,0.1,23,6.78,2.47,17122804.78,1.46,23964544.99215,19624.753995,38113.737625,21571142.155966,1
"Lima bean","2013","","World",31027121,NA,47828399,241313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4556765,4657864,4071808,4484651,NA,NA,NA,NA,NA,NA,24162824.909485,19590.847169,41088.628853,21730034.483972,1
"Litchi","2010","","World",4539566,NA,28282688,62303,181139085,26041481,161854,163015130,26374212,16397208,154530,1918455,180619594,NA,186760,1948145,1651048,1984150,1889942,0.33,28,65.96,24.08,163015129.55,0.34,9871619.600295,6079.497811,9823.729645,9871269.920582,1
"Litchi","2011","","World",4833356,NA,29331448,60685,190261074,27496754,83648,170163646,28136690,16996917,159525,3378859,189917005,NA,-295867,2396751,2119691,2444537,2452088,0.34,29,68.08,24.85,170163646.03,0.35,10237672.532083,6380.225854,11227.146752,10237328.90811,1
"Litchi","2012","","World",5040661,NA,30532406,60572,197736228,28198651,44344,177688423,30229947,17335658,133616,3146881,195310537,NA,394395,2385596,2161214,2463747,2604108,0.35,30,70.36,25.68,177688423.09,0.36,10656847.957216,6213.284996,11228.12823,10656487.26548,1
"Litchi","2013","","World",5117804,NA,31536972,61622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2379246,2326015,2523807,2858010,NA,NA,NA,NA,NA,NA,11007475.600846,6395.077944,11305.770503,11007114.90911,1
"Longan","2010","","World",2900373,NA,20215994,69701,181139085,26041481,161854,163015130,26374212,16397208,154530,1918455,180619594,NA,186760,580010,353614,762573,644135,0.33,28,65.96,24.08,163015129.55,0.34,8261710.83803,6084.249475,10294.620887,8261302.059775,1
"Longan","2011","","World",3164798,NA,20843720,65861,190261074,27496754,83648,170163646,28136690,16996917,159525,3378859,189917005,NA,-295867,646342,399423,811232,755461,0.34,29,68.08,24.85,170163646.03,0.35,8518244.581406,6454.056195,12555.026886,8517901.607516,1
"Longan","2012","","World",3194968,NA,22546163,70568,197736228,28198651,44344,177688423,30229947,17335658,133616,3146881,195310537,NA,394395,820875,525894,925943,995019,0.35,30,70.36,25.68,177688423.09,0.36,9213985.343607,6948.809865,13363.450215,9213642.369718,1
"Longan","2013","","World",3207702,NA,23243400,72461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841345,584348,976575,1180320,NA,NA,NA,NA,NA,NA,9498926.705874,7180.385027,13489.645919,9498612.224597,1
"Loquat","2010","","World",4539566,NA,28282688,62303,181139085,26041481,161854,163015130,26374212,16397208,154530,1918455,180619594,NA,186760,1948145,1651048,1984150,1889942,0.33,28,65.96,24.08,163015129.55,0.34,9871619.600295,6079.497811,9823.729645,9871269.920582,1
"Loquat","2011","","World",4833356,NA,29331448,60685,190261074,27496754,83648,170163646,28136690,16996917,159525,3378859,189917005,NA,-295867,2396751,2119691,2444537,2452088,0.34,29,68.08,24.85,170163646.03,0.35,10237672.532083,6380.225854,11227.146752,10237328.90811,1
"Loquat","2012","","World",5040661,NA,30532406,60572,197736228,28198651,44344,177688423,30229947,17335658,133616,3146881,195310537,NA,394395,2385596,2161214,2463747,2604108,0.35,30,70.36,25.68,177688423.09,0.36,10656847.957216,6213.284996,11228.12823,10656487.26548,1
"Loquat","2013","","World",5117804,NA,31536972,61622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2379246,2326015,2523807,2858010,NA,NA,NA,NA,NA,NA,11007475.600846,6395.077944,11305.770503,11007114.90911,1
"Lupins","2010","","World",1018547,NA,1264793,12418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219528.93888,203.320451,289.077531,21362.109902,1
"Lupins","2011","","World",1029592,NA,1147081,11141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199097.652711,186.73441,314.948832,19267.027802,1
"Lupins","2012","","World",956366,NA,1324254,13847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229849.426032,213.5027,327.029182,18310.152919,1
"Lupins","2013","","World",725934,NA,816901,11253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141788.702033,133.997135,208.306938,20446.241626,1
"Maca","2010","","World",1218971,NA,8950085,73423,17270161,355012,723801,12663305,593730,2891782,907645,1,17030895,130019,548,137478,101979,150870,157835,0.01,6,5.12,1.87,12663305.11,0.08,1530562.912861,1506.180712,2069.069745,1477975.060315,1
"Maca","2011","","World",1257843,NA,9400643,74736,18176655,354829,770752,13190892,644236,3091549,1016539,1,17899493,130027,-12245,157844,110144,161930,178870,0.01,6,5.28,1.93,13190891.68,0.08,1607613.286743,1545.190898,2452.447779,1554910.836305,1
"Maca","2012","","World",1273960,NA,9798676,76915,18958491,429273,800435,13840482,815131,3184157,1101924,-1,18560298,125360,12334,188810,148987,141226,154375,0.01,6,5.48,2,13840481.71,0.08,1675681.424705,1848.170567,2908.690011,1626056.010247,1
"Maca","2013","","World",1286432,NA,9809301,76252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161957,146925,148880,180834,NA,NA,NA,NA,NA,NA,1677498.372022,1848.986414,2707.665689,1628074.80432,1
"Macadamia nut","2010","","World",581028,NA,826771,14229,15315797,6518179,NA,14879642,6452925,442266,69544,1,15363269,30,17782,262461,1178755,433559,1534219,1.15,15,6.02,2.2,14879641.73,0.4,1515701.807099,1273.541142,1912.534388,1515646.808729,1
"Macadamia nut","2011","","World",567099,NA,845615,14911,16307703,7156964,NA,15841974,6912901,463455,67112,0,16373211,30,178555,307097,1490357,430906,1846159,1.24,16,6.34,2.31,15841974.22,0.42,1550248.3276,1263.746047,2195.251104,1550193.32923,1
"Macadamia nut","2012","","World",589226,NA,867286,14719,16629329,7590970,NA,16148683,7190498,498767,69400,1507,16911923,30,117878,349900,1618078,458584,2030043,1.23,16,6.39,2.33,16148682.84,0.42,1589977.609177,1322.696236,1971.314058,1589922.610807,1
"Macadamia nut","2013","","World",578129,NA,877768,15183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310183,1603948,392896,2007377,NA,NA,NA,NA,NA,NA,1609192.831078,1294.685227,2008.074412,1609136.916069,1
"Mahuwa","2010","","World",1625481,NA,2850441,17536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,421025,363968,455710,558018,0.09,1,0.34,0.12,836925.99,0.07,887969.389481,649.693615,992.579453,855258.534056,1
"Mahuwa","2011","","World",1651134,NA,3330732,20172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660991,413367,481585,594953,0.09,1,0.38,0.14,959939.55,0.08,1037589.584572,738.664499,1499.413426,996806.928196,1
"Mahuwa","2012","","World",1695971,NA,3624339,21370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561933,463546,382163,545902,0.09,1,0.38,0.14,951819.94,0.08,1129054.149847,784.890248,1641.548556,1091643.395297,1
"Mahuwa","2013","","World",1727446,NA,3728159,21582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,683806,650727,416629,749535,NA,NA,NA,NA,NA,NA,1161396.138697,793.358877,1670.582322,1101300.333673,1
"Maize","2010","","World",165150319,NA,861852488,145473,851864439,113794810,466796769,119816582,110055524,34201779,179969177,44774260,851745058,6306582,3858667,113272160,25816539,112613614,29594051,2.07,151,48.48,17.69,119816582.01,3.46,124952918.612883,121064.145238,194925.218594,58074176.47611,1
"Maize","2011","","World",172349788,480052420,896705836,145397,877272931,115581485,482996841,122467340,111907026,35043551,182839403,47396909,887921348,6532595,-6973958,114845332,37889314,113868442,40967935,2.06,152,48.99,17.88,122467339.87,3.51,129943546.486572,126740.4798,243009.454656,60805489.985597,1
"Maize","2012","","World",179960709,482666253,885119013,143268,878868672,125890163,486145146,124741658,120836304,38190033,175531782,47320402,875773872,6939748,8148660,125672052,39774659,123329473,43435225,2.1,154,49.39,18.03,124741658.76,3.54,128351013.035873,128208.204058,261439.623388,58800562.951265,1
"Maize","2013","","World",187074717,531343449,1026390806,150991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129559406,38980918,125854981,43607369,NA,NA,NA,NA,NA,NA,148394723.828188,143285.337815,279817.458352,71885779.480619,1
"Mamey sapote","2010","","World",2900373,NA,20215994,69701,181139085,26041481,161854,163015130,26374212,16397208,154530,1918455,180619594,NA,186760,580010,353614,762573,644135,0.33,28,65.96,24.08,163015129.55,0.34,8261710.83803,6084.249475,10294.620887,8261302.059775,1
"Mamey sapote","2011","","World",3164798,NA,20843720,65861,190261074,27496754,83648,170163646,28136690,16996917,159525,3378859,189917005,NA,-295867,646342,399423,811232,755461,0.34,29,68.08,24.85,170163646.03,0.35,8518244.581406,6454.056195,12555.026886,8517901.607516,1
"Mamey sapote","2012","","World",3194968,NA,22546163,70568,197736228,28198651,44344,177688423,30229947,17335658,133616,3146881,195310537,NA,394395,820875,525894,925943,995019,0.35,30,70.36,25.68,177688423.09,0.36,9213985.343607,6948.809865,13363.450215,9213642.369718,1
"Mamey sapote","2013","","World",3207702,NA,23243400,72461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841345,584348,976575,1180320,NA,NA,NA,NA,NA,NA,9498926.705874,7180.385027,13489.645919,9498612.224597,1
"Mammee","2010","","World",2900373,NA,20215994,69701,181139085,26041481,161854,163015130,26374212,16397208,154530,1918455,180619594,NA,186760,580010,353614,762573,644135,0.33,28,65.96,24.08,163015129.55,0.34,8261710.83803,6084.249475,10294.620887,8261302.059775,1
"Mammee","2011","","World",3164798,NA,20843720,65861,190261074,27496754,83648,170163646,28136690,16996917,159525,3378859,189917005,NA,-295867,646342,399423,811232,755461,0.34,29,68.08,24.85,170163646.03,0.35,8518244.581406,6454.056195,12555.026886,8517901.607516,1
"Mammee","2012","","World",3194968,NA,22546163,70568,197736228,28198651,44344,177688423,30229947,17335658,133616,3146881,195310537,NA,394395,820875,525894,925943,995019,0.35,30,70.36,25.68,177688423.09,0.36,9213985.343607,6948.809865,13363.450215,9213642.369718,1
"Mammee","2013","","World",3207702,NA,23243400,72461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841345,584348,976575,1180320,NA,NA,NA,NA,NA,NA,9498926.705874,7180.385027,13489.645919,9498612.224597,1
"Mandarines","2010","","World",6371904,NA,94511489,278123,91401277,29002624,8474,84519995,28831141,6751708,113392,39956,92069851,NA,-497091,27226675,21803848,24808461,22049124,0.03,9,34.2,12.48,84519995.15,0.17,19553044.85398,22443.670713,35541.623828,19551407.176025,1
"Mandarines","2011","","World",6324053,NA,99695868,298741,97997481,32664245,10091,90866447,32774075,6975422,115183,44188,97309766,NA,577884,28377641,24576704,26287513,24921884,0.04,10,36.35,13.27,90866446.93,0.18,20735169.23187,23098.836826,44688.684561,20733219.113707,1
"Mandarines","2012","","World",6242567,NA,98122077,299198,94186401,35125292,5933,87360163,32618513,6711553,92156,43039,95859970,NA,833211,27996376,24151593,26400485,24731415,0.03,10,34.59,12.63,87360162.57,0.17,20455867.089648,22505.765744,42040.366123,20454720.5769,1
"Mandarines","2013","","World",6498380,NA,101955304,298658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29313830,25216805,27509953,26672893,NA,NA,NA,NA,NA,NA,21254377.35885,23989.20534,45146.520433,21252329.510116,1
"Mango","2010","","World",4998207,NA,37539772,75106,181139085,26041481,161854,163015130,26374212,16397208,154530,1918455,180619594,NA,186760,1349464,1156038,1018569,1172802,0.33,28,65.96,24.08,163015129.55,0.34,22492592.810283,19831.4279,29790.472339,22492172.052054,1
"Mango","2011","","World",5202368,NA,40083200,77048,190261074,27496754,83648,170163646,28136690,16996917,159525,3378859,189917005,NA,-295867,1438886,1371521,1098288,1334864,0.34,29,68.08,24.85,170163646.03,0.35,24016530.978229,20826.13593,34588.340279,24015530.626514,1
"Mango","2012","","World",5438753,NA,42418914,77994,197736228,28198651,44344,177688423,30229947,17335658,133616,3146881,195310537,NA,394395,1483611,1464013,1116492,1359168,0.35,30,70.36,25.68,177688423.09,0.36,25416013.514479,20817.943333,33036.074627,25415443.371128,1
"Mango","2013","","World",5582728,NA,44510869,79730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1648185,1689744,1189101,1652571,NA,NA,NA,NA,NA,NA,26669444.057205,21723.413698,33152.868662,26667868.638666,1
"Mangosteen","2010","","World",4998207,NA,37539772,75106,181139085,26041481,161854,163015130,26374212,16397208,154530,1918455,180619594,NA,186760,1349464,1156038,1018569,1172802,0.33,28,65.96,24.08,163015129.55,0.34,22492592.810283,19831.4279,29790.472339,22492172.052054,1
"Mangosteen","2011","","World",5202368,NA,40083200,77048,190261074,27496754,83648,170163646,28136690,16996917,159525,3378859,189917005,NA,-295867,1438886,1371521,1098288,1334864,0.34,29,68.08,24.85,170163646.03,0.35,24016530.978229,20826.13593,34588.340279,24015530.626514,1
"Mangosteen","2012","","World",5438753,NA,42418914,77994,197736228,28198651,44344,177688423,30229947,17335658,133616,3146881,195310537,NA,394395,1483611,1464013,1116492,1359168,0.35,30,70.36,25.68,177688423.09,0.36,25416013.514479,20817.943333,33036.074627,25415443.371128,1
"Mangosteen","2013","","World",5582728,NA,44510869,79730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1648185,1689744,1189101,1652571,NA,NA,NA,NA,NA,NA,26669444.057205,21723.413698,33152.868662,26667868.638666,1
"Maple sugar","2010","","World",107036,NA,900133,84096,179369580,73592563,123730,153657534,66413350,233874,18092688,7410110,179488165,0,7060628,0,0,0,0,0,217,62.18,22.69,153657534.15,0.01,26547.62393,13.115778,20.141649,26547.62393,1
"Maple sugar","2011","","World",118087,NA,944160,79954,184485516,72809501,115202,158223899,70878740,244176,18812967,7259165,194693993,0,-8277718,0,0,0,0,0,221,63.3,23.11,158223899.1,0.01,27846.099471,13.742116,21.994038,27846.099471,1
"Maple sugar","2012","","World",119902,NA,929269,77503,194052561,73859475,115620,162038640,70144020,251071,20322011,10763492,203387255,0,-5619240,574,3819,182,336,0,224,64.17,23.42,162038640.1,0.01,27406.916376,13.230638,19.826637,27405.559698,1
"Maple sugar","2013","","World",121501,NA,946149,77871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460,539,171,379,NA,NA,NA,NA,NA,NA,27904.77939,13.285081,21.515552,27904.572939,1
"Marjoram","2010","","World",18400753,NA,259721091,141147,816548019,41024281,45629760,701058269,39726312,69092141,366888,527258,817469827,102891,376161,3251236,3268037,2399248,2480279,0.59,71,283.67,103.54,701058269.4,3.79,48942102.160999,47492.345654,77665.050267,44328058.425292,1
"Marjoram","2011","","World",18372783,NA,260792753,141945,840967335,43117429,51203729,716309449,41537316,72857461,298127,493642,842433091,107072,114357,3375853,3295271,2608363,2709243,0.6,71,286.58,104.6,716309449.49,3.82,49144047.215957,47923.850719,89418.891726,44430921.875184,1
"Marjoram","2012","","World",19028297,NA,271900678,142893,864106729,43228665,47208012,747750498,41880443,68494011,419874,468813,865556348,110043,-101397,3002047,3004214,2451482,2586994,0.61,73,296.09,108.07,747750498.18,3.93,51237235.617964,48478.291234,92384.308643,46149320.475429,1
"Marjoram","2013","","World",19757918,NA,277946312,140676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2883011,3301102,2625756,3170254,NA,NA,NA,NA,NA,NA,52376481.06523,49748.737805,95421.558641,47072746.80656,1
"Mashua","2010","","World",1218971,NA,8950085,73423,17270161,355012,723801,12663305,593730,2891782,907645,1,17030895,130019,548,137478,101979,150870,157835,0.01,6,5.12,1.87,12663305.11,0.08,1530562.912861,1506.180712,2069.069745,1477975.060315,1
"Mashua","2011","","World",1257843,NA,9400643,74736,18176655,354829,770752,13190892,644236,3091549,1016539,1,17899493,130027,-12245,157844,110144,161930,178870,0.01,6,5.28,1.93,13190891.68,0.08,1607613.286743,1545.190898,2452.447779,1554910.836305,1
"Mashua","2012","","World",1273960,NA,9798676,76915,18958491,429273,800435,13840482,815131,3184157,1101924,-1,18560298,125360,12334,188810,148987,141226,154375,0.01,6,5.48,2,13840481.71,0.08,1675681.424705,1848.170567,2908.690011,1626056.010247,1
"Mashua","2013","","World",1286432,NA,9809301,76252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161957,146925,148880,180834,NA,NA,NA,NA,NA,NA,1677498.372022,1848.986414,2707.665689,1628074.80432,1
"Mat bean","2010","","World",32486941,NA,46510911,231884,23263358,3687949,2925196,17848377,3058155,1257641,395,NA,24159268,1250854,-266116,4178460,3905076,3595456,3694939,0.11,24,7.22,2.64,17848377.17,1.56,23835651.46561,19749.882483,33788.661932,21302312.535882,1
