crop,country,year,common_name,genus,taxon
Black gram,World,2019,0.000766389,0.007843671,0.003484707
Black nightshade,World,2019,7.05319E-05,0.011453148,0.000191014
Black salsify,World,2019,2.58043E-06,0.000152709,8.51817E-05
Blueberry,World,2019,0.004300724,0.002429456,0.002235375
Brachiaria,World,2019,0.002838478,0.00229063,0.002891016
Brazil nut,World,2019,0.000336317,0.000358865,0.001308701
Breadfruit,World,2019,0.00041373,0.00165203,0.00136807
Buckwheat,World,2019,0.003010507,0.000860721,0.001855929
Butter-nut,World,2019,4.30072E-06,0.000389407,2.58126E-06
Butternut squash,World,2019,5.67696E-05,0.002436397,0.002658703
Cabbages,World,2019,0.006992977,0.012147278,0.011641504
Cabbages and other brassicas,World,2019,0.006992977,0.012147278,0.011641504
Caesarweed,World,2019,0,0.000113837,0.000283939
Cainito,World,2019,8.25739E-05,0.000238087,0.000237476
Calabash,World,2019,0.000105798,0.000572657,0.001809467
Calopogonium,World,2019,6.36507E-05,5.13656E-05,0.000139388
Canary seed,World,2019,4.98884E-05,0.000477562,0.00018327
Candlenut,World,2019,6.5371E-05,0.000167285,4.64628E-05
Canola,World,2019,0.0059436,0.012147278,0.00916349
Capers,World,2019,0.00029847,0.000701071,0.001342258
Carambola,World,2019,0.00065199,0.000756602,0.001275145
Carapa,World,2019,0.00035782,0.000288758,0.000792448
Caraway,World,2019,0.000319114,0.000383854,0.000696941
Cardamoms,World,2019,0.000676934,0.000351924,0.00024522
Carneros Yucca,World,2019,0,0.000701071,1.80689E-05
Caroa,World,2019,4.30072E-06,1.87415E-05,6.19504E-05
Carobs,World,2019,0.00065543,0.000314441,0.001120269
Carrots,World,2019,0.004489956,0.001506262,0.005007653
Cashews,World,2019,0.002821275,0.001145315,0.003278206
Cassava,World,2019,0.011783983,0.002929229,0.008053546
Castor bean,World,2019,0.000797354,0.002478045,0.006272473
Ceara,World,2019,0.000410289,0.002929229,0.000185851
Celery,World,2019,0.00106658,0.000583763,0.001853348
Centrosema,World,2019,0.000152246,0.000122861,0.000196176
Ceylon-spinach,World,2019,7.7413E-06,0.000254052,1.54876E-05
Chayote,World,2019,0.000200414,0.000261687,0.000913768
Cherimoya,World,2019,6.96717E-05,0.002748755,0.000689198
Cherries,World,2019,0.008248788,0.005775163,0.00263289
Chervil,World,2019,2.40841E-05,7.14954E-05,3.35564E-05
Chestnuts,World,2019,0.004016876,0.00111755,0.002194075
Chickpeas,World,2019,0.007629484,0.003331825,0.011151063
Chicle,World,2019,5.07485E-05,0.000417866,0.000691779
Chicory,World,2019,0.000911753,0.000756602,0.002261188
Chillies and peppers,World,2019,0.000108378,0.008260149,0.015926403
Chinotto,World,2019,9.46159E-06,0.015340276,3.09752E-05
Chontadura,World,2019,0,0.000225592,2.06501E-05
Chufa,World,2019,0.000109238,0.001561793,0.001213194
Cinnamon,World,2019,0.002408405,0.002047684,0.000875049
Citron,World,2019,0.00029589,0.015340276,0.000637572
Citronella,World,2019,0.000311372,0.00149238,0.000665966
Clovers,World,2019,0.003853449,0.001888034,0.00197983
Cloves,World,2019,0.001522456,0.002332277,0.002206981
Cocoa,World,2019,0.0071306,0.002950053,0.009782993
Coconuts,World,2019,0.009891665,0.001908858,0.004233274
Coffee,World,2019,0.015482606,0.003380414,0.007588918
Common bean,World,2019,0.00404268,0.006851065,0.021217996
Coriander,World,2019,0.001505253,0.001145315,0.004181649
Coronilla,World,2019,7.31123E-05,5.90011E-05,8.51817E-05
Cotton,World,2019,0.022019706,0.003533123,0.009189302
Cowpeas,World,2019,0.006279057,0.007843671,0.009808806
Crambe,World,2019,0.000777571,0.000627494,2.58126E-05
Cranberries,World,2019,0.001746094,0.002429456,0.000668548
Cress,World,2019,0.00059178,0.001131432,0.001729447
Cucumbers and gherkins,World,2019,0.011611954,0.004192546,0.007666356
Cumin,World,2019,0.001522456,0.000687189,0.002431551
Currants,World,2019,0.000526409,0.000937076,0.001148663
Cushaw,World,2019,8.60145E-06,0.002436397,0.000178107
Custard apple,World,2019,0.00041459,0.002748755,0.000345889
Dactylis,World,2019,0.000456737,0.000368583,0.00128547
Dates,World,2019,0.01479449,0.005476687,0.005214155
Desmodium,World,2019,0.000561675,0.000453267,5.67878E-05
Devil's cotton,World,2019,2.58043E-06,3.54006E-05,0
Dill,World,2019,0.000663172,0.000471314,0.001587478
Durian,World,2019,0.001728891,0.000463679,0.001365489
Eggplant,World,2019,0.002864282,0.011453148,0.006788726
Elderberry,World,2019,0.00029417,0.000587234,0.001066062
Esparto,World,2019,6.79514E-05,0.00063027,0.00026587
Ethiopian rape,World,2019,6.88116E-06,0.012147278,0.000854399
Faba beans,World,2019,0.002382601,0.003102762,0.007588918
Feijoa,World,2019,0.000240841,0.000383854,0.000498184
Fennel,World,2019,0.001273014,0.001034254,0.003381457
Fenugreek,World,2019,0.002330992,0.001693678,0.00487859
Fescue,World,2019,0.001857913,0.001242493,0.001553921
Fig leaf gourd,World,2019,1.72029E-06,0.002436397,0.000216826
Figs,World,2019,0.004077086,0.005074091,0.003458895
Finger millet,World,2019,0.001376232,0.000839897,0.002341207
Fique,World,2019,0.000344918,0.000112449,2.06501E-05
Flax,World,2019,0.004197506,0.001700619,0.004852778
Fonio,World,2019,0.000144504,0.000456044,0.000325239
Foxtail millet,World,2019,0.000903152,0.000992606,0.001652009
Galactia,World,2019,3.18254E-05,2.56828E-05,1.03251E-05
Garlic,World,2019,0.007896129,0.008954279,0.009886244
Giant cabuya,World,2019,0,0.000112449,4.13002E-05
Ginger,World,2019,0.005780173,0.003116644,0.00887955
Gooseberries,World,2019,0.000505765,0.000937076,6.96941E-05
Grapefruits,World,2019,0.001152594,0.015340276,0.000908605
Grapes,World,2019,0.013332244,0.006573413,0.016520094
Grasspea,World,2019,9.28956E-05,0.00068233,0.001386139
Groundnuts,World,2019,0.005831781,0.003755244,0.010325059
Guavas,World,2019,0.003414775,0.002859816,0.009008614
Guayule,World,2019,0.000162567,0.001034254,0.000144551
Gutta-percha,World,2019,0.000698438,2.49887E-05,5.16253E-06
Hazelnuts,World,2019,0.001599869,0.000663588,0.001579734
Hedysarum,World,2019,0.000490283,0.000395654,0.000214245
Hemp,World,2019,0.003242746,0.0101343,0.003871897
Hops,World,2019,0.00142784,0.000673306,0.001954017
Horseradish,World,2019,0.001384833,9.99547E-05,0.000320077
Huckleberry,World,2019,0.000492003,1.11061E-05,2.58126E-06
Indigofera,World,2019,0.000766389,0.00061847,5.67878E-05
Jack bean,World,2019,0.000169449,0.000628188,0.001453252
Jackfruit,World,2019,0.000811977,0.00165203,0.002395414
Japanese millet,World,2019,3.78464E-05,0.000749661,0.00016262
Jelutong,World,2019,1.97833E-05,4.37302E-05,5.93691E-05
Jerusalem artichoke,World,2019,0.000787893,0.003727479,0.001956599
Jicama,World,2019,4.7308E-05,0.000197133,0.000518834
Jojoba,World,2019,0.00041459,0.000135355,0.00049044
Jujube,World,2019,0.002769666,0.001457673,0.001814629
Jute,World,2019,0.003105123,0.000590705,0.00126482
Kaniwa,World,2019,6.02101E-06,0.002533575,0.000343308
Kapok,World,2019,0.000430933,0.000661506,0.000978299
Karite nuts,World,2019,1.2042E-05,0.000251969,0.000908605
Kenaf,World,2019,0.002640644,0.004123133,0.001587478
Kiwi fruit,World,2019,0.000284708,0.001214728,2.58126E-06
Kiwicha,World,2019,0.000142784,0.001804738,0.000838911
Kodo millet,World,2019,9.37558E-05,0.000770484,0.000232314
Kola nuts,World,2019,2.40841E-05,0.003553946,0.000191014
Kumquat,World,2019,0.000153106,0.000104814,4.9044E-05
Lablab,World,2019,0.000736284,0.000594175,0.001383558
Lavender,World,2019,0.001608471,0.001055078,0.001574571
Leeks and other alliaceous vegetables,World,2019,0.000520388,0.008954279,0.000443978
Lemons and limes,World,2019,0.003569601,0.015340276,0.001804304
Lentils,World,2019,0.002589036,0.019296818,0.003742834
Lespedeza,World,2019,0.000453296,0.000365807,0.000420746
Lettuce,World,2019,0.006786542,0.003102762,0.009215115
Leucaena,World,2019,0.001728891,0.001395202,0.003794459
Licorice,World,2019,0.001255811,0.001464615,0.002457364
Lima bean,World,2019,0.000268365,0.006851065,0.0010609
Litchi,World,2019,0.001969732,0.001589558,0.001827535
Little millet,World,2019,0.000126441,0.00197133,0.000144551
Lolium,World,2019,0.002743862,0.002214275,0.004284899
Longan,World,2019,0.001187,0.000251969,0.000882793
Loquat,World,2019,0.001522456,0.000483809,0.001623615
Lotus,World,2019,0.005393108,0.004352196,0.00112285
Lupins,World,2019,0.00130742,0.001610382,0.001177057
Maca,World,2019,0.000946159,0.001131432,0.001215776
Macadamia nut,World,2019,0.000129022,0.000581681,0.000338146
Macroptilium,World,2019,8.17138E-05,6.59424E-05,7.22754E-05
Mahuwa,World,2019,8.60145E-07,0.000285287,0.00038719
Maize,World,2019,0.029502965,0.011383735,0.042074614
Malabar spinach,World,2019,1.8063E-05,0.000204768,0.000500765
Mamey sapote,World,2019,5.07485E-05,0.000267934,0.000343308
Mammee,World,2019,1.72029E-06,8.19074E-05,0.000121319
Mandarines,World,2019,6.36507E-05,0.015340276,0.002761953
Mango,World,2019,0.010493766,0.003019466,0.010195995
Mangosteen,World,2019,0.000928956,0.002707108,0.004155836
Maple sugar,World,2019,0.000351799,0.001957447,0.000467209
Marjoram,World,2019,0.000184931,0.001568734,0.000727917
Mashua,World,2019,0.000135903,0.000300558,0.000400096
Mat bean,World,2019,3.44058E-06,0.007843671,0.000309752
Mate,World,2019,0.007431651,0.001783915,0.002403157
Mauka,World,2019,1.46225E-05,0.001311906,4.38815E-05
Medlar,World,2019,0.000143644,7.9825E-05,0.000258126
Melilotus,World,2019,0.000344918,0.000284593,0.000214245
Melons,World,2019,0.005530731,0.004192546,0.006014347
Mombin,World,2019,0.00035696,0.000721895,0.000942162
Mulberry,World,2019,0.005238282,0.002422514,0.001313864
Mung bean,World,2019,0.001531058,0.007843671,0.009292553
Myrtle,World,2019,0.000573717,0.000571963,0.001977249
Naranjilla,World,2019,0.00017719,0.011453148,0.000846655
Neonotonia,World,2019,3.69862E-05,2.98476E-05,9.55068E-05
New Zealand flax,World,2019,1.11819E-05,4.23419E-05,9.80881E-05
New Zealand Spinach,World,2019,2.75246E-05,5.3448E-05,6.71129E-05
Noog,World,2019,8.60145E-07,0.000181168,0.000637572
Nutmeg,World,2019,0.000542751,0.000590705,0.001450671
Oats,World,2019,0.004808209,0.002200393,0.003820272
Oca,World,2019,0.000920355,0.000503938,0.00040784
Oil palm,World,2019,0.014966519,0.002248982,0.00740823
Oiticica,World,2019,0.000260624,7.49661E-05,8.00192E-05
Okra,World,2019,0.004120093,0.002207334,0.006737101
Olives,World,2019,0.015138548,0.002110156,0.006014347
Onions,World,2019,0.008274593,0.008954279,0.012441696
Onobrychis,World,2019,0.000505765,0.000408149,0.000624666
Orache,World,2019,6.88116E-06,5.55304E-06,3.09752E-05
Oranges,World,2019,0.014192389,0.015340276,0.005601344
Oregano,World,2019,0.001230007,0.001568734,0.003304019
Ornithopus,World,2019,3.18254E-05,2.56828E-05,3.61377E-05
Papayas,World,2019,0.006726332,0.004005131,0.010350871
Parsley,World,2019,0.000628766,0.000318606,0.000926674
Parsnip,World,2019,9.03152E-05,8.46839E-05,0.000175526
Passionfruit,World,2019,0.000110959,0.002478045,0.003768646
Pawpaw,World,2019,0.000335456,8.60721E-05,0.000263289
Peaches and nectarines,World,2019,0.007018781,0.005775163,0.003536333
Pearl millet,World,2019,0.002580434,0.002637695,0.003546658
Pears,World,2019,0.006967173,0.001520145,0.001569409
Peas,World,2019,0.009547607,0.003116644,0.009834618
Pecan,World,2019,0.001032174,0.000544892,0.000588528
Pepino,World,2019,0.001100985,0.011453148,0.000374283
Pepper,World,2019,0.012730142,0.005115739,0.003097518
Peppermint,World,2019,0.001014971,0.002762638,0.003329831
Perilla,World,2019,0.001221406,0.000985665,0.001801723
Persimmons,World,2019,0.001918123,0.001048137,0.001804304
Phalaris,World,2019,0.00059178,0.000477562,8.00192E-05
Phleum,World,2019,0.000252022,0.00020338,0.000593691
Physic nut,World,2019,0.000395667,0.008260149,0.019617611
Pigeonpeas,World,2019,0.002417007,0.001686736,0.005782033
Pili nut,World,2019,8.60145E-06,0.000316523,8.51817E-05
Pine nut,World,2019,0.000186651,0.011661387,0.00134742
Pineapples,World,2019,0.004257717,0.001596499,0.004646276
Pistachios,World,2019,0.002184768,0.001499321,0.001639103
Plantains,World,2019,0.001651478,0.006261054,0.000833748
Plums,World,2019,0.003819043,0.005775163,0.001533271
Poa,World,2019,0.001212804,0.000978724,2.83939E-05
Pomegranate,World,2019,0.006158636,0.002575223,0.00838911
Pongamia oil,World,2019,0.000207295,0.000867663,0.000211664
Poppies,World,2019,0.001118188,0.000624023,0.001169313
Potatoes,World,2019,0.020385431,0.011453148,0.01590059
Prickly pear,World,2019,0.000396527,0.002332277,0.004052586
Proso millet,World,2019,0.000258904,0.00197133,0.001097037
Prosopis,World,2019,0.002210572,0.001783915,5.67878E-05
Pueraria,World,2019,0.000963362,0.000777426,0.000250383
Pumpkin,World,2019,0.003500789,0.002436397,0.001386139
Purging croton,World,2019,0,0.001325789,0.00016262
Pyrethrum,World,2019,0.000350939,0.003671949,3.61377E-05
Quinces,World,2019,0.001376232,0.000281817,0.000867305
Quinoa,World,2019,0.00326855,0.002533575,0.005085091
Radish,World,2019,0.002563231,0.00138826,0.004672089
Rambutan,World,2019,0.000796494,0.000356783,0.0011435
Ramie,World,2019,0.001109587,0.000288064,0.000841492
Rapeseed and Mustards,World,2019,0.006021013,0.012147278,0.017913977
Raspberries,World,2019,0.006571506,0.002304512,0.001029925
Rhubarb,World,2019,0.000868746,0.000708013,0.000113576
Rhynchosia,World,2019,0.000168588,0.00013605,7.22754E-05
Rice (African),World,2019,0.000271806,0.010897843,0.000516253
Rice (Asian),World,2019,0.051608686,0.010897843,0.039751476
Rice bean,World,2019,0.000303631,0.007843671,0.000356215
Roselle,World,2019,0.000989166,0.004123133,0.006891977
Rosemary,World,2019,0.002546028,0.001485439,0.005110904
"Rubber, natural",World,2019,0.017546953,0.002096273,0.006298286
Runner bean,World,2019,7.65529E-05,0.006851065,0.000443978
Rye,World,2019,0.003285753,0.00054281,0.001463577
Safflower,World,2019,0.002769666,0.001325789,0.004284899
Saffron,World,2019,0.002640644,0.001527086,0.00438815
Sago palm,World,2019,0.000218477,0.000323465,0.001076387
Salsify,World,2019,2.23638E-05,0.000125638,8.00192E-05
Salsola,World,2019,0.000375883,0.000303335,5.42066E-05
Sapodilla,World,2019,0.000100637,0.000417866,0.000691779
Savory,World,2019,0.00053587,0.001062019,0.001401627
Service tree,World,2019,0.000337177,0.000651094,0.000221989
Sesame,World,2019,0.005573738,0.001936623,0.006582225
Sesbania,World,2019,0.000868746,0.000701071,0.000382027
Shala tree,World,2019,0,0.000620552,0.000660804
Sisal,World,2019,0.001935326,0.001881093,0.000606597
Slippery cabbage,World,2019,8.60145E-07,0.002207334,0.000604016
Snake gourd,World,2019,7.31123E-05,0.000449102,0.000320077
Snake plant,World,2019,3.69862E-05,0.000319994,0.000420746
Sorghum,World,2019,0.013590287,0.010967256,0.011744754
Sorrel,World,2019,0.000196113,0.000819074,0.000283939
Soursop,World,2019,0.000402548,0.002748755,0.004310712
Soybeans,World,2019,0.032341443,0.010897843,0.024418764
Spider plant,World,2019,0.0002374,3.12359E-05,8.51817E-05
Spinach,World,2019,0.00308792,0.00058654,0.001997899
Strawberries,World,2019,0.009633621,0.002360043,3.61377E-05
Strawberry tree,World,2019,0.000135903,0.000310276,0.000838911
Stylosanthes,World,2019,0.000459317,0.000370666,7.74379E-05
Sugar apple,World,2019,0.000226218,0.002748755,0.002710328
Sugar beets,World,2019,0.005461919,0.030749966,0.00614341
Sugarcane,World,2019,0.014708475,0.002630753,0.004749527
Sunflowers,World,2019,0.012128041,0.003727479,0.009576492
Sunn hemp,World,2019,0.000130742,0.000721895,0.000890536
Sweetpotatoes,World,2019,0.001857913,0.003727479,0.007640543
Sword bean,World,2019,3.87065E-05,0.000628188,0.000165201
Tallowtree,World,2019,1.8063E-05,7.77426E-05,0.000232314
Tamarind,World,2019,0.001049377,0.00079825,0.002916829
Taro,World,2019,0.001470848,0.001062019,0.003355644
Tarragon,World,2019,0.000128162,0.005185152,0.000619504
Tea,World,2019,0.025460285,0.004845029,0.009137677
Teff,World,2019,0.000505765,0.000480338,0.000828586
Tepary bean,World,2019,6.10703E-05,0.006851065,0.000240058
Thyme,World,2019,0.001625674,0.005428098,0.003691208
Tobacco,World,2019,0.035782022,0.003401238,0.006762913
Tomatillo,World,2019,5.84898E-05,0.001783915,7.48567E-05
Tomatoes,World,2019,0.025460285,0.011453148,0.012235195
Tree tomato,World,2019,8.94551E-05,0.011453148,0.000944743
Tripsacum,World,2019,6.5371E-05,5.27539E-05,3.35564E-05
Triticale,World,2019,0.000409429,0.000330406,0
Tung nuts,World,2019,5.16087E-06,8.19074E-05,0.000237476
Turmeric,World,2019,0.003105123,0.004414668,0.007717981
Turnips,World,2019,0.000858424,0.012147278,0.00712429
Ulluco,World,2019,1.03217E-05,5.41422E-05,0.000191014
Vanilla,World,2019,0.001264413,0.001020371,0.001076387
Velvet bean,World,2019,0.000127301,0.001089784,0.002219888
Velvet leaf,World,2019,1.8063E-05,0.000419949,0.000431071
Vetch,World,2019,0.001118188,0.003102762,0.001257076
Walnuts,World,2019,0.005083456,0.001756149,0.004104211
Water dropwort,World,2019,6.10703E-05,0.000270711,0.000332983
Watercress,World,2019,0.000270085,0.000259605,0.000691779
Watermelons,World,2019,0.004421144,0.001693678,0.003433082
Wax gourd,World,2019,9.20355E-05,0.000253358,0.00071501
West Indian Gherkin,World,2019,6.02101E-06,0.004192546,0.000214245
Wheat,World,2019,0.035868037,0.010411952,0.032782061
Wildrice,World,2019,1.11819E-05,0.000224898,0.000105832
Winged bean,World,2019,0.000129882,0.00013605,0.000451721
Yacon,World,2019,0.000668332,0.000490056,0.001610709
Yams,World,2019,0.003690021,0.002693225,0.001035087
"Yautia, cocoyam",World,2019,1.72029E-06,0.000385936,0.000826005
Year bean,World,2019,2.40841E-05,0.006851065,1.80689E-05
Zornia,World,2019,5.16087E-05,4.16478E-05,7.74379E-06
Zucchini,World,2019,0.00071306,0.002436397,0.003562145
Bitter gourd,World,2019,0.000997768,0.00234616,0.006608038
Luffa,World,2019,0.001143993,0.000923193,0.000769217
