crop,country,year,c_area_harvested,c_production,vap_gross_production_value_us
Azarole,World,2011,0.22173913,0.234782609,0.130434783
Azarole,World,2012,0.226086957,0.234782609,0.12173913
Azarole,World,2013,0.22173913,0.230434783,0.117391304
Babaco,World,2010,0.22173913,0.230434783,0.130434783
Babaco,World,2011,0.22173913,0.234782609,0.130434783
Babaco,World,2012,0.226086957,0.234782609,0.12173913
Babaco,World,2013,0.22173913,0.230434783,0.117391304
Badian,World,2010,0.060869565,0.060869565,0.039130435
Badian,World,2011,0.056521739,0.060869565,0.034782609
Badian,World,2012,0.052173913,0.056521739,0.030434783
Badian,World,2013,0.052173913,0.052173913,0.026086957
Bambara bean,World,2010,0.017391304,0.017391304,0.008695652
Bambara bean,World,2011,0.017391304,0.017391304,0.008695652
Bambara bean,World,2012,0.017391304,0.017391304,0.008695652
Bambara bean,World,2013,0.017391304,0.017391304,0.008695652
Bamboo shoot,World,2010,0.156521739,0.12173913,0.117391304
Bamboo shoot,World,2011,0.156521739,0.12173913,0.113043478
Bamboo shoot,World,2012,0.156521739,0.117391304,0.104347826
Bamboo shoot,World,2013,0.156521739,0.12173913,0.1
Bananas,World,2010,0.169565217,0.147826087,0.113043478
Bananas,World,2011,0.165217391,0.147826087,0.108695652
Bananas,World,2012,0.169565217,0.147826087,0.104347826
Bananas,World,2013,0.169565217,0.147826087,0.117391304
Barley,World,2010,0.173913043,0.160869565,0.165217391
Barley,World,2011,0.169565217,0.165217391,0.169565217
Barley,World,2012,0.169565217,0.165217391,0.165217391
Barley,World,2013,0.169565217,0.160869565,0.160869565
Bay leaf,World,2010,0.047826087,0.034782609,0.039130435
Bay leaf,World,2011,0.043478261,0.030434783,0.039130435
Bay leaf,World,2012,0.043478261,0.034782609,0.039130435
Bay leaf,World,2013,0.043478261,0.034782609,0.043478261
Beech nut,World,2010,0.073913043,0.086956522,0.034782609
Beech nut,World,2011,0.073913043,0.082608696,0.034782609
Beech nut,World,2012,0.073913043,0.073913043,0.030434783
Beech nut,World,2013,0.07826087,0.07826087,0.030434783
Beets,World,2010,0.156521739,0.12173913,0.117391304
Beets,World,2011,0.156521739,0.12173913,0.113043478
Beets,World,2012,0.156521739,0.117391304,0.104347826
Beets,World,2013,0.156521739,0.12173913,0.1
Black gram,World,2010,0.165217391,0.165217391,0.126086957
Black gram,World,2011,0.169565217,0.169565217,0.117391304
Black gram,World,2012,0.173913043,0.165217391,0.126086957
Black gram,World,2013,0.173913043,0.173913043,0.12173913
Black salsify,World,2010,0.156521739,0.12173913,0.117391304
Black salsify,World,2011,0.156521739,0.12173913,0.113043478
Black salsify,World,2012,0.156521739,0.117391304,0.104347826
Black salsify,World,2013,0.156521739,0.12173913,0.1
Blueberry,World,2010,0.02173913,0.026086957,0.008695652
Blueberry,World,2011,0.026086957,0.030434783,0.008695652
Blueberry,World,2012,0.026086957,0.030434783,0.017391304
Blueberry,World,2013,0.030434783,0.030434783,0.017391304
Brazil nut,World,2010,NA,0.013043478,0.008695652
Brazil nut,World,2011,NA,0.013043478,0.008695652
Brazil nut,World,2012,NA,0.013043478,0.008695652
Brazil nut,World,2013,NA,0.013043478,0.008695652
Breadfruit,World,2010,0.060869565,0.056521739,0.034782609
Breadfruit,World,2011,0.056521739,0.056521739,0.030434783
Breadfruit,World,2012,0.056521739,0.056521739,0.030434783
Breadfruit,World,2013,0.056521739,0.052173913,0.030434783
Buckwheat,World,2010,0.034782609,0.034782609,0.030434783
Buckwheat,World,2011,0.034782609,0.034782609,0.030434783
Buckwheat,World,2012,0.034782609,0.039130435,0.034782609
Buckwheat,World,2013,0.039130435,0.039130435,0.034782609
Butter-nut,World,2010,0.117391304,0.12173913,0.065217391
Butter-nut,World,2011,0.12173913,0.126086957,0.065217391
Butter-nut,World,2012,0.117391304,0.126086957,0.069565217
Butter-nut,World,2013,0.117391304,0.126086957,0.069565217
Butternut squash,World,2010,0.152173913,0.160869565,0.126086957
Butternut squash,World,2011,0.147826087,0.156521739,0.134782609
Butternut squash,World,2012,0.147826087,0.156521739,0.130434783
Butternut squash,World,2013,0.147826087,0.156521739,0.12173913
Cabbages,World,2010,0.165217391,0.134782609,0.117391304
Cabbages,World,2011,0.165217391,0.134782609,0.134782609
Cabbages,World,2012,0.160869565,0.134782609,0.130434783
Cabbages,World,2013,0.160869565,0.134782609,0.12173913
Cabbages and other brassicas,World,2010,0.165217391,0.134782609,0.117391304
Cabbages and other brassicas,World,2011,0.165217391,0.134782609,0.134782609
Cabbages and other brassicas,World,2012,0.160869565,0.134782609,0.130434783
Cabbages and other brassicas,World,2013,0.160869565,0.134782609,0.12173913
Caesarweed,World,2010,0.060869565,0.047826087,0.017391304
Caesarweed,World,2011,0.060869565,0.047826087,0.017391304
Caesarweed,World,2012,0.060869565,0.047826087,0.017391304
Caesarweed,World,2013,0.060869565,0.047826087,0.02173913
Cainito,World,2010,0.060869565,0.056521739,0.034782609
Cainito,World,2011,0.056521739,0.056521739,0.030434783
Cainito,World,2012,0.056521739,0.056521739,0.030434783
Cainito,World,2013,0.056521739,0.052173913,0.030434783
Calabash,World,2010,0.152173913,0.160869565,0.126086957
Calabash,World,2011,0.147826087,0.156521739,0.134782609
Calabash,World,2012,0.147826087,0.156521739,0.130434783
Calabash,World,2013,0.147826087,0.156521739,0.12173913
Canary seed,World,2010,0.013043478,0.013043478,0.008695652
Canary seed,World,2011,0.013043478,0.013043478,0.008695652
Canary seed,World,2012,0.013043478,0.013043478,0.008695652
Canary seed,World,2013,0.013043478,0.013043478,0.008695652
Candlenut,World,2010,0.073913043,0.086956522,0.034782609
Candlenut,World,2011,0.073913043,0.082608696,0.034782609
Candlenut,World,2012,0.073913043,0.073913043,0.030434783
Candlenut,World,2013,0.07826087,0.07826087,0.030434783
Canola,World,2010,0.165217391,0.134782609,0.117391304
Canola,World,2011,0.165217391,0.134782609,0.134782609
Canola,World,2012,0.160869565,0.134782609,0.130434783
Canola,World,2013,0.160869565,0.134782609,0.12173913
Capers,World,2010,0.156521739,0.12173913,0.117391304
Capers,World,2011,0.156521739,0.12173913,0.113043478
Capers,World,2012,0.156521739,0.117391304,0.104347826
Capers,World,2013,0.156521739,0.12173913,0.1
Carambola,World,2010,0.060869565,0.056521739,0.034782609
Carambola,World,2011,0.056521739,0.056521739,0.030434783
Carambola,World,2012,0.056521739,0.056521739,0.030434783
Carambola,World,2013,0.056521739,0.052173913,0.030434783
Carapa,World,2010,0.073913043,0.086956522,0.034782609
Carapa,World,2011,0.073913043,0.082608696,0.034782609
Carapa,World,2012,0.073913043,0.073913043,0.030434783
Carapa,World,2013,0.07826087,0.07826087,0.030434783
Cardamoms,World,2010,0.017391304,0.026086957,0.02173913
Cardamoms,World,2011,0.017391304,0.02173913,0.017391304
Cardamoms,World,2012,0.017391304,0.017391304,0.017391304
Cardamoms,World,2013,0.017391304,0.017391304,0.017391304
Carneros Yucca,World,2010,0.013043478,0.034782609,0.017391304
Carneros Yucca,World,2011,0.013043478,0.034782609,0.017391304
Carneros Yucca,World,2012,0.013043478,0.034782609,0.02173913
Carneros Yucca,World,2013,0.013043478,0.034782609,0.02173913
Caroa,World,2010,0.013043478,0.034782609,0.017391304
Caroa,World,2011,0.013043478,0.034782609,0.017391304
Caroa,World,2012,0.013043478,0.034782609,0.02173913
Caroa,World,2013,0.013043478,0.034782609,0.02173913
Carobs,World,2010,0.026086957,0.026086957,0.026086957
Carobs,World,2011,0.026086957,0.026086957,0.026086957
Carobs,World,2012,0.026086957,0.026086957,0.026086957
Carobs,World,2013,0.026086957,0.026086957,0.026086957
Carrots,World,2010,0.195652174,0.160869565,0.169565217
Carrots,World,2011,0.195652174,0.160869565,0.173913043
Carrots,World,2012,0.191304348,0.160869565,0.173913043
Carrots,World,2013,0.204347826,0.160869565,0.165217391
Cashews,World,2010,0.047826087,0.047826087,0.039130435
Cashews,World,2011,0.047826087,0.052173913,0.039130435
Cashews,World,2012,0.047826087,0.047826087,0.039130435
Cashews,World,2013,0.043478261,0.047826087,0.034782609
Cassava,World,2010,0.130434783,0.108695652,0.095652174
Cassava,World,2011,0.130434783,0.108695652,0.1
Cassava,World,2012,0.126086957,0.113043478,0.108695652
Cassava,World,2013,0.126086957,0.113043478,0.108695652
Castor bean,World,2010,0.030434783,0.017391304,0.013043478
Castor bean,World,2011,0.02173913,0.017391304,0.013043478
Castor bean,World,2012,0.026086957,0.013043478,0.008695652
Castor bean,World,2013,0.030434783,0.013043478,0.013043478
Ceara,World,2010,NA,NA,NA
Ceara,World,2011,NA,NA,NA
Ceara,World,2012,NA,NA,NA
Ceara,World,2013,NA,NA,NA
Celery,World,2010,0.156521739,0.12173913,0.117391304
Celery,World,2011,0.156521739,0.12173913,0.113043478
Celery,World,2012,0.156521739,0.117391304,0.104347826
Celery,World,2013,0.156521739,0.12173913,0.1
Cherimoya,World,2010,0.060869565,0.056521739,0.034782609
Cherimoya,World,2011,0.056521739,0.056521739,0.030434783
Cherimoya,World,2012,0.056521739,0.056521739,0.030434783
Cherimoya,World,2013,0.056521739,0.052173913,0.030434783
Cherries,World,2010,0.139130435,0.117391304,0.117391304
Cherries,World,2011,0.139130435,0.126086957,0.113043478
Cherries,World,2012,0.134782609,0.117391304,0.104347826
Cherries,World,2013,0.139130435,0.12173913,0.113043478
Chervil,World,2010,0.156521739,0.12173913,0.117391304
Chervil,World,2011,0.156521739,0.12173913,0.113043478
Chervil,World,2012,0.156521739,0.117391304,0.104347826
Chervil,World,2013,0.156521739,0.12173913,0.1
Chestnuts,World,2010,0.034782609,0.017391304,0.017391304
Chestnuts,World,2011,0.034782609,0.017391304,0.013043478
Chestnuts,World,2012,0.034782609,0.017391304,0.013043478
Chestnuts,World,2013,0.034782609,0.017391304,0.013043478
Chickpeas,World,2010,0.039130435,0.039130435,0.034782609
Chickpeas,World,2011,0.034782609,0.043478261,0.034782609
Chickpeas,World,2012,0.043478261,0.043478261,0.034782609
Chickpeas,World,2013,0.043478261,0.043478261,0.034782609
Chicle,World,2010,NA,NA,NA
Chicle,World,2011,NA,NA,NA
Chicle,World,2012,NA,NA,NA
Chicle,World,2013,NA,NA,NA
Chicory,World,2010,0.086956522,0.069565217,0.065217391
Chicory,World,2011,0.086956522,0.065217391,0.073913043
Chicory,World,2012,0.086956522,0.065217391,0.073913043
Chicory,World,2013,0.091304348,0.069565217,0.073913043
Chillies and peppers,World,2010,0.160869565,0.134782609,0.113043478
Chillies and peppers,World,2011,0.156521739,0.130434783,0.113043478
Chillies and peppers,World,2012,0.152173913,0.130434783,0.126086957
Chillies and peppers,World,2013,0.156521739,0.134782609,0.117391304
Chinotto,World,2010,0.056521739,0.052173913,0.026086957
Chinotto,World,2011,0.060869565,0.056521739,0.034782609
Chinotto,World,2012,0.056521739,0.052173913,0.030434783
Chinotto,World,2013,0.056521739,0.039130435,0.017391304
Chontadura,World,2010,0.073913043,0.086956522,0.034782609
Chontadura,World,2011,0.073913043,0.082608696,0.034782609
Chontadura,World,2012,0.073913043,0.073913043,0.030434783
Chontadura,World,2013,0.07826087,0.07826087,0.030434783
Chufa,World,2010,0.095652174,0.095652174,0.082608696
Chufa,World,2011,0.091304348,0.095652174,0.082608696
Chufa,World,2012,0.091304348,0.095652174,0.07826087
Chufa,World,2013,0.091304348,0.095652174,0.07826087
Cinnamon,World,2010,0.017391304,0.017391304,0.017391304
Cinnamon,World,2011,0.017391304,0.017391304,0.017391304
Cinnamon,World,2012,0.017391304,0.017391304,0.017391304
Cinnamon,World,2013,0.017391304,0.017391304,0.017391304
Citron,World,2010,0.056521739,0.052173913,0.026086957
Citron,World,2011,0.060869565,0.056521739,0.034782609
Citron,World,2012,0.056521739,0.052173913,0.030434783
Citron,World,2013,0.056521739,0.039130435,0.017391304
Citronella,World,2010,NA,NA,NA
Citronella,World,2011,NA,NA,NA
Citronella,World,2012,NA,NA,NA
Citronella,World,2013,NA,NA,NA
Cloves,World,2010,0.013043478,0.017391304,0.013043478
Cloves,World,2011,0.013043478,0.017391304,0.013043478
Cloves,World,2012,0.004347826,0.013043478,0.013043478
Cloves,World,2013,0.004347826,0.013043478,0.013043478
Cocoa,World,2010,0.052173913,0.052173913,0.043478261
Cocoa,World,2011,0.056521739,0.052173913,0.043478261
Cocoa,World,2012,0.052173913,0.047826087,0.043478261
Cocoa,World,2013,0.052173913,0.047826087,0.043478261
Coconuts,World,2010,0.086956522,0.073913043,0.056521739
Coconuts,World,2011,0.082608696,0.07826087,0.056521739
Coconuts,World,2012,0.082608696,0.073913043,0.060869565
Coconuts,World,2013,0.082608696,0.073913043,0.065217391
Coffee,World,2010,0.12173913,0.108695652,0.069565217
Coffee,World,2011,0.126086957,0.108695652,0.060869565
Coffee,World,2012,0.12173913,0.104347826,0.065217391
Coffee,World,2013,0.12173913,0.1,0.065217391
Common bean,World,2010,0.165217391,0.165217391,0.126086957
Common bean,World,2011,0.169565217,0.169565217,0.117391304
Common bean,World,2012,0.173913043,0.165217391,0.126086957
Common bean,World,2013,0.173913043,0.173913043,0.12173913
Coriander,World,2010,0.060869565,0.060869565,0.039130435
Coriander,World,2011,0.056521739,0.060869565,0.034782609
Coriander,World,2012,0.052173913,0.056521739,0.030434783
Coriander,World,2013,0.052173913,0.052173913,0.026086957
Cotton,World,2010,0.1,0.065217391,0.043478261
Cotton,World,2011,0.108695652,0.069565217,0.034782609
Cotton,World,2012,0.113043478,0.073913043,0.034782609
Cotton,World,2013,0.108695652,0.073913043,0.039130435
Cowpeas,World,2010,0.039130435,0.034782609,0.030434783
Cowpeas,World,2011,0.039130435,0.043478261,0.039130435
Cowpeas,World,2012,0.039130435,0.034782609,0.030434783
Cowpeas,World,2013,0.039130435,0.034782609,0.026086957
Cranberries,World,2010,0.017391304,0.013043478,0.004347826
Cranberries,World,2011,0.013043478,0.008695652,0.004347826
Cranberries,World,2012,0.013043478,0.008695652,0.008695652
Cranberries,World,2013,0.013043478,0.008695652,0.008695652
Cress,World,2010,0.156521739,0.12173913,0.117391304
Cress,World,2011,0.156521739,0.12173913,0.113043478
Cress,World,2012,0.156521739,0.117391304,0.104347826
Cress,World,2013,0.156521739,0.12173913,0.1
Cucumbers and gherkins,World,2010,0.095652174,0.069565217,0.086956522
Cucumbers and gherkins,World,2011,0.091304348,0.065217391,0.060869565
Cucumbers and gherkins,World,2012,0.086956522,0.060869565,0.060869565
Cucumbers and gherkins,World,2013,0.086956522,0.060869565,0.060869565
Cumin,World,2010,0.060869565,0.060869565,0.039130435
Cumin,World,2011,0.056521739,0.060869565,0.034782609
Cumin,World,2012,0.052173913,0.056521739,0.030434783
Cumin,World,2013,0.052173913,0.052173913,0.026086957
Currants,World,2010,0.043478261,0.030434783,0.030434783
Currants,World,2011,0.043478261,0.026086957,0.026086957
Currants,World,2012,0.039130435,0.030434783,0.02173913
Currants,World,2013,0.039130435,0.026086957,0.02173913
Cushaw,World,2010,0.152173913,0.160869565,0.126086957
Cushaw,World,2011,0.147826087,0.156521739,0.134782609
Cushaw,World,2012,0.147826087,0.156521739,0.130434783
Cushaw,World,2013,0.147826087,0.156521739,0.12173913
Custard apple,World,2010,0.060869565,0.056521739,0.034782609
Custard apple,World,2011,0.056521739,0.056521739,0.030434783
Custard apple,World,2012,0.056521739,0.056521739,0.030434783
Custard apple,World,2013,0.056521739,0.052173913,0.030434783
Dates,World,2010,0.060869565,0.056521739,0.039130435
Dates,World,2011,0.065217391,0.060869565,0.039130435
Dates,World,2012,0.065217391,0.060869565,0.034782609
Dates,World,2013,0.060869565,0.060869565,0.034782609
Devil's cotton,World,2010,0.060869565,0.047826087,0.017391304
Devil's cotton,World,2011,0.060869565,0.047826087,0.017391304
Devil's cotton,World,2012,0.060869565,0.047826087,0.017391304
Devil's cotton,World,2013,0.060869565,0.047826087,0.02173913
Dill,World,2010,0.047826087,0.034782609,0.039130435
Dill,World,2011,0.043478261,0.030434783,0.039130435
Dill,World,2012,0.043478261,0.034782609,0.039130435
Dill,World,2013,0.043478261,0.034782609,0.043478261
Durian,World,2010,0.060869565,0.056521739,0.034782609
Durian,World,2011,0.056521739,0.056521739,0.030434783
Durian,World,2012,0.056521739,0.056521739,0.030434783
Durian,World,2013,0.056521739,0.052173913,0.030434783
Eggplant,World,2010,0.047826087,0.026086957,0.030434783
Eggplant,World,2011,0.047826087,0.026086957,0.034782609
Eggplant,World,2012,0.047826087,0.026086957,0.017391304
Eggplant,World,2013,0.047826087,0.026086957,0.026086957
Elderberry,World,2010,0.22173913,0.230434783,0.130434783
Elderberry,World,2011,0.22173913,0.234782609,0.130434783
Elderberry,World,2012,0.226086957,0.234782609,0.12173913
Elderberry,World,2013,0.22173913,0.230434783,0.117391304
Esparto,World,2010,0.013043478,0.034782609,0.017391304
Esparto,World,2011,0.013043478,0.034782609,0.017391304
Esparto,World,2012,0.013043478,0.034782609,0.02173913
Esparto,World,2013,0.013043478,0.034782609,0.02173913
Ethiopian rape,World,2010,0.165217391,0.134782609,0.117391304
Ethiopian rape,World,2011,0.165217391,0.134782609,0.134782609
Ethiopian rape,World,2012,0.160869565,0.134782609,0.130434783
Ethiopian rape,World,2013,0.160869565,0.134782609,0.12173913
Faba beans,World,2010,0.069565217,0.065217391,0.052173913
Faba beans,World,2011,0.069565217,0.060869565,0.047826087
Faba beans,World,2012,0.069565217,0.056521739,0.052173913
Faba beans,World,2013,0.069565217,0.060869565,0.047826087
Feijoa,World,2010,0.060869565,0.056521739,0.034782609
Feijoa,World,2011,0.056521739,0.056521739,0.030434783
Feijoa,World,2012,0.056521739,0.056521739,0.030434783
Feijoa,World,2013,0.056521739,0.052173913,0.030434783
Fennel,World,2010,0.060869565,0.060869565,0.039130435
Fennel,World,2011,0.056521739,0.060869565,0.034782609
Fennel,World,2012,0.052173913,0.056521739,0.030434783
Fennel,World,2013,0.052173913,0.052173913,0.026086957
Fenugreek,World,2010,0.047826087,0.034782609,0.039130435
Fenugreek,World,2011,0.043478261,0.030434783,0.039130435
Fenugreek,World,2012,0.043478261,0.034782609,0.039130435
Fenugreek,World,2013,0.043478261,0.034782609,0.043478261
Fig leaf gourd,World,2010,0.152173913,0.160869565,0.126086957
Fig leaf gourd,World,2011,0.147826087,0.156521739,0.134782609
Fig leaf gourd,World,2012,0.147826087,0.156521739,0.130434783
Fig leaf gourd,World,2013,0.147826087,0.156521739,0.12173913
Figs,World,2010,0.073913043,0.086956522,0.069565217
Figs,World,2011,0.073913043,0.091304348,0.082608696
Figs,World,2012,0.073913043,0.086956522,0.073913043
Figs,World,2013,0.073913043,0.086956522,0.07826087
Finger millet,World,2010,0.086956522,0.07826087,0.060869565
Finger millet,World,2011,0.086956522,0.082608696,0.069565217
Finger millet,World,2012,0.091304348,0.082608696,0.065217391
Finger millet,World,2013,0.091304348,0.082608696,0.069565217
Fique,World,2010,0.013043478,0.034782609,0.017391304
Fique,World,2011,0.013043478,0.034782609,0.017391304
Fique,World,2012,0.013043478,0.034782609,0.02173913
Fique,World,2013,0.013043478,0.034782609,0.02173913
Flax,World,2010,0.060869565,0.056521739,0.052173913
Flax,World,2011,0.052173913,0.052173913,0.052173913
Flax,World,2012,0.047826087,0.052173913,0.043478261
Flax,World,2013,0.052173913,0.047826087,0.043478261
Fonio,World,2010,0.017391304,0.013043478,0.017391304
Fonio,World,2011,0.017391304,0.013043478,0.017391304
Fonio,World,2012,0.013043478,0.013043478,0.017391304
Fonio,World,2013,0.013043478,0.013043478,0.017391304
Foxtail millet,World,2010,0.086956522,0.07826087,0.060869565
Foxtail millet,World,2011,0.086956522,0.082608696,0.069565217
Foxtail millet,World,2012,0.091304348,0.082608696,0.065217391
Foxtail millet,World,2013,0.091304348,0.082608696,0.069565217
Garlic,World,2010,0.086956522,0.034782609,0.069565217
Garlic,World,2011,0.086956522,0.039130435,0.073913043
Garlic,World,2012,0.082608696,0.039130435,0.065217391
Garlic,World,2013,0.082608696,0.039130435,0.069565217
Giant cabuya,World,2010,0.013043478,0.034782609,0.017391304
Giant cabuya,World,2011,0.013043478,0.034782609,0.017391304
Giant cabuya,World,2012,0.013043478,0.034782609,0.02173913
Giant cabuya,World,2013,0.013043478,0.034782609,0.02173913
Ginger,World,2010,0.043478261,0.047826087,0.039130435
Ginger,World,2011,0.043478261,0.043478261,0.034782609
Ginger,World,2012,0.039130435,0.043478261,0.039130435
Ginger,World,2013,0.039130435,0.043478261,0.034782609
Gooseberries,World,2010,0.017391304,0.013043478,0.013043478
Gooseberries,World,2011,0.017391304,0.013043478,0.008695652
Gooseberries,World,2012,0.017391304,0.013043478,0.008695652
Gooseberries,World,2013,0.017391304,0.013043478,0.008695652
Grapefruits,World,2010,0.130434783,0.086956522,0.052173913
Grapefruits,World,2011,0.126086957,0.07826087,0.043478261
Grapefruits,World,2012,0.126086957,0.082608696,0.043478261
Grapefruits,World,2013,0.126086957,0.07826087,0.030434783
Grapes,World,2010,0.152173913,0.147826087,0.126086957
Grapes,World,2011,0.156521739,0.147826087,0.113043478
Grapes,World,2012,0.156521739,0.147826087,0.12173913
Grapes,World,2013,0.156521739,0.143478261,0.12173913
Grasspea,World,2010,0.169565217,0.195652174,0.134782609
Grasspea,World,2011,0.165217391,0.195652174,0.139130435
Grasspea,World,2012,0.160869565,0.191304348,0.126086957
Grasspea,World,2013,0.160869565,0.186956522,0.126086957
Groundnuts,World,2010,0.117391304,0.095652174,0.073913043
Groundnuts,World,2011,0.12173913,0.095652174,0.069565217
Groundnuts,World,2012,0.12173913,0.095652174,0.065217391
Groundnuts,World,2013,0.117391304,0.095652174,0.091304348
Guavas,World,2010,0.1,0.1,0.052173913
Guavas,World,2011,0.104347826,0.104347826,0.052173913
Guavas,World,2012,0.104347826,0.1,0.052173913
Guavas,World,2013,0.104347826,0.1,0.047826087
Guayule,World,2010,NA,NA,NA
Guayule,World,2011,NA,NA,NA
Guayule,World,2012,NA,NA,NA
Guayule,World,2013,NA,NA,NA
Gutta-percha,World,2010,NA,NA,NA
Gutta-percha,World,2011,NA,NA,NA
Gutta-percha,World,2012,NA,NA,NA
Gutta-percha,World,2013,NA,NA,NA
Hazelnuts,World,2010,0.034782609,0.030434783,0.030434783
Hazelnuts,World,2011,0.034782609,0.034782609,0.030434783
Hazelnuts,World,2012,0.039130435,0.030434783,0.026086957
Hazelnuts,World,2013,0.039130435,0.034782609,0.030434783
Hemp,World,2010,0.034782609,0.030434783,0.004347826
Hemp,World,2011,0.034782609,0.030434783,0.004347826
Hemp,World,2012,0.034782609,0.026086957,0.004347826
Hemp,World,2013,0.034782609,0.030434783,0.008695652
Hops,World,2010,0.052173913,0.047826087,0.052173913
Hops,World,2011,0.052173913,0.047826087,0.052173913
Hops,World,2012,0.052173913,0.052173913,0.056521739
Hops,World,2013,0.047826087,0.047826087,0.052173913
Horseradish,World,2010,0.156521739,0.12173913,0.117391304
Horseradish,World,2011,0.156521739,0.12173913,0.113043478
Horseradish,World,2012,0.156521739,0.117391304,0.104347826
Horseradish,World,2013,0.156521739,0.12173913,0.1
Huckleberry,World,2010,0.108695652,0.07826087,0.043478261
Huckleberry,World,2011,0.108695652,0.07826087,0.043478261
Huckleberry,World,2012,0.113043478,0.07826087,0.043478261
Huckleberry,World,2013,0.113043478,0.082608696,0.047826087
