crop,country,year,fat_supply_quantity_global
Turnips,World,2010,1
Turnips,World,2011,1
Turnips,World,2012,1
Turnips,World,2013,1
Ulluco,World,2010,0.979379311
Ulluco,World,2011,0.979542205
Ulluco,World,2012,0.976236751
Ulluco,World,2013,0.979233775
Vanilla,World,2010,1
Vanilla,World,2011,1
Vanilla,World,2012,1
Vanilla,World,2013,1
Velvet bean,World,2010,0.430804461
Velvet bean,World,2011,0.420436984
Velvet bean,World,2012,0.42613786
Velvet bean,World,2013,0.423773491
Vetch,World,2010,0.914113837
Vetch,World,2011,0.928671717
Vetch,World,2012,0.931617249
Vetch,World,2013,0.92852344
Walnuts,World,2010,1
Walnuts,World,2011,1
Walnuts,World,2012,0.99876484
Walnuts,World,2013,1
Watercress,World,2010,1
Watercress,World,2011,1
Watercress,World,2012,1
Watercress,World,2013,1
Watermelons,World,2010,1
Watermelons,World,2011,1
Watermelons,World,2012,1
Watermelons,World,2013,1
Wheat,World,2010,0.881190668
Wheat,World,2011,0.885320102
Wheat,World,2012,0.883333933
Wheat,World,2013,0.883001401
Wildrice,World,2010,1
Wildrice,World,2011,1
Wildrice,World,2012,0.998771997
Wildrice,World,2013,0.999789972
Winged bean,World,2010,1
Winged bean,World,2011,1
Winged bean,World,2012,1
Winged bean,World,2013,1
Yams,World,2010,0.112501293
Yams,World,2011,0.110707896
Yams,World,2012,0.13789635
Yams,World,2013,0.137517542
"Yautia, cocoyam",World,2010,0.976519467
"Yautia, cocoyam",World,2011,0.975641915
"Yautia, cocoyam",World,2012,0.967690415
"Yautia, cocoyam",World,2013,0.962281439
Year bean,World,2010,0.915641306
Year bean,World,2011,0.932942034
Year bean,World,2012,0.911052396
Year bean,World,2013,0.908549155
Zucchini,World,2010,1
Zucchini,World,2011,1
Zucchini,World,2012,1
Zucchini,World,2013,1
