crop,country,year,fs_fat_supply_quantity,fs_food_supply_kcal,fs_food_supply_quantity_g,fs_protein_supply_quantity
Abaca,World,2010,NA,NA,NA,NA
Adlay,World,2010,5.79E-05,0.00026407,0.000185448,0.000329931
Adzuki bean,World,2010,0.002228562,0.00739622,0.004422355,0.020021892
Agave,World,2010,NA,NA,NA,NA
Albardine,World,2010,NA,NA,NA,NA
Alfalfa,World,2010,NA,NA,NA,NA
Allspice,World,2010,0.003038949,0.000924527,0.000722767,0.001796836
Almonds,World,2010,0.002782402,0.000552052,0.000440355,0.000613099
Amaranth,World,2010,5.79E-05,0.00026407,0.000185448,0.000329931
Anise,World,2010,0.000134579,7.68E-05,4.58E-05,0.000101242
Apple,World,2010,0.001012983,0.003081758,0.015343489,0.000770073
Apricot,World,2010,2.10E-05,2.71E-05,0.000126872,1.37E-05
Areca nuts,World,2010,0.001374694,0.000272751,0.000217565,0.000302912
Arracacha,World,2010,1.88E-05,0.000171153,0.000290282,9.50E-05
Arrhenatherum,World,2010,NA,NA,NA,NA
Arrowroot,World,2010,1.88E-05,0.000171153,0.000290282,9.50E-05
Artichokes,World,2010,3.16E-06,5.79E-06,4.60E-05,1.29E-05
Asparagus,World,2010,1.67E-05,3.05E-05,0.000242384,6.79E-05
Atemoya,World,2010,0.000119257,0.00015392,0.000720667,7.78E-05
Avocado,World,2010,2.37E-05,3.06E-05,0.000143315,1.55E-05
Azarole,World,2010,0.000181357,0.00023407,0.001095939,0.000118372
Babaco,World,2010,0.000181357,0.00023407,0.001095939,0.000118372
Badian,World,2010,0.000134579,7.68E-05,4.58E-05,0.000101242
Bambara bean,World,2010,1.78E-05,3.20E-05,1.85E-05,8.25E-05
Bamboo shoot,World,2010,0.000566381,0.001036767,0.008232927,0.002304858
Bananas,World,2010,0.001418176,0.006471692,0.020782619,0.003593673
Barley,World,2010,0.00060779,0.002157231,0.001592538,0.002438564
Bay leaf,World,2010,0.000358883,0.000204716,0.000122065,0.000269982
Beech nut,World,2010,0.000130344,2.20E-05,1.49E-05,6.42E-05
Beets,World,2010,0.000566381,0.001036767,0.008232927,0.002304858
Black gram,World,2010,0.002228562,0.00739622,0.004422355,0.020021892
Black salsify,World,2010,0.000566381,0.001036767,0.008232927,0.002304858
Blueberry,World,2010,1.83E-06,2.36E-06,1.10E-05,1.19E-06
Brazil nut,World,2010,0.000117787,2.34E-05,1.86E-05,2.60E-05
Breadfruit,World,2010,0.000119257,0.00015392,0.000720667,7.78E-05
Buckwheat,World,2010,1.34E-05,6.11E-05,4.29E-05,7.64E-05
Butter-nut,World,2010,0.000936431,0.000185796,0.000148204,0.000206342
Butternut squash,World,2010,4.82E-05,8.82E-05,0.000700174,0.000196018
Cabbages and other brassicas,World,2010,0.000184388,0.000337525,0.002680274,0.000750359
Cabbages,World,2010,0.000184388,0.000337525,0.002680274,0.000750359
Caesarweed,World,2010,NA,NA,NA,NA
Cainito,World,2010,0.000119257,0.00015392,0.000720667,7.78E-05
Calabash,World,2010,4.82E-05,8.82E-05,0.000700174,0.000196018
Canary seed,World,2010,1.19E-06,5.44E-06,3.82E-06,6.79E-06
Candlenut,World,2010,0.000130344,2.20E-05,1.49E-05,6.42E-05
Canola,World,2010,0.000184388,0.000337525,0.002680274,0.000750359
Capers,World,2010,0.000566381,0.001036767,0.008232927,0.002304858
Carambola,World,2010,0.000119257,0.00015392,0.000720667,7.78E-05
Carapa,World,2010,0.000130344,2.20E-05,1.49E-05,6.42E-05
Cardamoms,World,2010,1.18E-05,6.76E-06,4.03E-06,8.91E-06
Carneros Yucca,World,2010,NA,NA,NA,NA
Caroa,World,2010,NA,NA,NA,NA
Carobs,World,2010,3.62E-07,6.63E-07,5.26E-06,1.47E-06
Carrots,World,2010,7.45E-05,0.000136354,0.001082779,0.000303131
Cashews,World,2010,0.006877183,0.00136449,0.001088413,0.001515379
Cassava,World,2010,0.001215579,0.011094329,0.023257177,0.003080291
Castor bean,World,2010,7.60E-05,1.29E-05,8.68E-06,3.75E-05
Ceara,World,2010,NA,NA,NA,NA
Celery,World,2010,0.000566381,0.001036767,0.008232927,0.002304858
Cherimoya,World,2010,0.000119257,0.00015392,0.000720667,7.78E-05
Cherries,World,2010,1.73E-05,2.24E-05,0.00010471,1.13E-05
Chervil,World,2010,0.000566381,0.001036767,0.008232927,0.002304858
Chestnuts,World,2010,0.002298587,0.000456059,0.000363784,0.000506491
Chickpeas,World,2010,0.000974357,0.001756592,0.001015754,0.004526558
Chicle,World,2010,NA,NA,NA,NA
Chicory,World,2010,5.11E-05,9.36E-05,0.000743509,0.00020815
Chillies and peppers,World,2010,0.003038949,0.000924527,0.000722767,0.001796836
Chinotto,World,2010,0.000202597,0.000308176,0.002897194,0.000256691
Chontadura,World,2010,0.000130344,2.20E-05,1.49E-05,6.42E-05
Chufa,World,2010,1.88E-05,0.000171153,0.000290282,9.50E-05
Cinnamon,World,2010,2.74E-05,1.56E-05,9.33E-06,2.06E-05
Citron,World,2010,0.000202597,0.000308176,0.002897194,0.000256691
Citronella,World,2010,NA,NA,NA,NA
Cloves,World,2010,NA,NA,6.13E-06,NA
Cocoa,World,2010,0.007901266,0.001540879,0.001022899,0.001540146
Coconuts,World,2010,0.041532297,0.006471692,0.005794388,0.001540146
Coffee,World,2010,NA,0.000308176,0.001911045,0.002181873
Common bean,World,2010,0.002228562,0.00739622,0.004422355,0.020021892
Coriander,World,2010,0.000134579,7.68E-05,4.58E-05,0.000101242
Cotton,World,2010,0.028768713,0.004006286,0.000882021,NA
Cowpeas,World,2010,0.000706721,0.001274091,0.000736747,0.003283203
Cranberries,World,2010,2.61E-06,3.37E-06,1.58E-05,1.71E-06
Cress,World,2010,0.000566381,0.001036767,0.008232927,0.002304858
Cucumbers and gherkins,World,2010,0.000139708,0.000255737,0.002030796,0.000568534
Cumin,World,2010,0.000134579,7.68E-05,4.58E-05,0.000101242
Currants,World,2010,3.36E-06,4.34E-06,2.03E-05,2.19E-06
Cushaw,World,2010,4.82E-05,8.82E-05,0.000700174,0.000196018
Custard apple,World,2010,0.000119257,0.00015392,0.000720667,7.78E-05
Dates,World,2010,0.000202597,0.001232703,0.001445534,0.000513382
Devil's cotton,World,2010,NA,NA,NA,NA
Dill,World,2010,0.000358883,0.000204716,0.000122065,0.000269982
Durian,World,2010,0.000119257,0.00015392,0.000720667,7.78E-05
Eggplant,World,2010,9.61E-05,0.000175859,0.00139649,0.000390956
Elderberry,World,2010,0.000181357,0.00023407,0.001095939,0.000118372
Esparto,World,2010,NA,NA,NA,NA
Ethiopian rape,World,2010,0.000184388,0.000337525,0.002680274,0.000750359
Faba beans,World,2010,0.000397286,0.000716236,0.000414165,0.001845667
Feijoa,World,2010,0.000119257,0.00015392,0.000720667,7.78E-05
Fennel,World,2010,0.000134579,7.68E-05,4.58E-05,0.000101242
Fenugreek,World,2010,0.000358883,0.000204716,0.000122065,0.000269982
Fig leaf gourd,World,2010,4.82E-05,8.82E-05,0.000700174,0.000196018
Figs,World,2010,5.67E-06,7.32E-06,3.43E-05,3.70E-06
Finger millet,World,2010,0.006077897,0.008937099,0.005867889,0.009754255
Fique,World,2010,NA,NA,NA,NA
Flax,World,2010,8.73E-05,1.47E-05,9.97E-06,4.30E-05
Fonio,World,2010,5.65E-06,2.58E-05,1.81E-05,3.22E-05
Foxtail millet,World,2010,0.006077897,0.008937099,0.005867889,0.009754255
Garlic,World,2010,4.91E-05,8.98E-05,0.000713142,0.000199648
Giant cabuya,World,2010,NA,NA,NA,NA
Ginger,World,2010,0.00036289,0.000207001,0.000123427,0.000272996
Gooseberries,World,2010,8.93E-07,1.15E-06,5.40E-06,5.83E-07
Grapefruits,World,2010,NA,0.000308176,0.001776292,0.000128345
Grapes,World,2010,0.00060779,0.00369811,0.012072662,0.000770073
Grasspea,World,2010,0.000355692,0.000641249,0.000370804,0.001652433
Groundnuts,World,2010,0.076176311,0.012327033,0.003834341,0.013219583
Guavas,World,2010,0.000243005,0.000313636,0.001468472,0.000158609
Guayule,World,2010,NA,NA,NA,NA
Gutta-percha,World,2010,NA,NA,NA,NA
Hazelnuts,World,2010,0.00081925,0.000162546,0.000129658,0.000180521
Hemp,World,2010,4.75E-06,8.03E-07,5.43E-07,2.34E-06
Hops,World,2010,NA,NA,NA,NA
Horseradish,World,2010,0.000566381,0.001036767,0.008232927,0.002304858
Huckleberry,World,2010,4.69E-06,6.05E-06,2.83E-05,3.06E-06
Jack bean,World,2010,0.000355692,0.000641249,0.000370804,0.001652433
Jackfruit,World,2010,0.000119257,0.00015392,0.000720667,7.78E-05
Japanese millet,World,2010,0.006077897,0.008937099,0.005867889,0.009754255
Jelutong,World,2010,NA,NA,NA,NA
Jerusalem artichoke,World,2010,1.88E-05,0.000171153,0.000290282,9.50E-05
Jicama,World,2010,0.000355692,0.000641249,0.000370804,0.001652433
Jojoba,World,2010,4.21E-09,7.11E-10,4.80E-10,2.07E-09
Jujube,World,2010,0.000181357,0.00023407,0.001095939,0.000118372
Jute,World,2010,NA,NA,NA,NA
Kaniwa,World,2010,5.79E-05,0.00026407,0.000185448,0.000329931
Kapok,World,2010,1.83E-05,3.10E-06,2.09E-06,9.04E-06
Karite nuts,World,2010,2.97E-05,5.02E-06,3.39E-06,1.46E-05
Kenaf,World,2010,NA,NA,NA,NA
Kiwi fruit,World,2010,1.68E-05,2.17E-05,0.000101654,1.10E-05
Kiwicha,World,2010,5.79E-05,0.00026407,0.000185448,0.000329931
Kodo millet,World,2010,0.006077897,0.008937099,0.005867889,0.009754255
Kola nuts,World,2010,0.000332456,6.60E-05,5.26E-05,7.33E-05
Kumquat,World,2010,0.000202597,0.000308176,0.002897194,0.000256691
Lablab,World,2010,0.000355692,0.000641249,0.000370804,0.001652433
Leeks and other alliaceous vegetables,World,2010,4.12E-06,7.54E-06,5.99E-05,1.68E-05
Lemons and limes,World,2010,0.00060779,0.000308176,0.003227952,0.000256691
Lentils,World,2010,0.000355515,0.00064093,0.000370619,0.001651611
Lettuce,World,2010,5.11E-05,9.36E-05,0.000743509,0.00020815
Lima bean,World,2010,0.002228562,0.00739622,0.004422355,0.020021892
Litchi,World,2010,0.000181357,0.00023407,0.001095939,0.000118372
Little millet,World,2010,0.006077897,0.008937099,0.005867889,0.009754255
Longan,World,2010,0.000119257,0.00015392,0.000720667,7.78E-05
Loquat,World,2010,0.000181357,0.00023407,0.001095939,0.000118372
Lupins,World,2010,7.74E-05,0.000139617,8.07E-05,0.00035978
Maca,World,2010,1.88E-05,0.000171153,0.000290282,9.50E-05
Macadamia nut,World,2010,0.000936431,0.000185796,0.000148204,0.000206342
Mahuwa,World,2010,0.000130344,2.20E-05,1.49E-05,6.42E-05
Maize,World,2010,0.04193749,0.046534548,0.029694705,0.044407531
Mamey sapote,World,2010,0.000119257,0.00015392,0.000720667,7.78E-05
Mammee,World,2010,0.000119257,0.00015392,0.000720667,7.78E-05
Mandarines,World,2010,0.00060779,0.002773582,0.020947998,0.002181873
Mango,World,2010,0.000243005,0.000313636,0.001468472,0.000158609
Mangosteen,World,2010,0.000243005,0.000313636,0.001468472,0.000158609
Maple sugar,World,2010,NA,0.066874152,0.038086155,0.000128345
Marjoram,World,2010,0.000566381,0.001036767,0.008232927,0.002304858
Mashua,World,2010,1.88E-05,0.000171153,0.000290282,9.50E-05
Mat bean,World,2010,0.002228562,0.00739622,0.004422355,0.020021892
Mate,World,2010,NA,3.56E-05,0.000141334,0.000296149
Mauka,World,2010,1.88E-05,0.000171153,0.000290282,9.50E-05
Medlar,World,2010,0.000181357,0.00023407,0.001095939,0.000118372
Melons,World,2010,0.000178592,0.0002305,0.001079225,0.000116567
Mombin,World,2010,0.000119257,0.00015392,0.000720667,7.78E-05
Mulberry,World,2010,4.69E-06,6.05E-06,2.83E-05,3.06E-06
Mung bean,World,2010,0.002228562,0.00739622,0.004422355,0.020021892
Myrtle,World,2010,4.69E-06,6.05E-06,2.83E-05,3.06E-06
Naranjilla,World,2010,0.000119257,0.00015392,0.000720667,7.78E-05
New Zealand flax,World,2010,NA,NA,NA,NA
New Zealand Spinach,World,2010,4.53E-05,8.29E-05,0.000658627,0.000184387
Noog,World,2010,0.000130344,2.20E-05,1.49E-05,6.42E-05
Nutmeg,World,2010,1.18E-05,6.76E-06,4.03E-06,8.91E-06
Oats,World,2010,0.001215579,0.000924527,0.000986148,0.001668491
Oca,World,2010,1.88E-05,0.000171153,0.000290282,9.50E-05
Oil palm,World,2010,0.128648823,0.017566022,0.003926218,0.000128345
Oiticica,World,2010,0.000130344,2.20E-05,1.49E-05,6.42E-05
Okra,World,2010,1.87E-05,3.43E-05,0.000272356,7.62E-05
Olives,World,2010,0.025121975,0.003389934,0.001310781,0.000128345
Onions,World,2010,0.001215579,0.003389934,0.01766492,0.005133819
Orache,World,2010,4.53E-05,8.29E-05,0.000658627,0.000184387
Oranges,World,2010,0.00060779,0.002773582,0.020947998,0.002181873
Papayas,World,2010,6.57E-05,8.48E-05,0.000397005,4.29E-05
Parsley,World,2010,0.000566381,0.001036767,0.008232927,0.002304858
Parsnip,World,2010,0.000566381,0.001036767,0.008232927,0.002304858
Passionfruit,World,2010,0.000119257,0.00015392,0.000720667,7.78E-05
Pawpaw,World,2010,0.000181357,0.00023407,0.001095939,0.000118372
Peaches and nectarines,World,2010,0.000119712,0.000154507,0.000723416,7.81E-05
Pearl millet,World,2010,0.006077897,0.008937099,0.005867889,0.009754255
Pears,World,2010,0.000136414,0.000176063,0.000824344,8.90E-05
Peas,World,2010,0.00060779,0.002157231,0.001298531,0.006032237
Pecan,World,2010,0.000936431,0.000185796,0.000148204,0.000206342
Pepper,World,2010,NA,NA,9.80E-05,0.000256691
Peppermint,World,2010,NA,NA,NA,NA
Perilla,World,2010,0.000130344,2.20E-05,1.49E-05,6.42E-05
Persimmons,World,2010,2.59E-05,3.35E-05,0.000156747,1.69E-05
Physic nut,World,2010,0.000130344,2.20E-05,1.49E-05,6.42E-05
Pigeonpeas,World,2010,0.000372361,0.000671301,0.000388181,0.001729873
Pili nut,World,2010,0.000936431,0.000185796,0.000148204,0.000206342
Pine nut,World,2010,0.000936431,0.000185796,0.000148204,0.000206342
Pineapples,World,2010,0.000202597,0.000924527,0.00461836,0.000256691
Pistachios,World,2010,0.000670428,0.000133019,0.000106105,0.000147728
Plantains,World,2010,0.000405193,0.002465407,0.005335002,0.000770073
Plums,World,2010,6.14E-05,7.93E-05,0.000371284,4.01E-05
Pomegranate,World,2010,0.000181357,0.00023407,0.001095939,0.000118372
Pongamia oil,World,2010,0.000130344,2.20E-05,1.49E-05,6.42E-05
Poppies,World,2010,2.61E-06,4.42E-07,2.98E-07,1.29E-06
Potatoes,World,2010,0.002025966,0.019415076,0.056553468,0.018995129
Prickly pear,World,2010,0.000181357,0.00023407,0.001095939,0.000118372
Proso millet,World,2010,0.006077897,0.008937099,0.005867889,0.009754255
Pumpkin,World,2010,4.82E-05,8.82E-05,0.000700174,0.000196018
Purging croton,World,2010,0.000130344,2.20E-05,1.49E-05,6.42E-05
Pyrethrum,World,2010,NA,NA,NA,NA
Quinces,World,2010,3.27E-06,4.23E-06,1.98E-05,2.14E-06
Quinoa,World,2010,6.75E-07,3.08E-06,2.16E-06,3.85E-06
Radish,World,2010,0.000566381,0.001036767,0.008232927,0.002304858
Rambutan,World,2010,0.000119257,0.00015392,0.000720667,7.78E-05
Ramie,World,2010,NA,NA,NA,NA
Rapeseed and Mustards,World,2010,0.081038628,0.010786154,0.002468434,NA
Raspberries,World,2010,2.88E-06,3.72E-06,1.74E-05,1.88E-06
Rhubarb,World,2010,0.000566381,0.001036767,0.008232927,0.002304858
Rice (African),World,2010,0.038290752,0.168572171,0.090835908,0.131425755
Rice (Asian),World,2010,0.038290752,0.168572171,0.090835908,0.131425755
Rice bean,World,2010,0.002228562,0.00739622,0.004422355,0.020021892
Roselle,World,2010,NA,NA,NA,NA
"Rubber, natural",World,2010,NA,NA,NA,NA
Runner bean,World,2010,0.002228562,0.00739622,0.004422355,0.020021892
Rye,World,2010,0.00060779,0.001849055,0.001402658,0.002181873
Safflower,World,2010,2.34E-05,3.95E-06,2.67E-06,1.15E-05
Saffron,World,2010,0.000358883,0.000204716,0.000122065,0.000269982
Sago palm,World,2010,1.88E-05,0.000171153,0.000290282,9.50E-05
Salsify,World,2010,0.000566381,0.001036767,0.008232927,0.002304858
Sapodilla,World,2010,0.000119257,0.00015392,0.000720667,7.78E-05
Savory,World,2010,0.000566381,0.001036767,0.008232927,0.002304858
Service tree,World,2010,0.000181357,0.00023407,0.001095939,0.000118372
Sesame,World,2010,0.012358391,0.001849055,0.000563513,0.0014118
Shala tree,World,2010,0.000130344,2.20E-05,1.49E-05,6.42E-05
Sisal,World,2010,NA,NA,NA,NA
Snake plant,World,2010,NA,NA,NA,NA
Sorghum,World,2010,0.006280494,0.009245274,0.006125145,0.011551092
Sorrel,World,2010,0.000566381,0.001036767,0.008232927,0.002304858
Soursop,World,2010,0.000119257,0.00015392,0.000720667,7.78E-05
Soybeans,World,2010,0.199152429,0.029893054,0.008311822,0.01668491
Spinach,World,2010,4.53E-05,8.29E-05,0.000658627,0.000184387
Strawberries,World,2010,3.84E-05,4.96E-05,0.000232112,2.51E-05
Strawberry tree,World,2010,0.000181357,0.00023407,0.001095939,0.000118372
Sugar apple,World,2010,0.000119257,0.00015392,0.000720667,7.78E-05
Sugar beets,World,2010,NA,NA,1.23E-05,NA
Sugarcane,World,2010,0.000405193,0.000924527,0.007282798,0.000256691
Sunflowers,World,2010,0.076986697,0.010477978,0.002443933,0.000256691
Sunn hemp,World,2010,NA,NA,NA,NA
Sweetpotatoes,World,2010,0.001215579,0.006471692,0.013322191,0.002951946
Sword bean,World,2010,0.000355692,0.000641249,0.000370804,0.001652433
Tallowtree,World,2010,NA,NA,NA,NA
Tamarind,World,2010,0.000181357,0.00023407,0.001095939,0.000118372
Taro,World,2010,1.44E-05,0.000131539,0.000223096,7.30E-05
Tarragon,World,2010,0.000566381,0.001036767,0.008232927,0.002304858
Tea,World,2010,NA,0.000272621,0.001083695,0.002270761
Teff,World,2010,0.006077897,0.008937099,0.005867889,0.009754255
Tepary bean,World,2010,0.002228562,0.00739622,0.004422355,0.020021892
Thyme,World,2010,0.000358883,0.000204716,0.000122065,0.000269982
Tobacco,World,2010,NA,NA,NA,NA
Tomatoes,World,2010,0.002633755,0.003081758,0.033094161,0.006673964
Triticale,World,2010,9.49E-05,0.000433274,0.000304274,0.000541334
Tung nuts,World,2010,1.72E-05,2.90E-06,1.96E-06,8.47E-06
Turmeric,World,2010,0.000358883,0.000204716,0.000122065,0.000269982
Turnips,World,2010,7.45E-05,0.000136354,0.001082779,0.000303131
Ulluco,World,2010,1.88E-05,0.000171153,0.000290282,9.50E-05
Vanilla,World,2010,1.35E-06,7.70E-07,4.59E-07,1.02E-06
Velvet bean,World,2010,0.000355692,0.000641249,0.000370804,0.001652433
Velvet leaf,World,2010,NA,NA,NA,NA
Vetch,World,2010,7.88E-05,0.00014211,8.22E-05,0.000366202
Walnuts,World,2010,0.003343661,0.00066341,0.000529182,0.000736772
Watercress,World,2010,0.000566381,0.001036767,0.008232927,0.002304858
Watermelons,World,2010,0.000593479,0.000765978,0.003586383,0.000387364
Wheat,World,2010,0.04902837,0.163333183,0.11028937,0.205224397
Wildrice,World,2010,5.79E-05,0.00026407,0.000185448,0.000329931
Winged bean,World,2010,0.000355692,0.000641249,0.000370804,0.001652433
Yams,World,2010,0.000405193,0.003389934,0.007019417,0.002310218
"Yautia, cocoyam",World,2010,6.56E-07,5.99E-06,1.02E-05,3.33E-06
Year bean,World,2010,0.002228562,0.00739622,0.004422355,0.020021892
Zucchini,World,2010,4.82E-05,8.82E-05,0.000700174,0.000196018
Abaca,World,2011,NA,NA,NA,NA
Adlay,World,2011,5.76E-05,0.000307703,0.000188052,0.000331548
Adzuki bean,World,2011,0.002018198,0.007387113,0.004277964,0.019604133
Agave,World,2011,NA,NA,NA,NA
Albardine,World,2011,NA,NA,NA,NA
Alfalfa,World,2011,NA,NA,NA,NA
Allspice,World,2011,0.003229116,0.001231186,0.000746368,0.001934618
Almonds,World,2011,0.002988652,0.00058813,0.000459438,0.000646909
Amaranth,World,2011,5.76E-05,0.000307703,0.000188052,0.000331548
Anise,World,2011,0.0001592,8.95E-05,5.27E-05,0.000123156
Apple,World,2011,0.001210919,0.00338576,0.015600915,0.000773847
Apricot,World,2011,2.15E-05,2.80E-05,0.000129729,1.42E-05
Areca nuts,World,2011,0.001476595,0.000290576,0.000226993,0.000319617
Arracacha,World,2011,1.87E-05,0.000170942,0.000296562,9.55E-05
Arrhenatherum,World,2011,NA,NA,NA,NA
Arrowroot,World,2011,1.87E-05,0.000170942,0.000296562,9.55E-05
Artichokes,World,2011,3.20E-06,5.78E-06,4.60E-05,1.30E-05
Asparagus,World,2011,1.69E-05,3.05E-05,0.000242587,6.87E-05
Atemoya,World,2011,0.0001224,0.000159221,0.000736895,8.05E-05
Avocado,World,2011,2.43E-05,3.17E-05,0.000146542,1.60E-05
Azarole,World,2011,0.000186137,0.000242131,0.001120616,0.000122451
Babaco,World,2011,0.000186137,0.000242131,0.001120616,0.000122451
Badian,World,2011,0.0001592,8.95E-05,5.27E-05,0.000123156
Bambara bean,World,2011,1.90E-05,3.40E-05,1.92E-05,8.66E-05
Bamboo shoot,World,2011,0.000573772,0.001035491,0.008239832,0.002334489
Bananas,World,2011,0.001412738,0.006463724,0.020667724,0.003611288
Barley,World,2011,0.000605459,0.002154575,0.001644437,0.002579491
Bay leaf,World,2011,0.00042454,0.000238541,0.000140409,0.000328423
Beech nut,World,2011,0.000129844,2.20E-05,1.65E-05,7.38E-05
Beets,World,2011,0.000573772,0.001035491,0.008239832,0.002334489
Black gram,World,2011,0.002018198,0.007387113,0.004277964,0.019604133
Black salsify,World,2011,0.000573772,0.001035491,0.008239832,0.002334489
Blueberry,World,2011,1.88E-06,2.44E-06,1.13E-05,1.23E-06
Brazil nut,World,2011,0.000126518,2.49E-05,1.94E-05,2.74E-05
Breadfruit,World,2011,0.0001224,0.000159221,0.000736895,8.05E-05
Buckwheat,World,2011,1.33E-05,7.13E-05,4.35E-05,7.68E-05
Butter-nut,World,2011,0.001005846,0.000197938,0.000154626,0.000217721
Butternut squash,World,2011,4.88E-05,8.81E-05,0.000700761,0.000198538
Cabbages and other brassicas,World,2011,0.000186795,0.00033711,0.002682521,0.000760005
Cabbages,World,2011,0.000186795,0.00033711,0.002682521,0.000760005
Caesarweed,World,2011,NA,NA,NA,NA
Cainito,World,2011,0.0001224,0.000159221,0.000736895,8.05E-05
Calabash,World,2011,4.88E-05,8.81E-05,0.000700761,0.000198538
Canary seed,World,2011,1.19E-06,6.33E-06,3.87E-06,6.83E-06
Candlenut,World,2011,0.000129844,2.20E-05,1.65E-05,7.38E-05
Canola,World,2011,0.000186795,0.00033711,0.002682521,0.000760005
Capers,World,2011,0.000573772,0.001035491,0.008239832,0.002334489
Carambola,World,2011,0.0001224,0.000159221,0.000736895,8.05E-05
Carapa,World,2011,0.000129844,2.20E-05,1.65E-05,7.38E-05
Cardamoms,World,2011,1.40E-05,7.87E-06,4.63E-06,1.08E-05
Carneros Yucca,World,2011,NA,NA,NA,NA
Caroa,World,2011,NA,NA,NA,NA
Carobs,World,2011,3.67E-07,6.62E-07,5.27E-06,1.49E-06
Carrots,World,2011,7.55E-05,0.000136186,0.001083687,0.000307028
Cashews,World,2011,0.007386964,0.001453664,0.00113558,0.001598947
Cassava,World,2011,0.001412738,0.011696263,0.024065823,0.003224364
Castor bean,World,2011,7.57E-05,1.28E-05,9.61E-06,4.30E-05
Ceara,World,2011,NA,NA,NA,NA
Celery,World,2011,0.000573772,0.001035491,0.008239832,0.002334489
Cherimoya,World,2011,0.0001224,0.000159221,0.000736895,8.05E-05
Cherries,World,2011,1.78E-05,2.31E-05,0.000107068,1.17E-05
Chervil,World,2011,0.000573772,0.001035491,0.008239832,0.002334489
Chestnuts,World,2011,0.002468973,0.000485864,0.000379549,0.000534422
Chickpeas,World,2011,0.001042519,0.001864081,0.00105276,0.004755507
Chicle,World,2011,NA,NA,NA,NA
Chicory,World,2011,5.18E-05,9.35E-05,0.000744132,0.000210826
Chillies and peppers,World,2011,0.003229116,0.001231186,0.000746368,0.001934618
Chinotto,World,2011,0.00020182,0.000307796,0.00246969,0.000257949
Chontadura,World,2011,0.000129844,2.20E-05,1.65E-05,7.38E-05
Chufa,World,2011,1.87E-05,0.000170942,0.000296562,9.55E-05
Cinnamon,World,2011,3.24E-05,1.82E-05,1.07E-05,2.51E-05
Citron,World,2011,0.00020182,0.000307796,0.00246969,0.000257949
Citronella,World,2011,NA,NA,NA,NA
Cloves,World,2011,NA,NA,1.21E-05,NA
Cocoa,World,2011,0.00867825,0.001538982,0.001104382,0.001676669
Coconuts,World,2011,0.036125736,0.005540335,0.005461231,0.001547695
Coffee,World,2011,NA,0.000307796,0.001905363,0.002192567
Common bean,World,2011,0.002018198,0.007387113,0.004277964,0.019604133
Coriander,World,2011,0.0001592,8.95E-05,5.27E-05,0.000123156
Cotton,World,2011,0.030272963,0.004001353,0.000922341,NA
Cowpeas,World,2011,0.00075616,0.001352055,0.000763588,0.003449264
Cranberries,World,2011,2.68E-06,3.49E-06,1.61E-05,1.76E-06
Cress,World,2011,0.000573772,0.001035491,0.008239832,0.002334489
Cucumbers and gherkins,World,2011,0.000141531,0.000255422,0.002032499,0.000575843
Cumin,World,2011,0.0001592,8.95E-05,5.27E-05,0.000123156
Currants,World,2011,3.45E-06,4.49E-06,2.08E-05,2.27E-06
Cushaw,World,2011,4.88E-05,8.81E-05,0.000700761,0.000198538
Custard apple,World,2011,0.0001224,0.000159221,0.000736895,8.05E-05
Dates,World,2011,0.00020182,0.001231186,0.001486668,0.000515898
Devil's cotton,World,2011,NA,NA,NA,NA
Dill,World,2011,0.00042454,0.000238541,0.000140409,0.000328423
Durian,World,2011,0.0001224,0.000159221,0.000736895,8.05E-05
Eggplant,World,2011,9.73E-05,0.000175643,0.001397661,0.000395982
Elderberry,World,2011,0.000186137,0.000242131,0.001120616,0.000122451
Esparto,World,2011,NA,NA,NA,NA
Ethiopian rape,World,2011,0.000186795,0.00033711,0.002682521,0.000760005
Faba beans,World,2011,0.000425079,0.000760064,0.000429254,0.001939019
Feijoa,World,2011,0.0001224,0.000159221,0.000736895,8.05E-05
Fennel,World,2011,0.0001592,8.95E-05,5.27E-05,0.000123156
Fenugreek,World,2011,0.00042454,0.000238541,0.000140409,0.000328423
Fig leaf gourd,World,2011,4.88E-05,8.81E-05,0.000700761,0.000198538
Figs,World,2011,5.82E-06,7.58E-06,3.51E-05,3.83E-06
Finger millet,World,2011,0.005650953,0.008310503,0.005570455,0.009415143
Fique,World,2011,NA,NA,NA,NA
Flax,World,2011,8.69E-05,1.47E-05,1.10E-05,4.94E-05
Fonio,World,2011,5.62E-06,3.00E-05,1.83E-05,3.23E-05
Foxtail millet,World,2011,0.005650953,0.008310503,0.005570455,0.009415143
Garlic,World,2011,4.97E-05,8.97E-05,0.00071374,0.000202215
Giant cabuya,World,2011,NA,NA,NA,NA
Ginger,World,2011,0.000429279,0.000241204,0.000141977,0.000332089
Gooseberries,World,2011,9.16E-07,1.19E-06,5.52E-06,6.03E-07
Grapefruits,World,2011,NA,0.000307796,0.001796138,0.000128975
Grapes,World,2011,0.000605459,0.004001353,0.01240913,0.000773847
Grasspea,World,2011,0.000380575,0.000680488,0.000384313,0.001736012
Groundnuts,World,2011,0.072049653,0.011696263,0.00361048,0.012768481
Guavas,World,2011,0.000249409,0.000324437,0.001501538,0.000164074
Guayule,World,2011,NA,NA,NA,NA
Gutta-percha,World,2011,NA,NA,NA,NA
