crop,country,year,c_area_harvested,c_production,vap_gross_production_value_us
Cloves,World,2013,0.000165583,1.32E-05,4.32E-05
Cocoa,World,2013,0.002864784,0.000413368,0.001804072
Coconuts,World,2013,0.003407762,0.005831408,0.002807975
Coffee,World,2013,0.002999709,0.0008196,0.0040041
Common bean,World,2013,0.008793293,0.004407818,0.010295542
Coriander,World,2013,0.000283255,8.35E-05,0.000429619
Cotton,World,2013,0.00913126,0.0132066,0.033727881
Cowpeas,World,2013,0.003473259,0.000763228,0.000707774
Cranberries,World,2013,1.14E-05,5.79E-05,0.000180447
Cress,World,2013,0.000311085,0.00142307,0.001328316
Cucumbers and gherkins,World,2013,0.000598174,0.006745651,0.009376051
Cumin,World,2013,0.000283255,8.35E-05,0.000429619
Currants,World,2013,3.29E-05,6.31E-05,0.000308701
Cushaw,World,2013,0.000524624,0.002259969,0.002423907
Custard apple,World,2013,4.78E-05,0.000112742,0.000177899
Dates,World,2013,0.000328779,0.000692786,0.003077655
Devil's cotton,World,2013,5.06E-05,2.33E-05,2.64E-05
Dill,World,2013,4.64E-05,3.59E-05,9.73E-05
Durian,World,2013,4.78E-05,0.000112742,0.000177899
Eggplant,World,2013,0.000525463,0.00450481,0.005358456
Elderberry,World,2013,0.000111571,0.00022357,0.000217914
Esparto,World,2013,1.37E-05,3.29E-06,2.80E-06
Ethiopian rape,World,2013,0.001026557,0.008485818,0.008191861
Faba beans,World,2013,0.000667233,0.000409155,0.000642331
Feijoa,World,2013,4.78E-05,0.000112742,0.000177899
Fennel,World,2013,0.000283255,8.35E-05,0.000429619
Fenugreek,World,2013,4.64E-05,3.59E-05,9.73E-05
Fig leaf gourd,World,2013,0.000524624,0.002259969,0.002423907
Figs,World,2013,8.93E-05,0.000104226,0.000239233
Finger millet,World,2013,0.008847102,0.002434283,0.002239766
Fique,World,2013,1.37E-05,3.29E-06,2.80E-06
Flax,World,2013,0.000695313,0.000272023,0.000573714
Fonio,World,2013,0.000203356,5.62E-05,7.97E-05
Foxtail millet,World,2013,0.008847102,0.002434283,0.002239766
Garlic,World,2013,0.000405153,0.002234852,0.003834567
Giant cabuya,World,2013,1.37E-05,3.29E-06,2.80E-06
Ginger,World,2013,0.000105623,0.000225342,0.000643249
Gooseberries,World,2013,8.24E-06,1.54E-05,0.000118512
Grapefruits,World,2013,9.09E-05,0.000782544,0.001255973
Grapes,World,2013,0.002010561,0.007058241,0.017015044
Grasspea,World,2013,0.000244716,6.01E-05,0.000117023
Groundnuts,World,2013,0.007724721,0.004277838,0.006254309
Guavas,World,2013,0.001582182,0.004102078,0.008307085
Guayule,World,2013,NA,4.79E-06,1.46E-05
Gutta-percha,World,2013,NA,4.79E-06,1.46E-05
Hazelnuts,World,2013,0.000179434,8.01E-05,0.000575084
Hemp,World,2013,1.87E-05,1.37E-05,9.35E-06
Hops,World,2013,2.19E-05,1.08E-05,0.000111151
Horseradish,World,2013,0.000311085,0.00142307,0.001328316
Huckleberry,World,2013,1.10E-05,2.67E-05,7.80E-05
Jack bean,World,2013,0.000244716,6.01E-05,0.000117023
Jackfruit,World,2013,4.78E-05,0.000112742,0.000177899
Japanese millet,World,2013,0.008847102,0.002434283,0.002239766
Jelutong,World,2013,NA,4.79E-06,1.46E-05
Jerusalem artichoke,World,2013,3.65E-05,9.04E-05,6.78E-05
Jicama,World,2013,0.000244716,6.01E-05,0.000117023
Jojoba,World,2013,8.62E-08,1.37E-08,NA
Jujube,World,2013,0.000111571,0.00022357,0.000217914
Jute,World,2013,0.000428943,0.00031503,0.000279167
Kaniwa,World,2013,0.00024148,0.000113366,9.93E-05
Kapok,World,2013,5.10E-05,6.24E-05,1.21E-06
Karite nuts,World,2013,0.000150264,6.45E-05,6.24E-05
Kenaf,World,2013,5.06E-05,2.33E-05,2.64E-05
Kiwi fruit,World,2013,6.79E-05,0.000319275,0.000450641
Kiwicha,World,2013,0.00024148,0.000113366,9.93E-05
Kodo millet,World,2013,0.008847102,0.002434283,0.002239766
Kola nuts,World,2013,0.000147365,2.48E-05,5.77E-05
Kumquat,World,2013,0.000392008,0.001457401,0.002056236
Lablab,World,2013,0.000244716,6.01E-05,0.000117023
Leeks and other alliaceous vegetables,World,2013,3.68E-05,0.000202123,0.000636359
Lemons and limes,World,2013,0.000284356,0.001421267,0.002707727
Lentils,World,2013,0.001149694,0.000478541,0.000743016
Lettuce,World,2013,0.000329158,0.002314008,0.003751605
Lima bean,World,2013,0.008793293,0.004407818,0.010295542
Litchi,World,2013,0.000111571,0.00022357,0.000217914
Little millet,World,2013,0.008847102,0.002434283,0.002239766
Longan,World,2013,4.78E-05,0.000112742,0.000177899
Loquat,World,2013,0.000111571,0.00022357,0.000217914
Lupins,World,2013,0.000205735,7.53E-05,5.22E-05
Maca,World,2013,3.65E-05,9.04E-05,6.78E-05
Macadamia nut,World,2013,3.28E-05,1.62E-05,0.000100632
Mahuwa,World,2013,4.08E-05,2.86E-05,3.49E-05
Maize,World,2013,0.05301822,0.094591158,0.070113614
Mamey sapote,World,2013,4.78E-05,0.000112742,0.000177899
Mammee,World,2013,4.78E-05,0.000112742,0.000177899
Mandarines,World,2013,0.001841684,0.0093961,0.011312324
Mango,World,2013,0.001582182,0.004102078,0.008307085
Mangosteen,World,2013,0.001582182,0.004102078,0.008307085
Maple sugar,World,2013,3.44E-05,8.72E-05,5.39E-06
Marjoram,World,2013,0.000311085,0.00142307,0.001328316
Mashua,World,2013,3.65E-05,9.04E-05,6.78E-05
Mat bean,World,2013,0.008793293,0.004407818,0.010295542
Mate,World,2013,7.55E-05,7.77E-05,7.00E-05
Mauka,World,2013,3.65E-05,9.04E-05,6.78E-05
Medlar,World,2013,0.000111571,0.00022357,0.000217914
Melons,World,2013,0.000864175,0.002819493,0.005287004
Mombin,World,2013,4.78E-05,0.000112742,0.000177899
Mulberry,World,2013,1.10E-05,2.67E-05,7.80E-05
Mung bean,World,2013,0.008793293,0.004407818,0.010295542
Myrtle,World,2013,1.10E-05,2.67E-05,7.80E-05
Naranjilla,World,2013,4.78E-05,0.000112742,0.000177899
New Zealand flax,World,2013,1.37E-05,3.29E-06,2.80E-06
New Zealand Spinach,World,2013,0.000260591,0.002144989,0.003061929
Noog,World,2013,4.08E-05,2.86E-05,3.49E-05
Nutmeg,World,2013,9.50E-05,8.87E-06,7.02E-05
Oats,World,2013,0.002773068,0.002193124,0.001298303
Oca,World,2013,3.65E-05,9.04E-05,6.78E-05
Oil palm,World,2013,0.005279626,0.030774706,0.019510652
Oiticica,World,2013,4.08E-05,2.86E-05,3.49E-05
Okra,World,2013,0.000518571,0.000887254,0.002351344
Olives,World,2013,0.002912978,0.002029814,0.005028874
Onions,World,2013,0.00139926,0.008315657,0.012176987
Orache,World,2013,0.000260591,0.002144989,0.003061929
Oranges,World,2013,0.001841684,0.0093961,0.011312324
Papayas,World,2013,0.000119908,0.00113899,0.001127857
Parsley,World,2013,0.000311085,0.00142307,0.001328316
Parsnip,World,2013,0.000311085,0.00142307,0.001328316
Passionfruit,World,2013,4.78E-05,0.000112742,0.000177899
Pawpaw,World,2013,0.000111571,0.00022357,0.000217914
Peaches and nectarines,World,2013,0.000442049,0.002013815,0.005478176
Pearl millet,World,2013,0.008847102,0.002434283,0.002239766
Pears,World,2013,0.000450925,0.002332825,0.005387657
Peas,World,2013,0.002461037,0.002640245,0.003558313
Pecan,World,2013,3.28E-05,1.62E-05,0.000100632
Pepper,World,2013,0.000135551,4.01E-05,0.000592677
Peppermint,World,2013,1.04E-06,8.77E-06,2.52E-07
Perilla,World,2013,4.08E-05,2.86E-05,3.49E-05
Persimmons,World,2013,0.00027637,0.000452249,0.000775456
Physic nut,World,2013,4.08E-05,2.86E-05,3.49E-05
Pigeonpeas,World,2013,0.001557579,0.000411642,0.000585743
Pili nut,World,2013,3.28E-05,1.62E-05,0.000100632
Pine nut,World,2013,3.28E-05,1.62E-05,0.000100632
Pineapples,World,2013,0.000284961,0.002274812,0.002785353
Pistachios,World,2013,0.000163687,6.26E-05,0.001480855
Plantains,World,2013,0.001336458,0.003106258,0.002750148
Plums,World,2013,0.000754751,0.001043722,0.005897229
Pomegranate,World,2013,0.000111571,0.00022357,0.000217914
Pongamia oil,World,2013,4.08E-05,2.86E-05,3.49E-05
Poppies,World,2013,2.69E-05,6.44E-06,3.81E-05
Potatoes,World,2013,0.005486467,0.034533925,0.029204796
Prickly pear,World,2013,0.000111571,0.00022357,0.000217914
Proso millet,World,2013,0.008847102,0.002434283,0.002239766
Pumpkin,World,2013,0.000524624,0.002259969,0.002423907
Purging croton,World,2013,4.08E-05,2.86E-05,3.49E-05
Pyrethrum,World,2013,6.16E-06,8.05E-07,3.71E-07
Quinces,World,2013,2.32E-05,6.24E-05,0.000106555
Quinoa,World,2013,5.54E-05,1.09E-05,4.86E-05
Radish,World,2013,0.000311085,0.00142307,0.001328316
Rambutan,World,2013,4.78E-05,0.000112742,0.000177899
Ramie,World,2013,1.80E-05,1.13E-05,2.47E-05
Rapeseed and Mustards,World,2013,0.010499272,0.006784962,0.010591707
Raspberries,World,2013,2.62E-05,5.39E-05,0.000381278
Rhubarb,World,2013,0.000311085,0.00142307,0.001328316
Rice (African),World,2013,0.251338937,0.068380774,0.084626861
Rice (Asian),World,2013,0.251338937,0.068380774,0.084626861
Rice bean,World,2013,0.008793293,0.004407818,0.010295542
Roselle,World,2013,5.06E-05,2.33E-05,2.64E-05
"Rubber, natural",World,2013,0.003022079,0.001198566,0.005846487
Runner bean,World,2013,0.008793293,0.004407818,0.010295542
Rye,World,2013,0.001624062,0.001535426,0.0012378
Safflower,World,2013,0.000254159,6.65E-05,7.66E-05
Saffron,World,2013,4.64E-05,3.59E-05,9.73E-05
Sago palm,World,2013,3.65E-05,9.04E-05,6.78E-05
Salsify,World,2013,0.000311085,0.00142307,0.001328316
Sapodilla,World,2013,4.78E-05,0.000112742,0.000177899
Savory,World,2013,0.000311085,0.00142307,0.001328316
Service tree,World,2013,0.000111571,0.00022357,0.000217914
Sesame,World,2013,0.002853244,0.000553466,0.001264068
Shala tree,World,2013,4.08E-05,2.86E-05,3.49E-05
Sisal,World,2013,8.52E-05,2.46E-05,3.36E-05
Snake plant,World,2013,1.37E-05,3.29E-06,2.80E-06
Sorghum,World,2013,0.012439253,0.005691056,0.004059332
Sorrel,World,2013,0.000311085,0.00142307,0.001328316
Soursop,World,2013,4.78E-05,0.000112742,0.000177899
Soybeans,World,2013,0.031463443,0.025577562,0.031273288
Spinach,World,2013,0.000260591,0.002144989,0.003061929
Strawberries,World,2013,0.000104777,0.000726009,0.003842132
Strawberry tree,World,2013,0.000111571,0.00022357,0.000217914
Sugar apple,World,2013,4.78E-05,0.000112742,0.000177899
Sugar beets,World,2013,0.00123352,0.022825988,0.003411912
Sugarcane,World,2013,0.007626858,0.175257475,0.021542668
Sunflowers,World,2013,0.007413976,0.004174395,0.005271741
Sunn hemp,World,2013,5.06E-05,2.33E-05,2.64E-05
Sweetpotatoes,World,2013,0.002371278,0.00952915,0.006912297
Sword bean,World,2013,0.000244716,6.01E-05,0.000117023
Tallowtree,World,2013,0.00011478,9.17E-05,NA
Tamarind,World,2013,0.000111571,0.00022357,0.000217914
Taro,World,2013,0.000402371,0.000888625,0.000992044
Tarragon,World,2013,0.000311085,0.00142307,0.001328316
Tea,World,2013,0.00102806,0.000491128,0.003409862
Teff,World,2013,0.008847102,0.002434283,0.002239766
Tepary bean,World,2013,0.008793293,0.004407818,0.010295542
Thyme,World,2013,4.64E-05,3.59E-05,9.73E-05
Tobacco,World,2013,0.001208034,0.000701829,0.005092131
Tomatoes,World,2013,0.001369183,0.015203669,0.024722426
Triticale,World,2013,0.001079067,0.001332958,0.000760683
Tung nuts,World,2013,4.91E-05,4.45E-05,5.46E-05
Turmeric,World,2013,4.64E-05,3.59E-05,9.73E-05
Turnips,World,2013,0.000323524,0.003505115,0.00368187
Ulluco,World,2013,3.65E-05,9.04E-05,6.78E-05
Vanilla,World,2013,2.72E-05,7.03E-07,4.06E-06
Velvet bean,World,2013,0.000244716,6.01E-05,0.000117023
Velvet leaf,World,2013,5.06E-05,2.33E-05,2.64E-05
Vetch,World,2013,0.000156809,8.60E-05,8.33E-05
Walnuts,World,2013,0.000279499,0.000277208,0.003192274
Watercress,World,2013,0.000311085,0.00142307,0.001328316
Watermelons,World,2013,0.000951918,0.009960377,0.009453477
Wheat,World,2013,0.061991172,0.065521081,0.049672747
Wildrice,World,2013,0.00024148,0.000113366,9.93E-05
Winged bean,World,2013,0.000244716,6.01E-05,0.000117023
Yams,World,2013,0.002071239,0.005341333,0.00477435
"Yautia, cocoyam",World,2013,1.34E-05,4.43E-05,6.15E-05
Year bean,World,2013,0.008793293,0.004407818,0.010295542
Zucchini,World,2013,0.000524624,0.002259969,0.002423907
