crop,country,year,export_value_global
Sugar beets,World,2013,0.249816712
Sunflowers,World,2010,0.964705511
Sunflowers,World,2011,0.981564157
Sunflowers,World,2012,0.9842283
Sunflowers,World,2013,0.980344602
Sweetpotatoes,World,2010,0.967043505
Sweetpotatoes,World,2011,0.958497182
Sweetpotatoes,World,2012,0.963444984
Sweetpotatoes,World,2013,0.943081129
Tallowtree,World,2010,0.998211933
Tallowtree,World,2011,0.998580102
Tallowtree,World,2012,0.997811134
Tallowtree,World,2013,0.994288274
Tamarind,World,2010,0.987958715
Tamarind,World,2011,0.987739723
Tamarind,World,2012,0.990708593
Tamarind,World,2013,0.987406101
Tarragon,World,2010,0.525451217
Tarragon,World,2011,0.478011559
Tarragon,World,2012,0.507009142
Tarragon,World,2013,0.513621491
Tea,World,2010,0.431225815
Tea,World,2011,0.373894817
Tea,World,2012,0.368594242
Tea,World,2013,0.408152658
Teff,World,2010,0.997257349
Teff,World,2011,0.996959159
Teff,World,2012,0.997198204
Teff,World,2013,0.997999768
Tepary bean,World,2010,0.970424051
Tepary bean,World,2011,0.971506041
Tepary bean,World,2012,0.972814281
Tepary bean,World,2013,0.963573691
Thyme,World,2010,0.857590141
Thyme,World,2011,0.87721709
Thyme,World,2012,0.871950783
Thyme,World,2013,0.880869054
Tobacco,World,2010,0.977656333
Tobacco,World,2011,0.978317439
Tobacco,World,2012,0.974279394
Tobacco,World,2013,0.972991204
Tomatoes,World,2010,0.889077011
Tomatoes,World,2011,0.860661125
Tomatoes,World,2012,0.883043269
Tomatoes,World,2013,0.882518647
Triticale,World,2010,1
Triticale,World,2011,0.999832668
Triticale,World,2012,0.99922984
Triticale,World,2013,0.999861176
Turmeric,World,2010,0.790087633
Turmeric,World,2011,0.753747996
Turmeric,World,2012,0.809995941
Turmeric,World,2013,0.834156793
Ulluco,World,2010,0.886187771
Ulluco,World,2011,0.898658931
Ulluco,World,2012,0.929584178
Ulluco,World,2013,0.945923247
Vanilla,World,2010,0.99348094
Vanilla,World,2011,0.993863355
Vanilla,World,2012,0.991060667
Vanilla,World,2013,0.997218324
Walnuts,World,2010,0.943442784
Walnuts,World,2011,0.947362695
Walnuts,World,2012,0.928760433
Walnuts,World,2013,0.938568278
Watercress,World,2010,0.486473059
Watercress,World,2011,0.478795263
Watercress,World,2012,0.490481169
Watercress,World,2013,0.511449585
Watermelons,World,2010,0.998050624
Watermelons,World,2011,0.99582241
Watermelons,World,2012,0.996533429
Watermelons,World,2013,0.990239368
Wheat,World,2010,0.873373073
Wheat,World,2011,0.87265516
Wheat,World,2012,0.858652587
Wheat,World,2013,0.873432372
Year bean,World,2010,0.970424051
Year bean,World,2011,0.971506041
Year bean,World,2012,0.972814281
Year bean,World,2013,0.963573691
Zucchini,World,2010,0.974131705
Zucchini,World,2011,0.966261976
Zucchini,World,2012,0.953266079
Zucchini,World,2013,0.702351511
