crop,country,year,c_area_harvested,c_production,vap_gross_production_value_us
Ceara,World,2012,NA,3,2
Ceara,World,2013,NA,3,2
Celery,World,2010,202,202,127
Celery,World,2011,202,202,128
Celery,World,2012,203,203,126
Celery,World,2013,203,203,126
Cherimoya,World,2010,72,75,28
Cherimoya,World,2011,72,75,28
Cherimoya,World,2012,72,75,28
Cherimoya,World,2013,72,75,28
Cherries,World,2010,69,69,65
Cherries,World,2011,68,68,64
Cherries,World,2012,69,69,65
Cherries,World,2013,69,69,64
Chervil,World,2010,202,202,127
Chervil,World,2011,202,202,128
Chervil,World,2012,203,203,126
Chervil,World,2013,203,203,126
Chestnuts,World,2010,25,28,23
Chestnuts,World,2011,25,28,23
Chestnuts,World,2012,25,28,23
Chestnuts,World,2013,25,28,23
Chickpeas,World,2010,55,56,44
Chickpeas,World,2011,55,56,44
Chickpeas,World,2012,56,57,45
Chickpeas,World,2013,56,57,44
Chicle,World,2010,NA,3,2
Chicle,World,2011,NA,3,2
Chicle,World,2012,NA,3,2
Chicle,World,2013,NA,3,2
Chicory,World,2010,107,109,84
Chicory,World,2011,107,109,84
Chicory,World,2012,107,109,85
Chicory,World,2013,107,109,84
Chillies and peppers,World,2010,139,141,105
Chillies and peppers,World,2011,139,141,107
Chillies and peppers,World,2012,140,142,106
Chillies and peppers,World,2013,140,142,105
Chinotto,World,2010,68,72,45
Chinotto,World,2011,68,73,47
Chinotto,World,2012,67,72,47
Chinotto,World,2013,68,73,49
Chontadura,World,2010,41,56,29
Chontadura,World,2011,41,56,30
Chontadura,World,2012,41,57,30
Chontadura,World,2013,41,57,30
Chufa,World,2010,75,77,51
Chufa,World,2011,75,77,51
Chufa,World,2012,74,76,51
Chufa,World,2013,74,76,51
Cinnamon,World,2010,9,12,6
Cinnamon,World,2011,9,12,6
Cinnamon,World,2012,9,12,6
Cinnamon,World,2013,9,12,6
Citron,World,2010,68,72,45
Citron,World,2011,68,73,47
Citron,World,2012,67,72,47
Citron,World,2013,68,73,49
Citronella,World,2010,NA,NA,NA
Citronella,World,2011,NA,NA,NA
Citronella,World,2012,NA,NA,NA
Citronella,World,2013,NA,NA,NA
Cloves,World,2010,9,10,7
Cloves,World,2011,9,10,7
Cloves,World,2012,9,10,7
Cloves,World,2013,9,10,7
Cocoa,World,2011,59,59,37
Cocoa,World,2012,59,59,37
Cocoa,World,2013,59,59,37
Cocoa,World,2010,59,59,37
Coconuts,World,2010,94,96,54
Coconuts,World,2011,94,96,55
Coconuts,World,2012,94,96,56
Coconuts,World,2013,94,96,56
Coffee,World,2011,78,78,52
Coffee,World,2012,79,79,52
Coffee,World,2013,79,79,52
Coffee,World,2010,79,79,51
Common bean,World,2010,158,159,122
Common bean,World,2011,158,159,123
Common bean,World,2012,159,160,122
Common bean,World,2013,159,160,121
Coriander,World,2010,39,41,30
Coriander,World,2011,39,41,29
Coriander,World,2012,39,41,29
Coriander,World,2013,39,41,29
Cotton,World,2010,92,92,66
Cotton,World,2011,92,92,66
Cotton,World,2012,92,93,65
Cotton,World,2013,92,93,65
Cowpeas,World,2010,36,36,24
Cowpeas,World,2011,36,36,24
Cowpeas,World,2012,38,38,23
Cowpeas,World,2013,38,38,23
Cranberries,World,2010,11,14,5
Cranberries,World,2011,11,14,5
Cranberries,World,2012,11,14,6
Cranberries,World,2013,11,14,6
Cress,World,2010,202,202,127
Cress,World,2011,202,202,128
Cress,World,2012,203,203,126
Cress,World,2013,203,203,126
Cucumbers and gherkins,World,2010,136,137,112
Cucumbers and gherkins,World,2011,136,137,113
Cucumbers and gherkins,World,2012,135,137,112
Cucumbers and gherkins,World,2013,136,137,111
Cumin,World,2010,39,41,30
Cumin,World,2011,39,41,29
Cumin,World,2012,39,41,29
Cumin,World,2013,39,41,29
Currants,World,2010,33,36,31
Currants,World,2011,32,35,31
Currants,World,2012,32,35,31
Currants,World,2013,32,35,31
Cushaw,World,2010,115,117,89
Cushaw,World,2011,115,117,91
Cushaw,World,2012,116,118,90
Cushaw,World,2013,116,118,88
Custard apple,World,2010,72,75,28
Custard apple,World,2011,72,75,28
Custard apple,World,2012,72,75,28
Custard apple,World,2013,72,75,28
Dates,World,2010,39,40,28
Dates,World,2011,39,40,28
Dates,World,2012,39,40,27
Dates,World,2013,39,40,27
Devil's cotton,World,2010,24,24,12
Devil's cotton,World,2011,24,24,12
Devil's cotton,World,2012,24,24,12
Devil's cotton,World,2013,24,24,12
Dill,World,2010,65,69,48
Dill,World,2011,65,69,47
Dill,World,2012,65,69,47
Dill,World,2013,65,69,47
Durian,World,2010,72,75,28
Durian,World,2011,72,75,28
Durian,World,2012,72,75,28
Durian,World,2013,72,75,28
Eggplant,World,2010,89,91,67
Eggplant,World,2011,89,91,68
Eggplant,World,2012,89,91,68
Eggplant,World,2013,89,92,67
Elderberry,World,2010,161,161,95
Elderberry,World,2011,161,161,95
Elderberry,World,2012,162,162,94
Elderberry,World,2013,162,162,94
Esparto,World,2010,15,22,14
Esparto,World,2011,15,22,14
Esparto,World,2012,15,22,14
Esparto,World,2013,15,22,14
Ethiopian rape,World,2010,151,153,121
Ethiopian rape,World,2011,151,153,122
Ethiopian rape,World,2012,151,153,122
Ethiopian rape,World,2013,151,153,121
Faba beans,World,2010,61,61,47
Faba beans,World,2011,61,61,49
Faba beans,World,2012,61,61,48
Faba beans,World,2013,60,60,46
Feijoa,World,2010,72,75,28
Feijoa,World,2011,72,75,28
Feijoa,World,2012,72,75,28
Feijoa,World,2013,72,75,28
Fennel,World,2010,39,41,30
Fennel,World,2011,39,41,29
Fennel,World,2012,39,41,29
Fennel,World,2013,39,41,29
Fenugreek,World,2010,65,69,48
Fenugreek,World,2011,65,69,47
Fenugreek,World,2012,65,69,47
Fenugreek,World,2013,65,69,47
Fig leaf gourd,World,2010,115,117,89
Fig leaf gourd,World,2011,115,117,91
Fig leaf gourd,World,2012,116,118,90
Fig leaf gourd,World,2013,116,118,88
Figs,World,2010,51,51,41
Figs,World,2011,51,51,42
Figs,World,2012,51,51,42
Figs,World,2013,51,51,42
Finger millet,World,2010,87,87,65
Finger millet,World,2011,88,88,68
Finger millet,World,2012,89,89,68
Finger millet,World,2013,88,88,67
Fique,World,2010,15,22,14
Fique,World,2011,15,22,14
Fique,World,2012,15,22,14
Fique,World,2013,15,22,14
Flax,World,2010,53,54,48
Flax,World,2011,52,53,47
Flax,World,2012,53,53,47
Flax,World,2013,54,55,48
Fonio,World,2010,9,9,7
Fonio,World,2011,9,9,7
Fonio,World,2012,9,9,7
Fonio,World,2013,9,9,7
Foxtail millet,World,2010,87,87,65
Foxtail millet,World,2011,88,88,68
Foxtail millet,World,2012,89,89,68
Foxtail millet,World,2013,88,88,67
Garlic,World,2010,98,100,79
Garlic,World,2011,98,100,81
Garlic,World,2012,98,100,80
Garlic,World,2013,98,100,79
Giant cabuya,World,2010,15,22,14
Giant cabuya,World,2011,15,22,14
Giant cabuya,World,2012,15,22,14
Giant cabuya,World,2013,15,22,14
Ginger,World,2010,39,40,33
Ginger,World,2011,39,40,33
Ginger,World,2012,39,40,33
Ginger,World,2013,39,40,33
Gooseberries,World,2010,20,20,18
Gooseberries,World,2011,20,20,18
Gooseberries,World,2012,20,20,18
Gooseberries,World,2013,20,21,18
Grapefruits,World,2010,78,80,60
Grapefruits,World,2011,78,80,59
Grapefruits,World,2012,78,80,59
Grapefruits,World,2013,78,80,59
Grapes,World,2010,93,94,78
Grapes,World,2011,93,94,78
Grapes,World,2012,93,94,78
Grapes,World,2013,93,94,77
Grasspea,World,2010,110,109,81
Grasspea,World,2011,109,108,80
Grasspea,World,2012,110,109,80
Grasspea,World,2013,110,109,79
Groundnuts,World,2010,113,113,84
Groundnuts,World,2011,114,114,83
Groundnuts,World,2012,115,115,83
Groundnuts,World,2013,115,115,83
Guavas,World,2010,101,104,73
Guavas,World,2011,101,104,75
Guavas,World,2012,101,104,75
Guavas,World,2013,101,104,74
Guayule,World,2010,NA,3,2
Guayule,World,2011,NA,3,2
Guayule,World,2012,NA,3,2
Guayule,World,2013,NA,3,2
Gutta-percha,World,2010,NA,3,2
Gutta-percha,World,2011,NA,3,2
Gutta-percha,World,2012,NA,3,2
Gutta-percha,World,2013,NA,3,2
Hazelnuts,World,2010,31,31,25
Hazelnuts,World,2011,31,31,25
Hazelnuts,World,2012,31,31,25
Hazelnuts,World,2013,31,31,25
Hemp,World,2010,19,19,5
Hemp,World,2011,20,20,5
Hemp,World,2012,20,20,5
Hemp,World,2013,20,20,5
Hops,World,2010,30,30,28
Hops,World,2011,30,30,28
Hops,World,2012,30,30,28
Hops,World,2013,30,30,28
Horseradish,World,2010,202,202,127
Horseradish,World,2011,202,202,128
Horseradish,World,2012,203,203,126
Horseradish,World,2013,203,203,126
Huckleberry,World,2010,59,62,27
Huckleberry,World,2011,59,62,27
Huckleberry,World,2012,59,62,27
Huckleberry,World,2013,59,62,27
Jack bean,World,2010,110,109,81
Jack bean,World,2011,109,108,80
Jack bean,World,2012,110,109,80
Jack bean,World,2013,110,109,79
Jackfruit,World,2010,72,75,28
Jackfruit,World,2011,72,75,28
Jackfruit,World,2012,72,75,28
Jackfruit,World,2013,72,75,28
Japanese millet,World,2010,87,87,65
Japanese millet,World,2011,88,88,68
Japanese millet,World,2012,89,89,68
Japanese millet,World,2013,88,88,67
Jelutong,World,2010,NA,3,2
Jelutong,World,2011,NA,3,2
Jelutong,World,2012,NA,3,2
Jelutong,World,2013,NA,3,2
Jerusalem artichoke,World,2010,75,77,51
Jerusalem artichoke,World,2011,75,77,51
Jerusalem artichoke,World,2012,74,76,51
Jerusalem artichoke,World,2013,74,76,51
Jicama,World,2010,110,109,81
Jicama,World,2011,109,108,80
Jicama,World,2012,110,109,80
Jicama,World,2013,110,109,79
Jojoba,World,2010,1,1,NA
Jojoba,World,2011,1,1,NA
Jojoba,World,2012,1,1,NA
Jojoba,World,2013,1,1,NA
Jujube,World,2010,161,161,95
Jujube,World,2011,161,161,95
Jujube,World,2012,162,162,94
Jujube,World,2013,162,162,94
Jute,World,2010,18,19,14
Jute,World,2011,18,19,14
Jute,World,2012,18,19,13
Jute,World,2013,18,19,13
Kaniwa,World,2010,58,58,41
Kaniwa,World,2011,58,58,41
Kaniwa,World,2012,58,58,41
Kaniwa,World,2013,58,58,42
Kapok,World,2010,2,2,1
Kapok,World,2011,2,2,1
Kapok,World,2012,2,2,1
Kapok,World,2013,2,2,1
Karite nuts,World,2010,7,7,6
Karite nuts,World,2011,7,7,6
Karite nuts,World,2012,7,7,6
Karite nuts,World,2013,7,7,6
Kenaf,World,2010,24,24,12
Kenaf,World,2011,24,24,12
Kenaf,World,2012,24,24,12
Kenaf,World,2013,24,24,12
Kiwi fruit,World,2010,24,24,21
Kiwi fruit,World,2011,24,24,21
Kiwi fruit,World,2012,24,24,21
Kiwi fruit,World,2013,24,24,21
Kiwicha,World,2010,58,58,41
Kiwicha,World,2011,58,58,41
Kiwicha,World,2012,58,58,41
Kiwicha,World,2013,58,58,42
Kodo millet,World,2010,87,87,65
Kodo millet,World,2011,88,88,68
Kodo millet,World,2012,89,89,68
Kodo millet,World,2013,88,88,67
Kola nuts,World,2010,6,6,3
Kola nuts,World,2011,6,6,4
Kola nuts,World,2012,6,6,4
Kola nuts,World,2013,6,6,4
Kumquat,World,2010,68,72,45
Kumquat,World,2011,68,73,47
Kumquat,World,2012,67,72,47
Kumquat,World,2013,68,73,49
Lablab,World,2010,110,109,81
Lablab,World,2011,109,108,80
Lablab,World,2012,110,109,80
Lablab,World,2013,110,109,79
Leeks and other alliaceous vegetables,World,2010,54,57,47
Leeks and other alliaceous vegetables,World,2011,54,57,47
Leeks and other alliaceous vegetables,World,2012,54,57,47
Leeks and other alliaceous vegetables,World,2013,54,57,47
Lemons and limes,World,2010,107,110,77
Lemons and limes,World,2011,107,110,79
Lemons and limes,World,2012,107,110,79
Lemons and limes,World,2013,107,110,78
Lentils,World,2010,53,53,47
Lentils,World,2011,53,53,48
Lentils,World,2012,53,53,48
Lentils,World,2013,53,53,47
Lettuce,World,2010,107,109,84
Lettuce,World,2011,107,109,84
Lettuce,World,2012,107,109,85
Lettuce,World,2013,107,109,84
Lima bean,World,2010,158,159,122
Lima bean,World,2011,158,159,123
Lima bean,World,2012,159,160,122
Lima bean,World,2013,159,160,121
Litchi,World,2010,161,161,95
Litchi,World,2011,161,161,95
Litchi,World,2012,162,162,94
Litchi,World,2013,162,162,94
Little millet,World,2010,87,87,65
Little millet,World,2011,88,88,68
Little millet,World,2012,89,89,68
Little millet,World,2013,88,88,67
Longan,World,2010,72,75,28
Longan,World,2011,72,75,28
Longan,World,2012,72,75,28
Longan,World,2013,72,75,28
Loquat,World,2010,161,161,95
Loquat,World,2011,161,161,95
Loquat,World,2012,162,162,94
Loquat,World,2013,162,162,94
Lupins,World,2010,26,26,25
Lupins,World,2011,26,26,25
Lupins,World,2012,26,26,25
Lupins,World,2013,26,26,25
Maca,World,2010,75,77,51
Maca,World,2011,75,77,51
Maca,World,2012,74,76,51
Maca,World,2013,74,76,51
Macadamia nut,World,2010,65,71,51
Macadamia nut,World,2011,65,71,51
Macadamia nut,World,2012,65,71,51
Macadamia nut,World,2013,65,71,51
Mahuwa,World,2010,41,56,29
Mahuwa,World,2011,41,56,30
Mahuwa,World,2012,41,57,30
Mahuwa,World,2013,41,57,30
Maize,World,2010,175,175,131
Maize,World,2011,175,175,131
Maize,World,2012,176,176,132
Maize,World,2013,176,176,132
Mamey sapote,World,2010,72,75,28
Mamey sapote,World,2011,72,75,28
Mamey sapote,World,2012,72,75,28
Mamey sapote,World,2013,72,75,28
Mammee,World,2010,72,75,28
Mammee,World,2011,72,75,28
Mammee,World,2012,72,75,28
Mammee,World,2013,72,75,28
Mandarines,World,2010,122,124,91
Mandarines,World,2011,122,124,91
Mandarines,World,2012,123,125,91
Mandarines,World,2013,123,125,91
Mango,World,2010,101,104,73
Mango,World,2011,101,104,75
Mango,World,2012,101,104,75
Mango,World,2013,101,104,74
Mangosteen,World,2010,101,104,73
Mangosteen,World,2011,101,104,75
Mangosteen,World,2012,101,104,75
Mangosteen,World,2013,101,104,74
Maple sugar,World,2010,3,3,2
Maple sugar,World,2011,3,3,2
Maple sugar,World,2012,3,3,2
Maple sugar,World,2013,3,3,2
Marjoram,World,2010,202,202,127
Marjoram,World,2011,202,202,128
Marjoram,World,2012,203,203,126
Marjoram,World,2013,203,203,126
Mashua,World,2010,75,77,51
Mashua,World,2011,75,77,51
Mashua,World,2012,74,76,51
Mashua,World,2013,74,76,51
Mat bean,World,2010,158,159,122
Mat bean,World,2011,158,159,123
Mat bean,World,2012,159,160,122
Mat bean,World,2013,159,160,121
Mate,World,2010,3,3,3
Mate,World,2011,3,3,3
Mate,World,2012,3,3,3
Mate,World,2013,3,3,3
Mauka,World,2010,75,77,51
Mauka,World,2011,75,77,51
Mauka,World,2012,74,76,51
Mauka,World,2013,74,76,51
Medlar,World,2010,161,161,95
Medlar,World,2011,161,161,95
Medlar,World,2012,162,162,94
Medlar,World,2013,162,162,94
Melons,World,2010,102,105,74
Melons,World,2011,102,105,75
Melons,World,2012,103,106,75
Melons,World,2013,103,106,73
Mombin,World,2010,72,75,28
Mombin,World,2011,72,75,28
Mombin,World,2012,72,75,28
Mombin,World,2013,72,75,28
Mulberry,World,2010,59,62,27
Mulberry,World,2011,59,62,27
Mulberry,World,2012,59,62,27
Mulberry,World,2013,59,62,27
Mung bean,World,2010,158,159,122
Mung bean,World,2011,158,159,123
Mung bean,World,2012,159,160,122
Mung bean,World,2013,159,160,121
Myrtle,World,2010,59,62,27
Myrtle,World,2011,59,62,27
Myrtle,World,2012,59,62,27
Myrtle,World,2013,59,62,27
Naranjilla,World,2010,72,75,28
Naranjilla,World,2011,72,75,28
Naranjilla,World,2012,72,75,28
Naranjilla,World,2013,72,75,28
New Zealand flax,World,2010,15,22,14
New Zealand flax,World,2011,15,22,14
New Zealand flax,World,2012,15,22,14
New Zealand flax,World,2013,15,22,14
New Zealand Spinach,World,2010,61,61,53
New Zealand Spinach,World,2011,61,61,53
New Zealand Spinach,World,2012,61,61,53
New Zealand Spinach,World,2013,61,61,52
Noog,World,2010,41,56,29
Noog,World,2011,41,56,30
Noog,World,2012,41,57,30
Noog,World,2013,41,57,30
Nutmeg,World,2010,21,21,17
Nutmeg,World,2011,21,21,17
Nutmeg,World,2012,21,21,17
Nutmeg,World,2013,21,21,17
Oats,World,2010,76,76,70
Oats,World,2011,76,76,70
Oats,World,2012,76,76,70
Oats,World,2013,76,76,70
Oca,World,2010,75,77,51
Oca,World,2011,75,77,51
Oca,World,2012,74,76,51
Oca,World,2013,74,76,51
Oil palm,World,2010,45,45,31
Oil palm,World,2011,45,45,32
Oil palm,World,2012,45,45,32
Oil palm,World,2013,45,45,32
Oiticica,World,2010,41,56,29
Oiticica,World,2011,41,56,30
Oiticica,World,2012,41,57,30
Oiticica,World,2013,41,57,30
Okra,World,2010,44,45,33
Okra,World,2011,44,45,35
Okra,World,2012,44,45,35
Okra,World,2013,44,45,34
Olives,World,2010,41,41,31
Olives,World,2011,41,41,31
Olives,World,2012,41,41,31
Olives,World,2013,41,41,31
Onions,World,2010,158,159,122
Onions,World,2011,158,159,123
Onions,World,2012,158,160,122
Onions,World,2013,158,160,121
Orache,World,2010,61,61,53
Orache,World,2011,61,61,53
Orache,World,2012,61,61,53
Orache,World,2013,61,61,52
Oranges,World,2010,122,124,91
Oranges,World,2011,122,124,91
Oranges,World,2012,123,125,91
Oranges,World,2013,123,125,91
Papayas,World,2010,64,67,53
Papayas,World,2011,64,67,54
Papayas,World,2012,64,67,55
Papayas,World,2013,64,67,55
Parsley,World,2010,202,202,127
Parsley,World,2011,202,202,128
Parsley,World,2012,203,203,126
Parsley,World,2013,203,203,126
Parsnip,World,2010,202,202,127
Parsnip,World,2011,202,202,128
Parsnip,World,2012,203,203,126
Parsnip,World,2013,203,203,126
Passionfruit,World,2010,72,75,28
Passionfruit,World,2011,72,75,28
Passionfruit,World,2012,72,75,28
Passionfruit,World,2013,72,75,28
Pawpaw,World,2010,161,161,95
Pawpaw,World,2011,161,161,95
Pawpaw,World,2012,162,162,94
Pawpaw,World,2013,162,162,94
Peaches and nectarines,World,2010,82,82,69
Peaches and nectarines,World,2011,82,82,71
Peaches and nectarines,World,2012,82,82,71
Peaches and nectarines,World,2013,82,82,70
Pearl millet,World,2010,87,87,65
Pearl millet,World,2011,88,88,68
Pearl millet,World,2012,89,89,68
Pearl millet,World,2013,88,88,67
Pears,World,2010,86,88,75
Pears,World,2011,86,88,76
Pears,World,2012,86,88,76
Pears,World,2013,86,88,75
Peas,World,2010,112,114,92
Peas,World,2011,112,114,92
Peas,World,2012,111,113,92
Peas,World,2013,111,113,91
Pecan,World,2010,65,71,51
Pecan,World,2011,65,71,51
Pecan,World,2012,65,71,51
Pecan,World,2013,65,71,51
Pepper,World,2010,41,43,31
Pepper,World,2011,41,43,31
Pepper,World,2012,41,43,31
Pepper,World,2013,41,43,31
Peppermint,World,2010,4,6,2
Peppermint,World,2011,4,6,2
Peppermint,World,2012,4,6,3
Peppermint,World,2013,4,6,3
Perilla,World,2010,41,56,29
Perilla,World,2011,41,56,30
Perilla,World,2012,41,57,30
Perilla,World,2013,41,57,30
Persimmons,World,2010,18,18,14
Persimmons,World,2011,18,18,15
Persimmons,World,2012,18,18,16
Persimmons,World,2013,18,18,16
Physic nut,World,2010,41,56,29
Physic nut,World,2011,41,56,30
Physic nut,World,2012,41,57,30
Physic nut,World,2013,41,57,30
Pigeonpeas,World,2010,23,23,15
Pigeonpeas,World,2011,23,23,15
Pigeonpeas,World,2012,23,23,16
Pigeonpeas,World,2013,23,23,16
Pili nut,World,2010,65,71,51
Pili nut,World,2011,65,71,51
Pili nut,World,2012,65,71,51
Pili nut,World,2013,65,71,51
Pine nut,World,2010,65,71,51
Pine nut,World,2011,65,71,51
Pine nut,World,2012,65,71,51
Pine nut,World,2013,65,71,51
