crop,country,year,import_value_global
Sugar beets,World,2013,0.20064822
Sunflowers,World,2010,0.989841902
Sunflowers,World,2011,0.989281223
Sunflowers,World,2012,0.989515462
Sunflowers,World,2013,0.991997285
Sweetpotatoes,World,2010,0.992423437
Sweetpotatoes,World,2011,0.994506898
Sweetpotatoes,World,2012,0.995611409
Sweetpotatoes,World,2013,0.995659643
Tallowtree,World,2010,0.667529221
Tallowtree,World,2011,0.63619569
Tallowtree,World,2012,0.638654967
Tallowtree,World,2013,0.722286076
Tamarind,World,2010,0.997624994
Tamarind,World,2011,0.997861898
Tamarind,World,2012,0.997632972
Tamarind,World,2013,0.998064453
Tarragon,World,2010,0.200767065
Tarragon,World,2011,0.196514504
Tarragon,World,2012,0.261889014
Tarragon,World,2013,0.312590033
Tea,World,2010,0.899003279
Tea,World,2011,0.901322845
Tea,World,2012,0.898523869
Tea,World,2013,0.895559979
Teff,World,2010,0.869230095
Teff,World,2011,0.994681345
Teff,World,2012,0.996290182
Teff,World,2013,0.988830548
Tepary bean,World,2010,0.950548754
Tepary bean,World,2011,0.95222188
Tepary bean,World,2012,0.921845645
Tepary bean,World,2013,0.958593116
Thyme,World,2010,0.844896684
Thyme,World,2011,0.876671073
Thyme,World,2012,0.880518945
Thyme,World,2013,0.884620196
Tobacco,World,2010,0.986215214
Tobacco,World,2011,0.987145263
Tobacco,World,2012,0.988324231
Tobacco,World,2013,0.986717687
Tomatoes,World,2010,0.986000409
Tomatoes,World,2011,0.985638831
Tomatoes,World,2012,0.987067779
Tomatoes,World,2013,0.987589296
Triticale,World,2010,0.987176391
Triticale,World,2011,0.997216568
Triticale,World,2012,0.998286602
Triticale,World,2013,0.997775252
Turmeric,World,2010,0.936416381
Turmeric,World,2011,0.933901262
Turmeric,World,2012,0.944406588
Turmeric,World,2013,0.943896977
Ulluco,World,2010,0.999562368
Ulluco,World,2011,0.999989568
Ulluco,World,2012,0.999533359
Ulluco,World,2013,0.999583819
Vanilla,World,2010,0.998334598
Vanilla,World,2011,0.997583643
Vanilla,World,2012,0.996173054
Vanilla,World,2013,0.998686908
Walnuts,World,2010,0.833827139
Walnuts,World,2011,0.833143902
Walnuts,World,2012,0.830244519
Walnuts,World,2013,0.860376482
Watercress,World,2010,0.281343356
Watercress,World,2011,0.30050514
Watercress,World,2012,0.394684998
Watercress,World,2013,0.457395892
Watermelons,World,2010,0.999927092
Watermelons,World,2011,0.999827708
Watermelons,World,2012,0.999760753
Watermelons,World,2013,0.999675618
Wheat,World,2010,0.708057901
Wheat,World,2011,0.698456018
Wheat,World,2012,0.684801798
Wheat,World,2013,0.705223792
Year bean,World,2010,0.950548754
Year bean,World,2011,0.95222188
Year bean,World,2012,0.921845645
Year bean,World,2013,0.958593116
Zucchini,World,2010,0.999956979
Zucchini,World,2011,0.999968485
Zucchini,World,2012,0.999356797
Zucchini,World,2013,0.999244553
