crop,country,year,food_supply_kcal_global
Rye,World,2013,1.024132173
Safflower,World,2010,0.821380248
Safflower,World,2011,0.772026444
Safflower,World,2012,0.771930886
Safflower,World,2013,0.709190437
Saffron,World,2010,0.989820945
Saffron,World,2011,0.989269994
Saffron,World,2012,0.976692346
Saffron,World,2013,0.974115244
Sago palm,World,2010,1.006330704
Sago palm,World,2011,1.008013057
Sago palm,World,2012,1.010388619
Sago palm,World,2013,1.010669589
Salsify,World,2010,1.008852531
Salsify,World,2011,1.009289046
Salsify,World,2012,1.010461398
Salsify,World,2013,1.010793412
Sapodilla,World,2010,0.99833809
Sapodilla,World,2011,0.997925548
Sapodilla,World,2012,0.999639892
Sapodilla,World,2013,0.999857349
Savory,World,2010,1.020406197
Savory,World,2011,1.02010974
Savory,World,2012,1.021554321
Savory,World,2013,1.023037491
Service tree,World,2010,0.981556889
Service tree,World,2011,0.98350055
Service tree,World,2012,0.993760689
Service tree,World,2013,0.987820063
Sesame,World,2010,0.978040165
Sesame,World,2011,1.035582494
Sesame,World,2012,1.050088387
Sesame,World,2013,1.070303452
Shala tree,World,2010,1.192780078
Shala tree,World,2011,1.192780078
Shala tree,World,2012,1.192780078
Shala tree,World,2013,1.192780078
Sorghum,World,2010,0.399518767
Sorghum,World,2011,0.41163593
Sorghum,World,2012,0.430481496
Sorghum,World,2013,0.425928206
Sorrel,World,2010,1.049010281
Sorrel,World,2011,1.047557128
Sorrel,World,2012,1.051576804
Sorrel,World,2013,1.053131417
Soursop,World,2010,0.99833809
Soursop,World,2011,0.997925548
Soursop,World,2012,0.999639892
Soursop,World,2013,0.999857349
Soybeans,World,2010,0.957550458
Soybeans,World,2011,0.972029571
Soybeans,World,2012,0.986765612
Soybeans,World,2013,0.993193439
Spinach,World,2010,1.043769638
Spinach,World,2011,1.04167431
Spinach,World,2012,1.042414943
Spinach,World,2013,1.041765048
Strawberries,World,2010,1.009942386
Strawberries,World,2011,1.008092928
Strawberries,World,2012,1.004732848
Strawberries,World,2013,1.005242962
Strawberry tree,World,2010,0.987454895
Strawberry tree,World,2011,0.991081977
Strawberry tree,World,2012,0.996844595
Strawberry tree,World,2013,0.995075472
Sugar apple,World,2010,0.99833809
Sugar apple,World,2011,0.997925548
Sugar apple,World,2012,0.999639892
Sugar apple,World,2013,0.999857349
Sugar beets,World,2010,1.148360568
Sugar beets,World,2011,1.148360568
Sugar beets,World,2012,1.148360568
Sugar beets,World,2013,1.148360568
Sugarcane,World,2010,0.552962524
Sugarcane,World,2011,0.537404869
Sugarcane,World,2012,0.520304737
Sugarcane,World,2013,0.496194019
Sunflowers,World,2010,1.025146831
Sunflowers,World,2011,1.027570273
Sunflowers,World,2012,1.025640234
Sunflowers,World,2013,1.02695782
Sweetpotatoes,World,2010,1.053188784
Sweetpotatoes,World,2011,1.052063795
Sweetpotatoes,World,2012,1.053080012
Sweetpotatoes,World,2013,1.053367968
Sword bean,World,2010,1.394716848
Sword bean,World,2011,1.383245301
Sword bean,World,2012,1.384774929
Sword bean,World,2013,1.404565828
Tamarind,World,2010,1.051582235
Tamarind,World,2011,1.05267419
Tamarind,World,2012,1.055944959
Tamarind,World,2013,1.058621978
Taro,World,2010,1.197414794
Taro,World,2011,1.200067943
Taro,World,2012,1.204711957
Taro,World,2013,1.205045817
Tarragon,World,2010,0.387148693
Tarragon,World,2011,0.386386011
Tarragon,World,2012,0.390651396
Tarragon,World,2013,0.384000312
Tea,World,2010,0.96232571
Tea,World,2011,0.951332357
Tea,World,2012,0.953190948
Tea,World,2013,0.939229481
Teff,World,2010,0.967262196
Teff,World,2011,0.964652115
Teff,World,2012,0.979099867
Teff,World,2013,0.980127975
Tepary bean,World,2010,0.924312601
Tepary bean,World,2011,0.939476044
Tepary bean,World,2012,0.919121158
Tepary bean,World,2013,0.914466686
Thyme,World,2010,1.007741816
Thyme,World,2011,1.011522901
Thyme,World,2012,1.005500136
Thyme,World,2013,1.00487886
Tomatoes,World,2010,1.015841765
Tomatoes,World,2011,1.016793884
Tomatoes,World,2012,1.013329913
Tomatoes,World,2013,1.014975518
Triticale,World,2010,1.088658032
Triticale,World,2011,1.085913573
Triticale,World,2012,1.091196561
Triticale,World,2013,1.090695523
Tung nuts,World,2010,1.605758542
Tung nuts,World,2011,1.600781778
Tung nuts,World,2012,1.616836005
Tung nuts,World,2013,1.625060044
Turmeric,World,2010,0.551185166
Turmeric,World,2011,0.490332544
Turmeric,World,2012,0.528993433
Turmeric,World,2013,0.530682225
Turnips,World,2010,1.069524902
Turnips,World,2011,1.066942004
Turnips,World,2012,1.069322672
Turnips,World,2013,1.070247037
Ulluco,World,2010,0.999702042
Ulluco,World,2011,0.998582332
Ulluco,World,2012,0.999259739
Ulluco,World,2013,0.999133226
Vanilla,World,2010,1.041437624
Vanilla,World,2011,1.03660588
Vanilla,World,2012,1.036272379
Vanilla,World,2013,1.033386403
Velvet bean,World,2010,0.513064813
Velvet bean,World,2011,0.502637278
Velvet bean,World,2012,0.480610604
Velvet bean,World,2013,0.466957238
Vetch,World,2010,0.8961006
Vetch,World,2011,0.905422429
Vetch,World,2012,0.927783822
Vetch,World,2013,0.920794484
Walnuts,World,2010,1.015046052
Walnuts,World,2011,1.034743539
Walnuts,World,2012,1.004656425
Walnuts,World,2013,1.024603891
Watercress,World,2010,1.091752005
Watercress,World,2011,1.089312087
Watercress,World,2012,1.094301314
Watercress,World,2013,1.096020337
Watermelons,World,2010,1.01903446
Watermelons,World,2011,1.019577032
Watermelons,World,2012,1.020308751
Watermelons,World,2013,1.021848129
Wheat,World,2010,0.874691897
Wheat,World,2011,0.87624307
Wheat,World,2012,0.874347522
Wheat,World,2013,0.876590138
Wildrice,World,2010,1.010853657
Wildrice,World,2011,1.00531853
Wildrice,World,2012,1.003663
Wildrice,World,2013,1.003237656
Winged bean,World,2010,1.038437525
Winged bean,World,2011,1.039710942
Winged bean,World,2012,1.041411795
Winged bean,World,2013,1.042799561
Yams,World,2010,0.114337085
Yams,World,2011,0.111867138
Yams,World,2012,0.146780696
Yams,World,2013,0.141306599
"Yautia, cocoyam",World,2010,1.013026599
"Yautia, cocoyam",World,2011,1.01084814
"Yautia, cocoyam",World,2012,1.008201502
"Yautia, cocoyam",World,2013,1.005141538
Year bean,World,2010,0.924312601
Year bean,World,2011,0.939476044
Year bean,World,2012,0.919121158
Year bean,World,2013,0.914466686
Zucchini,World,2010,1.013136186
Zucchini,World,2011,1.01317317
Zucchini,World,2012,1.013226146
Zucchini,World,2013,1.013412514
