crop,country,year,production_global
Poppies,World,2013,0.456643369
Potatoes,World,2010,0.9823667
Potatoes,World,2011,0.983168571
Potatoes,World,2012,0.983237511
Potatoes,World,2013,0.982472882
Prickly pear,World,2010,0.973923342
Prickly pear,World,2011,0.973698015
Prickly pear,World,2012,0.973724444
Prickly pear,World,2013,0.97482385
Proso millet,World,2010,0.504704506
Proso millet,World,2011,0.412556767
Proso millet,World,2012,0.469188328
Proso millet,World,2013,0.46317123
Pumpkin,World,2010,0.989290838
Pumpkin,World,2011,0.989201912
Pumpkin,World,2012,0.987096228
Pumpkin,World,2013,0.986893318
Purging croton,World,2010,0.323716593
Purging croton,World,2011,0.284902174
Purging croton,World,2012,0.265891385
Purging croton,World,2013,0.276212905
Pyrethrum,World,2010,1
Pyrethrum,World,2011,1
Pyrethrum,World,2012,1
Pyrethrum,World,2013,1
Quinces,World,2010,0.703634239
Quinces,World,2011,0.682156987
Quinces,World,2012,0.67263791
Quinces,World,2013,0.648018342
Quinoa,World,2010,0.5
Quinoa,World,2011,0.5
Quinoa,World,2012,0.5
Quinoa,World,2013,0.5
Radish,World,2010,0.982014872
Radish,World,2011,0.982195032
Radish,World,2012,0.983406377
Radish,World,2013,0.98281308
Rambutan,World,2010,0.682423304
Rambutan,World,2011,0.710688822
Rambutan,World,2012,0.672925466
Rambutan,World,2013,0.704200146
Ramie,World,2010,0.993890879
Ramie,World,2011,0.992651835
Ramie,World,2012,0.991096595
Ramie,World,2013,0.990108029
Rapeseed and Mustards,World,2010,0.926782369
Rapeseed and Mustards,World,2011,0.923820529
Rapeseed and Mustards,World,2012,0.926656348
Rapeseed and Mustards,World,2013,0.944661496
Raspberries,World,2010,0.074575352
Raspberries,World,2011,0.07543441
Raspberries,World,2012,0.073575322
Raspberries,World,2013,0.078522334
Rhubarb,World,2010,0.245249084
Rhubarb,World,2011,0.231428939
Rhubarb,World,2012,0.246706139
Rhubarb,World,2013,0.254433931
Rice (African),World,2010,0.986551551
Rice (African),World,2011,0.986670669
Rice (African),World,2012,0.984505216
Rice (African),World,2013,0.984138597
Rice (Asian),World,2010,0.097661656
Rice (Asian),World,2011,0.097811516
Rice (Asian),World,2012,0.098641793
Rice (Asian),World,2013,0.099413946
Rice bean,World,2010,0.828542485
Rice bean,World,2011,0.833937975
Rice bean,World,2012,0.843984355
Rice bean,World,2013,0.84198012
Roselle,World,2010,0.991941934
Roselle,World,2011,0.991960618
Roselle,World,2012,0.991689102
Roselle,World,2013,0.99116185
"Rubber, natural",World,2010,0.985772597
"Rubber, natural",World,2011,0.984011744
"Rubber, natural",World,2012,0.984255696
"Rubber, natural",World,2013,0.984133182
Runner bean,World,2010,0.971094018
Runner bean,World,2011,0.978928441
Runner bean,World,2012,0.970500417
Runner bean,World,2013,0.968231288
Rye,World,2010,0.975674682
Rye,World,2011,0.979306625
Rye,World,2012,0.979630003
Rye,World,2013,0.983021513
Safflower,World,2010,0.7163653
Safflower,World,2011,0.710736212
Safflower,World,2012,0.773261957
Safflower,World,2013,0.595358866
Saffron,World,2010,0.905062494
Saffron,World,2011,0.866224127
Saffron,World,2012,0.854759462
Saffron,World,2013,0.838910574
Sago palm,World,2010,0.896012956
Sago palm,World,2011,0.897162041
Sago palm,World,2012,0.900108107
Sago palm,World,2013,0.897303642
Salsify,World,2010,0.987334666
Salsify,World,2011,0.988655031
Salsify,World,2012,0.989281931
Salsify,World,2013,0.988830662
Sapodilla,World,2010,0.979710815
Sapodilla,World,2011,0.980251105
Sapodilla,World,2012,0.980229454
Sapodilla,World,2013,0.980736393
Savory,World,2010,0.982014872
Savory,World,2011,0.982195032
Savory,World,2012,0.983406377
Savory,World,2013,0.98281308
Service tree,World,2010,0.979763285
Service tree,World,2011,0.978965219
Service tree,World,2012,0.976849079
Service tree,World,2013,0.974641365
Sesame,World,2010,0.626437896
Sesame,World,2011,0.656733644
Sesame,World,2012,0.7294466
Sesame,World,2013,0.681962041
Shala tree,World,2010,0.935425358
Shala tree,World,2011,0.943845442
Shala tree,World,2012,0.948393662
Shala tree,World,2013,0.951074512
Sisal,World,2010,0.906927063
Sisal,World,2011,0.955345003
Sisal,World,2012,0.859506506
Sisal,World,2013,0.986072701
Snake plant,World,2010,0.968437392
Snake plant,World,2011,0.968664124
Snake plant,World,2012,0.968564662
Snake plant,World,2013,0.967833471
Sorghum,World,2010,0.615746104
Sorghum,World,2011,0.612652111
Sorghum,World,2012,0.6245471
Sorghum,World,2013,0.629780363
Sorrel,World,2010,0.963978032
Sorrel,World,2011,0.964002269
Sorrel,World,2012,0.965896633
Sorrel,World,2013,0.965466972
Soursop,World,2010,0.979710815
Soursop,World,2011,0.980251105
Soursop,World,2012,0.980229454
Soursop,World,2013,0.980736393
Soybeans,World,2010,0.891158696
Soybeans,World,2011,0.894009216
Soybeans,World,2012,0.896809096
Soybeans,World,2013,0.916434781
Spinach,World,2010,0.985109734
Spinach,World,2011,0.98876731
Spinach,World,2012,0.990580299
Spinach,World,2013,0.98901404
Strawberries,World,2010,0.859739956
Strawberries,World,2011,0.864026978
Strawberries,World,2012,0.869968617
Strawberries,World,2013,0.879072683
Strawberry tree,World,2010,0.958792611
Strawberry tree,World,2011,0.958883167
Strawberry tree,World,2012,0.95604553
Strawberry tree,World,2013,0.958405632
Sugar apple,World,2010,0.979710815
Sugar apple,World,2011,0.980251105
Sugar apple,World,2012,0.980229454
Sugar apple,World,2013,0.980736393
Sugar beets,World,2010,0.304085599
Sugar beets,World,2011,0.309272703
Sugar beets,World,2012,0.330040559
Sugar beets,World,2013,0.319514071
Sugarcane,World,2010,0.762095588
Sugarcane,World,2011,0.731914874
Sugarcane,World,2012,0.725334379
Sugarcane,World,2013,0.744390378
Sunflowers,World,2010,0.97004067
Sunflowers,World,2011,0.983225914
Sunflowers,World,2012,0.973998804
Sunflowers,World,2013,0.984471638
Sunn hemp,World,2010,0.68970042
Sunn hemp,World,2011,0.678460122
Sunn hemp,World,2012,0.671960784
Sunn hemp,World,2013,0.677304746
Sweetpotatoes,World,2010,0.995049518
Sweetpotatoes,World,2011,0.994680473
Sweetpotatoes,World,2012,0.99485728
Sweetpotatoes,World,2013,0.994785501
Sword bean,World,2010,0.940773713
Sword bean,World,2011,0.935595091
Sword bean,World,2012,0.947781104
Sword bean,World,2013,0.951042643
Tallowtree,World,2010,0
Tallowtree,World,2011,0
Tallowtree,World,2012,0
Tallowtree,World,2013,0
Tamarind,World,2010,0.885329539
Tamarind,World,2011,0.885056183
Tamarind,World,2012,0.88532711
Tamarind,World,2013,0.887521751
Taro,World,2010,0.923094935
Taro,World,2011,0.921132697
Taro,World,2012,0.929078992
Taro,World,2013,0.921680856
Tarragon,World,2010,0.118164702
Tarragon,World,2011,0.116412036
Tarragon,World,2012,0.127001166
Tarragon,World,2013,0.129594107
Tea,World,2010,0.245951855
Tea,World,2011,0.220556105
Tea,World,2012,0.20865543
Tea,World,2013,0.201866307
Teff,World,2010,0.957743993
Teff,World,2011,0.94426972
Teff,World,2012,0.946415356
Teff,World,2013,0.918135732
Tepary bean,World,2010,0.971094018
Tepary bean,World,2011,0.978928441
Tepary bean,World,2012,0.970500417
Tepary bean,World,2013,0.968231288
Thyme,World,2010,0.952355367
Thyme,World,2011,0.933037782
Thyme,World,2012,0.927719526
Thyme,World,2013,0.919633116
Tobacco,World,2010,0.992279003
Tobacco,World,2011,0.992212367
Tobacco,World,2012,0.992250248
Tobacco,World,2013,0.99176196
Tomatoes,World,2010,0.977925338
Tomatoes,World,2011,0.980704899
Tomatoes,World,2012,0.975614208
Tomatoes,World,2013,0.97685833
Triticale,World,2010,0.972663389
Triticale,World,2011,0.955569428
Triticale,World,2012,0.959268515
Triticale,World,2013,0.952448746
Tung nuts,World,2010,0.066959588
Tung nuts,World,2011,0.067040815
Tung nuts,World,2012,0.070146006
Tung nuts,World,2013,0.071800573
Turmeric,World,2010,0.280860261
Turmeric,World,2011,0.32745859
Turmeric,World,2012,0.352123175
Turmeric,World,2013,0.376290377
Turnips,World,2010,0.821393711
Turnips,World,2011,0.816992564
Turnips,World,2012,0.810860915
Turnips,World,2013,0.814743655
Ulluco,World,2010,0.961209464
Ulluco,World,2011,0.960364124
Ulluco,World,2012,0.9593191
Ulluco,World,2013,0.959577179
Vanilla,World,2010,0.961318052
Vanilla,World,2011,0.963811002
Vanilla,World,2012,0.957749447
Vanilla,World,2013,0.947039106
Velvet bean,World,2010,0.448173151
Velvet bean,World,2011,0.465911085
Velvet bean,World,2012,0.472376701
Velvet bean,World,2013,0.490014793
Velvet leaf,World,2010,0.833123177
Velvet leaf,World,2011,0.827388931
Velvet leaf,World,2012,0.836694141
Velvet leaf,World,2013,0.849076105
Vetch,World,2010,0.507688474
Vetch,World,2011,0.626587316
Vetch,World,2012,0.625138279
Vetch,World,2013,0.561814534
Walnuts,World,2010,0.819752251
Walnuts,World,2011,0.839118271
Walnuts,World,2012,0.856481538
Walnuts,World,2013,0.825205261
Watercress,World,2010,0.953404924
Watercress,World,2011,0.954904231
Watercress,World,2012,0.956679741
Watercress,World,2013,0.956354017
Watermelons,World,2010,0.996211608
Watermelons,World,2011,0.997123186
Watermelons,World,2012,0.996982688
Watermelons,World,2013,0.997118022
Wheat,World,2010,0.80832502
Wheat,World,2011,0.788298372
Wheat,World,2012,0.818160742
Wheat,World,2013,0.800363435
Wildrice,World,2010,1
Wildrice,World,2011,1
Wildrice,World,2012,1
Wildrice,World,2013,1
Winged bean,World,2010,0.925024142
Winged bean,World,2011,0.925633524
Winged bean,World,2012,0.935618684
Winged bean,World,2013,0.939256173
Yams,World,2010,0.064117292
Yams,World,2011,0.067691478
Yams,World,2012,0.082960299
Yams,World,2013,0.082593198
"Yautia, cocoyam",World,2010,0.074662059
"Yautia, cocoyam",World,2011,0.055997778
"Yautia, cocoyam",World,2012,0.038179161
"Yautia, cocoyam",World,2013,0.021140797
Year bean,World,2010,0.971094018
Year bean,World,2011,0.978928441
Year bean,World,2012,0.970500417
Year bean,World,2013,0.968231288
Zucchini,World,2010,0.983364762
Zucchini,World,2011,0.983970279
Zucchini,World,2012,0.982870893
Zucchini,World,2013,0.983831175
