crop,country,year,export_quantity_global
Sugar beets,World,2013,0.123867365
Sunflowers,World,2010,0.982406532
Sunflowers,World,2011,0.989520496
Sunflowers,World,2012,0.993676961
Sunflowers,World,2013,0.990748184
Sweetpotatoes,World,2010,0.963807387
Sweetpotatoes,World,2011,0.950519323
Sweetpotatoes,World,2012,0.95209188
Sweetpotatoes,World,2013,0.946487585
Tallowtree,World,2010,0.998928386
Tallowtree,World,2011,0.998171055
Tallowtree,World,2012,0.998237172
Tallowtree,World,2013,0.993526144
Tamarind,World,2010,0.993922721
Tamarind,World,2011,0.994804558
Tamarind,World,2012,0.995844093
Tamarind,World,2013,0.992691551
Tarragon,World,2010,0.400833327
Tarragon,World,2011,0.374934185
Tarragon,World,2012,0.398481518
Tarragon,World,2013,0.362799778
Tea,World,2010,0.400967317
Tea,World,2011,0.343953565
Tea,World,2012,0.339588308
Tea,World,2013,0.411588217
Teff,World,2010,0.996230352
Teff,World,2011,0.996357108
Teff,World,2012,0.996977704
Teff,World,2013,0.997917024
Tepary bean,World,2010,0.975029125
Tepary bean,World,2011,0.974892297
Tepary bean,World,2012,0.97778917
Tepary bean,World,2013,0.96947045
Thyme,World,2010,0.904066628
Thyme,World,2011,0.912330684
Thyme,World,2012,0.911590734
Thyme,World,2013,0.910761118
Tobacco,World,2010,0.988069346
Tobacco,World,2011,0.98853457
Tobacco,World,2012,0.983914708
Tobacco,World,2013,0.984376948
Tomatoes,World,2010,0.888268737
Tomatoes,World,2011,0.893255641
Tomatoes,World,2012,0.891580566
Tomatoes,World,2013,0.88887076
Triticale,World,2010,1
Triticale,World,2011,0.999889044
Triticale,World,2012,0.998501478
Triticale,World,2013,0.999943703
Turmeric,World,2010,0.543631969
Turmeric,World,2011,0.515331717
Turmeric,World,2012,0.518740197
Turmeric,World,2013,0.537078519
Ulluco,World,2010,0.8875
Ulluco,World,2011,0.875894451
Ulluco,World,2012,0.940816574
Ulluco,World,2013,0.969072842
Vanilla,World,2010,0.971738724
Vanilla,World,2011,0.976652469
Vanilla,World,2012,0.982086558
Vanilla,World,2013,0.99118139
Walnuts,World,2010,0.949390534
Walnuts,World,2011,0.951477759
Walnuts,World,2012,0.933937225
Walnuts,World,2013,0.934512909
Watercress,World,2010,0.610764723
Watercress,World,2011,0.599829365
Watercress,World,2012,0.654188932
Watercress,World,2013,0.633803316
Watermelons,World,2010,0.998725662
Watermelons,World,2011,0.997349687
Watermelons,World,2012,0.998029311
Watermelons,World,2013,0.991500838
Wheat,World,2010,0.856719026
Wheat,World,2011,0.851379673
Wheat,World,2012,0.844825324
Wheat,World,2013,0.864297693
Year bean,World,2010,0.975029125
Year bean,World,2011,0.974892297
Year bean,World,2012,0.97778917
Year bean,World,2013,0.96947045
Zucchini,World,2010,0.92829984
Zucchini,World,2011,0.928066152
Zucchini,World,2012,0.937718949
Zucchini,World,2013,0.697757446
