crop,country,year,clp_export_quantity,clp_export_value,clp_import_quantity,clp_import_value
Elderberry,World,2019,0.029292428,0.039659603,0.028903626,0.036757099
Esparto,World,2019,NA,NA,NA,NA
Ethiopian rape,World,2019,0.032108513,0.028303333,0.048355366,0.048314308
Faba beans,World,2019,0.011109771,0.014178847,0.022685537,0.023870499
Feijoa,World,2019,0.01007882,0.012460427,0.008923459,0.00877711
Fennel,World,2019,0.028924637,0.030034714,0.074104884,0.079511786
Fenugreek,World,2019,0.038218373,0.039877073,0.101220375,0.09238228
Fig leaf gourd,World,2019,0.022813577,0.01921623,0.024655959,0.025042784
Figs,World,2019,0.020882176,0.02090017,0.055700118,0.051536917
Finger millet,World,2019,0.021829724,0.027017382,0.078659309,0.078345285
Fique,World,2019,NA,NA,NA,NA
Flax,World,2019,0.017984982,0.018871603,0.028051201,0.029404065
Fonio,World,2019,0.008201906,0.006404116,0.005742655,0.006741195
Foxtail millet,World,2019,0.021829724,0.027017382,0.078659309,0.078345285
Garlic,World,2019,0.007781082,0.008663527,0.067354018,0.072719154
Giant cabuya,World,2019,NA,NA,NA,NA
Ginger,World,2019,0.010506614,0.012956729,0.04440218,0.049837273
Gooseberries,World,2019,0.004216554,0.003442463,0.004824627,0.003497775
Grapefruits,World,2019,0.02853175,0.029476664,0.046419745,0.043421959
Grapes,World,2019,0.031484605,0.028600348,0.060221661,0.052889868
Grasspea,World,2019,NA,NA,NA,NA
Groundnuts,World,2019,0.024082747,0.024446486,0.071763583,0.065766657
Guavas,World,2019,0.025423198,0.029655928,0.033766254,0.034564316
Guayule,World,2019,NA,NA,NA,NA
Gutta-percha,World,2019,NA,NA,NA,NA
Hazelnuts,World,2019,0.007836666,0.00767286,0.036807063,0.034566863
Hemp,World,2019,NA,NA,NA,NA
Hops,World,2019,0.016328965,0.010960385,0.065206592,0.068761963
Horseradish,World,2019,0.040792915,0.042780602,0.062995653,0.060140572
Huckleberry,World,2019,NA,NA,NA,NA
Jack bean,World,2019,NA,NA,NA,NA
Jackfruit,World,2019,0.01007882,0.012460427,0.008923459,0.00877711
Japanese millet,World,2019,0.021829724,0.027017382,0.078659309,0.078345285
Jelutong,World,2019,NA,NA,NA,NA
Jerusalem artichoke,World,2019,0.0333979,0.039511249,0.038189391,0.036365597
Jicama,World,2019,NA,NA,NA,NA
Jojoba,World,2019,NA,NA,NA,NA
Jujube,World,2019,0.029292428,0.039659603,0.028903626,0.036757099
Jute,World,2019,0.005090277,0.006958375,0.021649944,0.028523701
Kaniwa,World,2019,NA,NA,NA,NA
Kapok,World,2019,NA,NA,NA,NA
Karite nuts,World,2019,NA,NA,NA,NA
Kenaf,World,2019,NA,NA,NA,NA
Kiwi fruit,World,2019,0.015226423,0.013607302,0.062108116,0.053116995
Kiwicha,World,2019,NA,NA,NA,NA
Kodo millet,World,2019,0.021829724,0.027017382,0.078659309,0.078345285
Kola nuts,World,2019,0.002759301,0.007498863,0.004908812,0.010550389
Kumquat,World,2019,0.02925971,0.029580693,0.051710486,0.045844671
Lablab,World,2019,NA,NA,NA,NA
Leeks and other alliaceous vegetables,World,2019,0.02062539,0.021069404,0.041856443,0.037861483
Lemons and limes,World,2019,0.025959209,0.026892209,0.053249317,0.055801855
Lentils,World,2019,0.009387802,0.011122125,0.054791147,0.060174974
Lettuce,World,2019,0.02251639,0.020345559,0.042470893,0.039066484
Lima bean,World,2019,0.029245108,0.030113823,0.080580993,0.075082737
Litchi,World,2019,0.029292428,0.039659603,0.028903626,0.036757099
Little millet,World,2019,0.021829724,0.027017382,0.078659309,0.078345285
Longan,World,2019,0.01007882,0.012460427,0.008923459,0.00877711
Loquat,World,2019,0.029292428,0.039659603,0.028903626,0.036757099
Lupins,World,2019,NA,NA,NA,NA
Maca,World,2019,0.0333979,0.039511249,0.038189391,0.036365597
Macadamia nut,World,2019,0.031526814,0.027528689,0.036735476,0.037240077
Mahuwa,World,2019,0.037570342,0.059653975,0.055598927,0.06306887
Maize,World,2019,0.022014304,0.028082376,0.07255361,0.08328473
Mamey sapote,World,2019,0.01007882,0.012460427,0.008923459,0.00877711
Mammee,World,2019,0.01007882,0.012460427,0.008923459,0.00877711
Mandarines,World,2019,0.039035244,0.035472968,0.074080921,0.064198393
Mango,World,2019,0.025423198,0.029655928,0.033766254,0.034564316
Mangosteen,World,2019,0.025423198,0.029655928,0.033766254,0.034564316
Maple sugar,World,2019,0.007546847,0.004556561,0.006855942,0.005377914
Marjoram,World,2019,0.040792915,0.042780602,0.062995653,0.060140572
Mashua,World,2019,0.0333979,0.039511249,0.038189391,0.036365597
Mat bean,World,2019,0.029245108,0.030113823,0.080580993,0.075082737
Mate,World,2019,0.031257668,0.030832238,0.047650329,0.071556671
Mauka,World,2019,0.0333979,0.039511249,0.038189391,0.036365597
Medlar,World,2019,0.029292428,0.039659603,0.028903626,0.036757099
Melons,World,2019,0.02624144,0.029461203,0.032522078,0.034817115
Mombin,World,2019,0.01007882,0.012460427,0.008923459,0.00877711
Mulberry,World,2019,NA,NA,NA,NA
Mung bean,World,2019,0.029245108,0.030113823,0.080580993,0.075082737
Myrtle,World,2019,NA,NA,NA,NA
Naranjilla,World,2019,0.01007882,0.012460427,0.008923459,0.00877711
New Zealand flax,World,2019,NA,NA,NA,NA
New Zealand Spinach,World,2019,0.021496867,0.01719107,0.026177102,0.02716982
Noog,World,2019,0.037570342,0.059653975,0.055598927,0.06306887
Nutmeg,World,2019,0.013797868,0.016312121,0.050939332,0.051742619
Oats,World,2019,0.018101726,0.024058727,0.036294205,0.058922239
Oca,World,2019,0.0333979,0.039511249,0.038189391,0.036365597
Oil palm,World,2019,0.009637928,0.010763259,0.06352415,0.06464228
Oiticica,World,2019,0.037570342,0.059653975,0.055598927,0.06306887
Okra,World,2019,NA,NA,NA,NA
Olives,World,2019,0.014712559,0.013822911,0.049487029,0.04964306
Onions,World,2019,0.038604051,0.036184286,0.097524959,0.085465527
Orache,World,2019,0.021496867,0.01719107,0.026177102,0.02716982
Oranges,World,2019,0.039035244,0.035472968,0.074080921,0.064198393
Papayas,World,2019,0.018120481,0.021579098,0.020856339,0.028781909
Parsley,World,2019,0.040792915,0.042780602,0.062995653,0.060140572
Parsnip,World,2019,0.040792915,0.042780602,0.062995653,0.060140572
Passionfruit,World,2019,0.01007882,0.012460427,0.008923459,0.00877711
Pawpaw,World,2019,0.029292428,0.039659603,0.028903626,0.036757099
Peaches and nectarines,World,2019,0.024909507,0.023766982,0.052481539,0.048413707
Pearl millet,World,2019,0.021829724,0.027017382,0.078659309,0.078345285
Pears,World,2019,0.024688817,0.026019087,0.061991693,0.058959105
Peas,World,2019,0.016979802,0.025488811,0.039630962,0.052050042
Pecan,World,2019,0.031526814,0.027528689,0.036735476,0.037240077
Pepper,World,2019,0.025847211,0.023871332,0.075847391,0.065176796
Peppermint,World,2019,NA,NA,0.004219409,0.004219409
Perilla,World,2019,0.037570342,0.059653975,0.055598927,0.06306887
Persimmons,World,2019,0.01220321,0.013414332,0.022186683,0.025357324
Physic nut,World,2019,0.037570342,0.059653975,0.055598927,0.06306887
Pigeonpeas,World,2019,NA,NA,NA,NA
Pili nut,World,2019,0.031526814,0.027528689,0.036735476,0.037240077
Pine nut,World,2019,0.031526814,0.027528689,0.036735476,0.037240077
Pineapples,World,2019,0.022731053,0.027654935,0.043167292,0.047690673
Pistachios,World,2019,0.012968515,0.01337255,0.030421909,0.031985933
Plantains,World,2019,0.026107876,0.03262994,0.046374122,0.050554018
Plums,World,2019,0.036453645,0.030629412,0.06254991,0.059464926
Pomegranate,World,2019,0.029292428,0.039659603,0.028903626,0.036757099
Pongamia oil,World,2019,0.037570342,0.059653975,0.055598927,0.06306887
Poppies,World,2019,0.020519335,0.018484824,0.035351796,0.035381249
Potatoes,World,2019,0.032843392,0.027822591,0.085158398,0.088493587
Prickly pear,World,2019,0.029292428,0.039659603,0.028903626,0.036757099
Proso millet,World,2019,0.021829724,0.027017382,0.078659309,0.078345285
Pumpkin,World,2019,0.022813577,0.01921623,0.024655959,0.025042784
Purging croton,World,2019,0.037570342,0.059653975,0.055598927,0.06306887
Pyrethrum,World,2019,0.020891187,0.017717686,0.009159541,0.005815357
Quinces,World,2019,0.014382892,0.014687335,0.033996284,0.033169449
Quinoa,World,2019,NA,NA,NA,NA
Radish,World,2019,0.040792915,0.042780602,0.062995653,0.060140572
Rambutan,World,2019,0.01007882,0.012460427,0.008923459,0.00877711
Ramie,World,2019,NA,NA,NA,NA
Rapeseed and Mustards,World,2019,0.026255086,0.026477698,0.037232927,0.03921185
Raspberries,World,2019,NA,NA,NA,NA
Rhubarb,World,2019,0.040792915,0.042780602,0.062995653,0.060140572
Rice (African),World,2019,0.022321222,0.023841661,0.120172846,0.11899183
Rice (Asian),World,2019,0.022321222,0.023841661,0.120172846,0.11899183
Rice bean,World,2019,0.029245108,0.030113823,0.080580993,0.075082737
Roselle,World,2019,NA,NA,NA,NA
"Rubber, natural",World,2019,0.014341876,0.014755507,0.032414315,0.033910661
Runner bean,World,2019,0.029245108,0.030113823,0.080580993,0.075082737
Rye,World,2019,0.020850479,0.022778446,0.029017804,0.032053637
Safflower,World,2019,0.007205578,0.008341204,0.012828261,0.014117436
Saffron,World,2019,0.038218373,0.039877073,0.101220375,0.09238228
Sago palm,World,2019,0.0333979,0.039511249,0.038189391,0.036365597
Salsify,World,2019,0.040792915,0.042780602,0.062995653,0.060140572
Sapodilla,World,2019,0.01007882,0.012460427,0.008923459,0.00877711
Savory,World,2019,0.040792915,0.042780602,0.062995653,0.060140572
Service tree,World,2019,0.029292428,0.039659603,0.028903626,0.036757099
Sesame,World,2019,0.033354474,0.034860074,0.038646045,0.041600661
Shala tree,World,2019,0.037570342,0.059653975,0.055598927,0.06306887
Sisal,World,2019,NA,NA,NA,NA
Snake plant,World,2019,NA,NA,NA,NA
Sorghum,World,2019,0.009736621,0.011199192,0.030681539,0.035890527
Sorrel,World,2019,0.040792915,0.042780602,0.062995653,0.060140572
Soursop,World,2019,0.01007882,0.012460427,0.008923459,0.00877711
Soybeans,World,2019,0.014710622,0.016502502,0.047236262,0.049211778
Spinach,World,2019,0.021496867,0.01719107,0.026177102,0.02716982
Strawberries,World,2019,0.018431461,0.019046231,0.034960019,0.037195965
Strawberry tree,World,2019,0.029292428,0.039659603,0.028903626,0.036757099
Sugar apple,World,2019,0.01007882,0.012460427,0.008923459,0.00877711
Sugar beets,World,2019,0.015919772,0.02108588,0.014947161,0.024060999
Sugarcane,World,2019,NA,NA,NA,NA
Sunflowers,World,2019,0.028122541,0.035202588,0.075948821,0.089045229
Sunn hemp,World,2019,NA,NA,NA,NA
Sweetpotatoes,World,2019,0.0242161,0.026209083,0.035245528,0.033571696
Sword bean,World,2019,NA,NA,NA,NA
Tallowtree,World,2019,0.017208523,0.016783888,0.051176727,0.050422729
Tamarind,World,2019,0.029292428,0.039659603,0.028903626,0.036757099
Taro,World,2019,NA,NA,NA,NA
Tarragon,World,2019,0.040792915,0.042780602,0.062995653,0.060140572
Tea,World,2019,0.027616678,0.031593445,0.080390545,0.086425993
Teff,World,2019,0.021829724,0.027017382,0.078659309,0.078345285
Tepary bean,World,2019,0.029245108,0.030113823,0.080580993,0.075082737
Thyme,World,2019,0.038218373,0.039877073,0.101220375,0.09238228
Tobacco,World,2019,0.063139354,0.067097296,0.099647011,0.097878105
Tomatoes,World,2019,0.034698764,0.031931793,0.073272944,0.061828493
Triticale,World,2019,0.01598616,0.018257496,0.015337111,0.017235245
Tung nuts,World,2019,NA,NA,NA,NA
Turmeric,World,2019,0.038218373,0.039877073,0.101220375,0.09238228
Turnips,World,2019,NA,NA,NA,NA
Ulluco,World,2019,0.0333979,0.039511249,0.038189391,0.036365597
Vanilla,World,2019,0.030620772,0.024020721,0.039370545,0.029364442
Velvet bean,World,2019,NA,NA,NA,NA
Velvet leaf,World,2019,NA,NA,NA,NA
Vetch,World,2019,NA,NA,NA,NA
Walnuts,World,2019,0.020505763,0.020009918,0.050344749,0.055190965
Watercress,World,2019,0.040792915,0.042780602,0.062995653,0.060140572
Watermelons,World,2019,0.035626987,0.031204089,0.042712803,0.040209126
Wheat,World,2019,0.036262602,0.039177638,0.125291819,0.130398129
Wildrice,World,2019,NA,NA,NA,NA
Winged bean,World,2019,NA,NA,NA,NA
Yams,World,2019,NA,NA,NA,NA
"Yautia, cocoyam",World,2019,NA,NA,NA,NA
Year bean,World,2019,0.029245108,0.030113823,0.080580993,0.075082737
Zucchini,World,2019,0.022813577,0.01921623,0.024655959,0.025042784
