"crop_name","country_iso2","country_name","year","c_area_harvested","c_production","clp_import_quantity","clp_import_value","clp_export_quantity","clp_export_value","fs_food_supply_quantity_g","fs_food_supply_kcal","fs_protein_supply_quantity","fs_fat_supply_quantity","vap_gross_production_value_us","gp_index_crops","gp_index_crops_lives_products","gp_index_food_supply","gp_index_value_agricultural_production","compose_index"
"Proso millet","","World","2013",31216989,26413944,348129,170993,280492,117230,NA,NA,NA,NA,8938.717089,0.0285535515426878,0.0010223873632381,NA,0.0255874995955851,0.018387812833837
"Pumpkin","","World","2010",1736070,22763108,892312,967026,568796,600190,283.67,71,3.79,0.59,8028.022937,0.00718646908669717,0.00422235869805798,0.345763225678197,0.0229805294590259,0.0950381457304946
"Pumpkin","","World","2011",1780650,23661986,938910,884763,599923,526115,286.58,71,3.82,0.6,8561.915827,0.00745366528199247,0.0039510204921494,0.348936899770159,0.0245088612456028,0.096212611697476
"Pumpkin","","World","2012",1821600,23917255,1158646,1180261,804707,785720,296.09,73,3.93,0.61,8900.281181,0.00754912806899691,0.00539047674959479,0.359846582517087,0.0254774722454507,0.0995659148952823
"Pumpkin","","World","2013",1851136,24522500,1210850,1292064,1179516,1256161,NA,NA,NA,NA,9673.60717,0.00772870720530348,0.00691827026324772,NA,0.0276912097057392,0.0141127290580968
"Purging croton","","World","2010",1625481,2850441,455710,558018,421025,363968,0.34,1,0.07,0.09,992.579453,0.00187438682328941,0.00249695741876053,0.0040570020809653,0.00284073716985972,0.00281727087321874
"Purging croton","","World","2011",1651134,3330732,481585,594953,660991,413367,0.38,1,0.08,0.09,1499.413426,0.00201842459690456,0.00285754034664624,0.00424712445378714,0.00429160959382657,0.00335367474779113
"Purging croton","","World","2012",1695971,3624339,382163,545902,561933,463546,0.38,1,0.08,0.09,1641.548556,0.00212665803530142,0.00273275007463636,0.00424712445378714,0.00469848827911538,0.00345125521071007
"Purging croton","","World","2013",1727446,3728159,416629,749535,683806,650727,NA,NA,NA,NA,1670.582322,0.00217574239500907,0.00364967289108859,NA,0.00478160088146121,0.00353567205585296
"Pyrethrum","","World","2010",15491,5468,6517,36591,2327,7033,NA,NA,NA,NA,1.879769,1.19111928402945e-05,9.43447406980242e-05,NA,4.74169891627839e-06,3.6999210818199e-05
"Pyrethrum","","World","2011",17739,7459,7780,40304,1656,4482,NA,NA,NA,NA,1.722044,1.39907791791593e-05,9.66723919633818e-05,NA,4.29019237713372e-06,3.83177878398916e-05
"Pyrethrum","","World","2012",19447,8195,8099,40220,1558,5184,NA,NA,NA,NA,1.467252,1.53665980234604e-05,9.81702313988648e-05,NA,3.56082002575158e-06,3.90325498160256e-05
"Pyrethrum","","World","2013",21731,8738,6001,42690,1065,9509,NA,NA,NA,NA,1.479394,1.70903892963557e-05,0.000110671017981576,NA,3.59557794236781e-06,4.37856617400999e-05
"Quinces","","World","2010",63892,537350,18441,18265,20371,20989,65.96,28,0.34,0.33,324.544707,0.000185260059303947,0.000108177524045885,0.0819438251015883,0.000928408393858161,0.0207914177696991
"Quinces","","World","2011",68777,572467,16556,16405,21787,19561,68.08,29,0.35,0.34,350.25742,0.00019787466282506,0.000101050736639656,0.0845939586923702,0.00100201408768381,0.0214737245448797
"Quinces","","World","2012",72914,602948,25730,26264,29112,26942,70.36,30,0.36,0.35,348.186604,0.000208752569564735,0.000147906536301867,0.0873791909051461,0.000996086131016409,0.0221829840355073
"Quinces","","World","2013",81705,676754,21452,22985,33546,37537,NA,NA,NA,NA,425.250525,0.00023424326314448,0.000164288207769248,NA,0.00121669075465647,0.000538407408523398
"Quinoa","","World","2010",96438,80069,NA,NA,NA,NA,2.12,6,0.18,0.02,83.348799,8.75585077155698e-05,NA,0.00782814777168925,0.000237956470086182,0.00271788758316367
"Quinoa","","World","2011",101564,84644,NA,NA,NA,NA,2.17,7,0.18,0.02,96.545479,9.2309691292623e-05,NA,0.00832657047062444,0.000275733533424268,0.00289820456511378
"Quinoa","","World","2012",172577,97862,NA,NA,NA,NA,2.06,6,0.17,0.02,119.73815,0.000144941421511129,NA,0.00762113807111816,0.00034212530782104,0.00270273493348344
"Quinoa","","World","2013",195467,118175,NA,NA,NA,NA,NA,NA,NA,NA,193.819817,0.000166127052420083,NA,NA,0.000554192875303923,0.000360159963862003
"Radish","","World","2010",18400753,259721091,2399248,2480279,3251236,3268037,283.67,71,3.79,0.59,77665.050267,0.0810241339472912,0.0158480385917066,0.345763225678197,0.222324788175722,0.166240046598229
"Radish","","World","2011",18372783,260792753,2608363,2709243,3375853,3295271,286.58,71,3.82,0.6,89418.891726,0.0812865389830482,0.016591688396281,0.348936899770159,0.255971554882383,0.175696670507968
"Radish","","World","2012",19028297,271900678,2451482,2586994,3002047,3004214,296.09,73,3.93,0.61,92384.308643,0.0846608439174669,0.0153591693432372,0.359846582517087,0.264460412890408,0.18108175216705
"Radish","","World","2013",19757918,277946312,2625756,3170254,2883011,3301102,NA,NA,NA,NA,95421.558641,0.0867554459507617,0.0172039502151519,NA,0.273154901621517,0.125704765929144
"Rambutan","","World","2010",2900373,20215994,762573,644135,580010,353614,65.96,28,0.34,0.33,10294.620887,0.00732272017813924,0.00296398743452612,0.0819438251015883,0.0294689352034348,0.0304248669794221
"Rambutan","","World","2011",3164798,20843720,811232,755461,646342,399423,68.08,29,0.35,0.34,12555.026886,0.00767080423766747,0.0033635009670766,0.0845939586923702,0.0359396157529376,0.032891969912513
"Rambutan","","World","2012",3194968,22546163,925943,995019,820875,525894,70.36,30,0.36,0.35,13363.450215,0.00813930262286523,0.00431173939717596,0.0873791909051461,0.0382538235160735,0.0345210141103152
"Rambutan","","World","2013",3207702,23243400,976575,1180320,841345,584348,NA,NA,NA,NA,13489.645919,0.00833143809531704,0.00485669709996857,NA,0.0386150737019537,0.0172677362990798
"Ramie","","World","2010",98825,192526,NA,NA,NA,NA,NA,NA,NA,NA,160.968543,0.000118778544896935,NA,NA,0.000460152203056447,0.000289465373976691
"Ramie","","World","2011",85141,161770,NA,NA,NA,NA,NA,NA,NA,NA,219.345671,0.00010121973998856,NA,NA,0.000627263663056353,0.000364241701522456
"Ramie","","World","2012",69930,133289,NA,NA,NA,NA,NA,NA,NA,NA,202.687346,8.32020735539922e-05,NA,NA,0.000579577229905634,0.000331389651729813
"Ramie","","World","2013",63600,122758,NA,NA,NA,NA,NA,NA,NA,NA,98.653073,7.60514818117967e-05,NA,NA,0.000281766771483308,0.000178909126647552
"Rapeseed and Mustards","","World","2010",32886293,60473711,55096953,29986265,54874900,29159716,4.03,35,0,4,28874.927675,0.0386642236332929,0.197632513818674,0.118371407152371,0.0826572694186578,0.109331353505749
"Rapeseed and Mustards","","World","2011",34476640,63378722,57492318,42605436,56771624,40718239,4.12,36,0,4.08,37094.617083,0.0405288875181476,0.250712464202272,0.120883802526607,0.106187106270458,0.129578065129371
"Rapeseed and Mustards","","World","2012",35305580,63195153,62421999,45995033,63449761,45901953,3.9,34,0,3.86,38636.695995,0.0410544289091339,0.27655942715583,0.114340088607786,0.110601490246651,0.13563885872985
"Rapeseed and Mustards","","World","2013",37046669,73622344,64656749,46080760,68000566,46552718,NA,NA,NA,NA,42270.598504,0.0450012053697658,0.282742632514572,NA,0.121003967630881,0.149582601838406
"Raspberries","","World","2010",106356,521694,NA,NA,NA,NA,65.96,28,0.34,0.33,1202.461137,0.000210538005881971,NA,0.0819438251015883,0.00344154840950274,0.0285319705056577
"Raspberries","","World","2011",106806,597424,NA,NA,NA,NA,68.08,29,0.35,0.34,1340.206983,0.000230760786038905,NA,0.0845939586923702,0.0038358622482031,0.0295535272422041
"Raspberries","","World","2012",102175,566558,NA,NA,NA,NA,70.36,30,0.36,0.35,1384.676951,0.00021943969821023,NA,0.0873791909051461,0.00396316281150983,0.0305205978049554
"Raspberries","","World","2013",92597,584524,NA,NA,NA,NA,NA,NA,NA,NA,1521.647309,0.00021753334958344,NA,NA,0.00435525672373672,0.00228639503666008
"Rhubarb","","World","2010",18400753,259721091,2399248,2480279,3251236,3268037,283.67,71,3.79,0.59,77665.050267,0.0810241339472912,0.0158480385917066,0.345763225678197,0.222324788175722,0.166240046598229
"Rhubarb","","World","2011",18372783,260792753,2608363,2709243,3375853,3295271,286.58,71,3.82,0.6,89418.891726,0.0812865389830482,0.016591688396281,0.348936899770159,0.255971554882383,0.175696670507968
"Rhubarb","","World","2012",19028297,271900678,2451482,2586994,3002047,3004214,296.09,73,3.93,0.61,92384.308643,0.0846608439174669,0.0153591693432372,0.359846582517087,0.264460412890408,0.18108175216705
"Rhubarb","","World","2013",19757918,277946312,2625756,3170254,2883011,3301102,NA,NA,NA,NA,95421.558641,0.0867554459507617,0.0172039502151519,NA,0.273154901621517,0.125704765929144
"Rice (African)","","World","2010",693740399,NA,31920942,20841526,33667567,20292800,148.3,547,10.24,1.89,248136.623625,NA,0.130036201454734,0.581637127974212,0.710319906954715,0.473997745461221
"Rice (African)","","World","2011",706179279,NA,35426797,24182629,37660616,24158859,148.85,548,10.23,1.85,332021.44803,NA,0.150153124148221,0.581411287139655,0.950450176435518,0.560671529241131
"Rice (African)","","World","2012",706711851,NA,37934683,24563130,39863585,23854196,148.13,544,10.15,1.82,349330.712114,NA,0.153461031994951,0.576985169826421,1,0.576815400607124
"Rice (African)","","World","2013",722317347,NA,37887344,26330865,37174387,24225377,NA,NA,NA,NA,337738.587879,NA,0.155941918280909,NA,0.966816168047679,0.561379043164294
"Rice (Asian)","","World","2010",693740399,NA,31920942,20841526,33667567,20292800,148.3,547,10.24,1.89,248136.623625,NA,0.130036201454734,0.581637127974212,0.710319906954715,0.473997745461221
"Rice (Asian)","","World","2011",706179279,NA,35426797,24182629,37660616,24158859,148.85,548,10.23,1.85,332021.44803,NA,0.150153124148221,0.581411287139655,0.950450176435518,0.560671529241131
"Rice (Asian)","","World","2012",706711851,NA,37934683,24563130,39863585,23854196,148.13,544,10.15,1.82,349330.712114,NA,0.153461031994951,0.576985169826421,1,0.576815400607124
"Rice (Asian)","","World","2013",722317347,NA,37887344,26330865,37174387,24225377,NA,NA,NA,NA,337738.587879,NA,0.155941918280909,NA,0.966816168047679,0.561379043164294
"Rice bean","","World","2010",32486941,46510911,3595456,3694939,4178460,3905076,7.22,24,1.56,0.11,33788.661932,0.0347166213748787,0.021095181040091,0.0441498029427629,0.0967234171355996,0.0491712556233331
"Rice bean","","World","2011",32210303,46191613,3851850,4108479,4856496,4842092,7.05,24,1.52,0.1,41868.44617,0.0344411765906948,0.0245774204023329,0.0431333450351257,0.119852758827373,0.0555011752138817
"Rice bean","","World","2012",30844784,47256489,4011952,4304353,4787454,4953739,6.78,23,1.46,0.1,38113.737625,0.0337759235166113,0.0252723860285356,0.0415110754270087,0.109104459821827,0.0524159611984956
"Rice bean","","World","2013",31027121,47828399,4071808,4484651,4556765,4657864,NA,NA,NA,NA,41088.628853,0.0340525094811474,0.0248792070994088,NA,0.117620439169971,0.0588507185835091
"Roselle","","World","2010",174067,260086,NA,NA,NA,NA,NA,NA,NA,NA,111.560907,0.000188625510512246,NA,NA,0.00031871697885179,0.000253671244682018
"Roselle","","World","2011",177187,273679,NA,NA,NA,NA,NA,NA,NA,NA,134.392861,0.000194359161522995,NA,NA,0.000384076158008235,0.000289217659765615
"Roselle","","World","2012",167191,260262,NA,NA,NA,NA,NA,NA,NA,NA,119.172125,0.000183912102455879,NA,NA,0.000340504994054552,0.000262208548255215
"Roselle","","World","2013",178613,253350,NA,NA,NA,NA,NA,NA,NA,NA,105.200735,0.000190001267794935,NA,NA,0.000300510231360366,0.00024525574957765
"Rubber, natural","","World","2010",9473015,10838844,15089979,46799124,15763419,47678720,NA,NA,NA,NA,21494.378374,0.00940692972385076,0.217383443768014,NA,0.061529570754013,0.0961066480819591
"Rubber, natural","","World","2011",9628678,11593272,16315060,75127519,17076424,76076432,NA,NA,NA,NA,30875.131966,0.00971303997566259,0.336996970490133,NA,0.0883830916853353,0.145031034050377
"Rubber, natural","","World","2012",10318706,12663007,16323493,54814972,16417006,50887628,NA,NA,NA,NA,25948.375074,0.0104719486414766,0.241614577534347,NA,0.0742796651295322,0.108788730435118
"Rubber, natural","","World","2013",10663401,13005417,17181472,47264717,17807857,44729870,NA,NA,NA,NA,23332.830324,0.0108005803393224,0.21476590100433,NA,0.0667923577397683,0.0974529463611401
"Runner bean","","World","2010",32486941,46510911,3595456,3694939,4178460,3905076,7.22,24,1.56,0.11,33788.661932,0.0347166213748787,0.021095181040091,0.0441498029427629,0.0967234171355996,0.0491712556233331
"Runner bean","","World","2011",32210303,46191613,3851850,4108479,4856496,4842092,7.05,24,1.52,0.1,41868.44617,0.0344411765906948,0.0245774204023329,0.0431333450351257,0.119852758827373,0.0555011752138817
"Runner bean","","World","2012",30844784,47256489,4011952,4304353,4787454,4953739,6.78,23,1.46,0.1,38113.737625,0.0337759235166113,0.0252723860285356,0.0415110754270087,0.109104459821827,0.0524159611984956
"Runner bean","","World","2013",31027121,47828399,4071808,4484651,4556765,4657864,NA,NA,NA,NA,41088.628853,0.0340525094811474,0.0248792070994088,NA,0.117620439169971,0.0588507185835091
"Rye","","World","2010",5023380,11936752,1316000,257896,1385314,251708,2.29,6,0.17,0.03,2186.219096,0.00661548463418481,0.00289534854530011,0.00806286709270986,0.00625767236844464,0.00595784316015985
"Rye","","World","2011",5137335,13105737,992913,311482,971297,291972,2.31,6,0.17,0.03,2757.779333,0.00700172115506669,0.00258831194415522,0.00807975442045912,0.00789383140804252,0.00639090473193088
"Rye","","World","2012",5278323,14496501,1500639,449774,1495445,431348,2.17,6,0.16,0.03,3448.907254,0.00746498153557618,0.00386709705860551,0.00780519540889099,0.00987226713932772,0.0072523852856001
"Rye","","World","2013",5730500,16660623,1736902,487628,1819080,486669,NA,NA,NA,NA,4939.952596,0.00834698704297365,0.00444261829516678,NA,0.0141405614621947,0.00897672226677838
"Safflower","","World","2010",834754,664656,70414,93868,41866,56208,0.34,1,0.07,0.09,256.070448,0.000752335578181672,0.000385331302195963,0.0040570020809653,0.000732392697541245,0.00148176541472105
"Safflower","","World","2011",803991,678177,72436,118694,50187,76866,0.38,1,0.08,0.09,310.927006,0.000734595916413312,0.000486538149336383,0.00424712445378714,0.000889426107919871,0.00158942115686418
"Safflower","","World","2012",968499,843899,71499,120907,48819,75825,0.38,1,0.08,0.09,387.154809,0.000892043515874276,0.00048715018484627,0.00424712445378714,0.00110763724451287,0.00168348884975514
"Safflower","","World","2013",896800,721525,76687,130589,39406,61927,NA,NA,NA,NA,305.8477,0.000810237123489243,0.00047369279976258,NA,0.000874885991430305,0.000719605304894043
"Saffron","","World","2010",927593,2103629,325132,1186048,379108,1301953,1.8,6,0.19,0.16,2146.763054,0.00119494174517894,0.00565823142425062,0.0111796447796779,0.00614472476361492,0.0060443856781806
"Saffron","","World","2011",1008818,2427596,365788,1356446,414880,1450140,2.09,7,0.23,0.19,2484.52149,0.00133634596080459,0.00637051442619013,0.0132486805383233,0.00711159838862856,0.00701678482848664
"Saffron","","World","2012",978986,2269144,374363,1245973,455369,1486093,2.04,7,0.22,0.19,2361.383969,0.00127403481466994,0.00626050451819944,0.0130501145016268,0.00675910261468299,0.00683593911229479
"Saffron","","World","2013",982860,2339135,380536,1326976,493790,1858878,NA,NA,NA,NA,2329.957545,0.00129511882070855,0.00725681670532974,NA,0.00666914074473256,0.00507369209025695
"Sago palm","","World","2010",1218971,8950085,150870,157835,137478,101979,5.12,6,0.08,0.01,2069.069745,0.00319674043846777,0.000731631753978461,0.00855024500836928,0.00592231844209781,0.00460023391072833
"Sago palm","","World","2011",1257843,9400643,161930,178870,157844,110144,5.28,6,0.08,0.01,2452.447779,0.00334211108794091,0.000812640201192061,0.00868534363036334,0.00701978358278842,0.00496496962557118
"Sago palm","","World","2012",1273960,9798676,141226,154375,188810,148987,5.48,6,0.08,0.01,2908.690011,0.00345792022743899,0.000854297188992981,0.0088542169078559,0.00832583114139966,0.00537306636642188
"Sago palm","","World","2013",1286432,9809301,148880,180834,161957,146925,NA,NA,NA,NA,2707.665689,0.00346934712974971,0.000889782324173882,NA,0.00775037515211373,0.00403650153534577
"Salsify","","World","2010",18400753,259721091,2399248,2480279,3251236,3268037,283.67,71,3.79,0.59,77665.050267,0.0810241339472912,0.0158480385917066,0.345763225678197,0.222324788175722,0.166240046598229
"Salsify","","World","2011",18372783,260792753,2608363,2709243,3375853,3295271,286.58,71,3.82,0.6,89418.891726,0.0812865389830482,0.016591688396281,0.348936899770159,0.255971554882383,0.175696670507968
"Salsify","","World","2012",19028297,271900678,2451482,2586994,3002047,3004214,296.09,73,3.93,0.61,92384.308643,0.0846608439174669,0.0153591693432372,0.359846582517087,0.264460412890408,0.18108175216705
"Salsify","","World","2013",19757918,277946312,2625756,3170254,2883011,3301102,NA,NA,NA,NA,95421.558641,0.0867554459507617,0.0172039502151519,NA,0.273154901621517,0.125704765929144
"Sapodilla","","World","2010",2900373,20215994,762573,644135,580010,353614,65.96,28,0.34,0.33,10294.620887,0.00732272017813924,0.00296398743452612,0.0819438251015883,0.0294689352034348,0.0304248669794221
"Sapodilla","","World","2011",3164798,20843720,811232,755461,646342,399423,68.08,29,0.35,0.34,12555.026886,0.00767080423766747,0.0033635009670766,0.0845939586923702,0.0359396157529376,0.032891969912513
"Sapodilla","","World","2012",3194968,22546163,925943,995019,820875,525894,70.36,30,0.36,0.35,13363.450215,0.00813930262286523,0.00431173939717596,0.0873791909051461,0.0382538235160735,0.0345210141103152
"Sapodilla","","World","2013",3207702,23243400,976575,1180320,841345,584348,NA,NA,NA,NA,13489.645919,0.00833143809531704,0.00485669709996857,NA,0.0386150737019537,0.0172677362990798
"Savory","","World","2010",18400753,259721091,2399248,2480279,3251236,3268037,283.67,71,3.79,0.59,77665.050267,0.0810241339472912,0.0158480385917066,0.345763225678197,0.222324788175722,0.166240046598229
"Savory","","World","2011",18372783,260792753,2608363,2709243,3375853,3295271,286.58,71,3.82,0.6,89418.891726,0.0812865389830482,0.016591688396281,0.348936899770159,0.255971554882383,0.175696670507968
"Savory","","World","2012",19028297,271900678,2451482,2586994,3002047,3004214,296.09,73,3.93,0.61,92384.308643,0.0846608439174669,0.0153591693432372,0.359846582517087,0.264460412890408,0.18108175216705
"Savory","","World","2013",19757918,277946312,2625756,3170254,2883011,3301102,NA,NA,NA,NA,95421.558641,0.0867554459507617,0.0172039502151519,NA,0.273154901621517,0.125704765929144
"Service tree","","World","2010",4539566,28282688,1984150,1889942,1948145,1651048,65.96,28,0.34,0.33,9823.729645,0.0105783297029747,0.010013887153669,0.0819438251015883,0.0281209531144258,0.0326642487681644
"Service tree","","World","2011",4833356,29331448,2444537,2452088,2396751,2119691,68.08,29,0.35,0.34,11227.146752,0.011057440919837,0.0127667675308709,0.0845939586923702,0.0321384012105297,0.035139142088402
"Service tree","","World","2012",5040661,30532406,2463747,2604108,2385596,2161214,70.36,30,0.36,0.35,11228.12823,0.0115167023693689,0.0131657976684062,0.0873791909051461,0.0321412108078353,0.0360507254376891
"Service tree","","World","2013",5117804,31536972,2523807,2858010,2379246,2326015,NA,NA,NA,NA,11305.770503,0.01183422719948,0.0140655710451907,NA,0.0323634710327429,0.0194210897591379
"Sesame","","World","2010",8221041,4321616,1381076,2013820,1360412,1826151,0.92,6,0.11,0.61,3964.363358,0.00682675248249085,0.00982939724768625,0.0203244344815102,0.0113478214369852,0.0120821014121681
"Sesame","","World","2011",8386582,4712193,1495627,2217092,1445384,2017976,0.87,6,0.1,0.6,3756.219943,0.00704403506067133,0.0107853097386296,0.0198783436923384,0.0107519861987389,0.0121149186725946
"Sesame","","World","2012",8544712,5406592,1438384,2189261,1509340,2106062,0.83,6,0.1,0.57,4109.073155,0.00733606990845447,0.010923914005555,0.0191019947794142,0.011762070412251,0.0122810122764187
"Sesame","","World","2013",10067667,6005553,1546749,2934012,1667555,2890985,NA,NA,NA,NA,5044.788753,0.0085477665639476,0.0142870460991817,NA,0.0144406674087745,0.0124251600239679
"Shala tree","","World","2010",1625481,2850441,455710,558018,421025,363968,0.34,1,0.07,0.09,992.579453,0.00187438682328941,0.00249695741876053,0.0040570020809653,0.00284073716985972,0.00281727087321874
"Shala tree","","World","2011",1651134,3330732,481585,594953,660991,413367,0.38,1,0.08,0.09,1499.413426,0.00201842459690456,0.00285754034664624,0.00424712445378714,0.00429160959382657,0.00335367474779113
"Shala tree","","World","2012",1695971,3624339,382163,545902,561933,463546,0.38,1,0.08,0.09,1641.548556,0.00212665803530142,0.00273275007463636,0.00424712445378714,0.00469848827911538,0.00345125521071007
"Shala tree","","World","2013",1727446,3728159,416629,749535,683806,650727,NA,NA,NA,NA,1670.582322,0.00217574239500907,0.00364967289108859,NA,0.00478160088146121,0.00353567205585296
"Sisal","","World","2010",419832,389878,NA,NA,NA,NA,NA,NA,NA,NA,191.831348,0.00039287368925284,NA,NA,0.00054850064670106,0.00047068716797695
"Sisal","","World","2011",432137,408518,NA,NA,NA,NA,NA,NA,NA,NA,249.011861,0.000406292332303903,NA,NA,0.000712186654189706,0.000559239493246805
"Sisal","","World","2012",398660,228795,NA,NA,NA,NA,NA,NA,NA,NA,135.853819,0.000335865385986899,NA,NA,0.000388258323742365,0.000362061854864632
"Sisal","","World","2013",300764,266947,NA,NA,NA,NA,NA,NA,NA,NA,134.062858,0.000278131229728363,NA,NA,0.000383131485239572,0.000330631357483967
"Snake plant","","World","2010",375939,276134,NA,NA,NA,NA,NA,NA,NA,NA,83.921461,0.000332584117111237,NA,NA,0.000239595783053179,0.000286089950082208
"Snake plant","","World","2011",382836,281306,NA,NA,NA,NA,NA,NA,NA,NA,102.302727,0.000338718182667446,NA,NA,0.000292214339380696,0.000315466261024071
"Snake plant","","World","2012",389075,284142,NA,NA,NA,NA,NA,NA,NA,NA,93.506102,0.000343782577615201,NA,NA,0.000267032955897396,0.000305407766756299
"Snake plant","","World","2013",387491,285396,NA,NA,NA,NA,NA,NA,NA,NA,89.382532,0.000343015813678673,NA,NA,0.000255228747182095,0.000299122280430384
"Sorghum","","World","2010",42175294,60123538,6782806,1531648,6318264,1162045,10,30,0.9,0.31,14156.54843,0.0450021571742851,0.0144792018691299,0.0438659134834473,0.0405241613208379,0.035967858461925
"Sorghum","","World","2011",42173015,56651554,6805500,2051660,6274626,1717322,10.09,31,0.91,0.31,15495.894654,0.0440877094870056,0.016702484494613,0.0445544585552043,0.0443581989072365,0.0374257128610148
"Sorghum","","World","2012",39261445,57183553,6100295,1759491,6516706,1597220,9.48,29,0.85,0.29,15952.041561,0.0422121474295282,0.0155417549115018,0.0416938504908374,0.0456639735867173,0.0362779316046462
"Sorghum","","World","2013",43891889,61752570,6927012,2164561,6403897,1603500,NA,NA,NA,NA,16200.44767,0.0466187257345246,0.0168531743421143,NA,0.0463750655669169,0.0366156552145186
"Sorrel","","World","2010",18400753,259721091,2399248,2480279,3251236,3268037,283.67,71,3.79,0.59,77665.050267,0.0810241339472912,0.0158480385917066,0.345763225678197,0.222324788175722,0.166240046598229
"Sorrel","","World","2011",18372783,260792753,2608363,2709243,3375853,3295271,286.58,71,3.82,0.6,89418.891726,0.0812865389830482,0.016591688396281,0.348936899770159,0.255971554882383,0.175696670507968
"Sorrel","","World","2012",19028297,271900678,2451482,2586994,3002047,3004214,296.09,73,3.93,0.61,92384.308643,0.0846608439174669,0.0153591693432372,0.359846582517087,0.264460412890408,0.18108175216705
"Sorrel","","World","2013",19757918,277946312,2625756,3170254,2883011,3301102,NA,NA,NA,NA,95421.558641,0.0867554459507617,0.0172039502151519,NA,0.273154901621517,0.125704765929144
"Soursop","","World","2010",2900373,20215994,762573,644135,580010,353614,65.96,28,0.34,0.33,10294.620887,0.00732272017813924,0.00296398743452612,0.0819438251015883,0.0294689352034348,0.0304248669794221
"Soursop","","World","2011",3164798,20843720,811232,755461,646342,399423,68.08,29,0.35,0.34,12555.026886,0.00767080423766747,0.0033635009670766,0.0845939586923702,0.0359396157529376,0.032891969912513
"Soursop","","World","2012",3194968,22546163,925943,995019,820875,525894,70.36,30,0.36,0.35,13363.450215,0.00813930262286523,0.00431173939717596,0.0873791909051461,0.0382538235160735,0.0345210141103152
"Soursop","","World","2013",3207702,23243400,976575,1180320,841345,584348,NA,NA,NA,NA,13489.645919,0.00833143809531704,0.00485669709996857,NA,0.0386150737019537,0.0172677362990798
"Soybeans","","World","2010",102767841,264942943,168588347,78692698,173470327,75569346,13.57,97,1.3,9.83,102063.598995,0.140797404081738,0.552927363551112,0.319343467966715,0.292168530742416,0.326309191585495
"Soybeans","","World","2011",103757324,261436988,165572474,91897264,166385740,87245673,13.84,99,1.31,10.1,114336.985448,0.140560538910552,0.597653997863048,0.327323371684609,0.327302556679832,0.34821011628451
"Soybeans","","World","2012",105350564,241185392,169380837,101450488,167272963,93683953,13.8,97,1.36,9.93,120674.341134,0.136338762940385,0.63384105652935,0.322951006064524,0.345443989763457,0.359643703824429
"Soybeans","","World","2013",111018715,277537300,175301842,107519554,179141909,100414965,NA,NA,NA,NA,124809.026138,0.149820164484099,0.672574598336525,NA,0.357280016497388,0.393224926439337
"Spinach","","World","2010",844718,20335174,112015,168862,107602,149217,283.67,71,3.79,0.59,7717.435788,0.00593109658759992,0.000808808477125554,0.345763225678197,0.022091436869089,0.0936486419030029
"Spinach","","World","2011",863290,21184463,130828,190044,111233,167991,286.58,71,3.82,0.6,11785.567473,0.00616725143836186,0.000906955917079466,0.348936899770159,0.0337369468255265,0.0974370134877818
"Spinach","","World","2012",884621,22141613,152088,207653,138198,198146,296.09,73,3.93,0.61,19161.729757,0.00643367542933739,0.00103998509096068,0.359846582517087,0.0548520871331395,0.105543082542631
"Spinach","","World","2013",919494,23274869,165829,252110,152436,245193,NA,NA,NA,NA,12219.898208,0.00675577602609964,0.00124936954744247,NA,0.0349802701224294,0.0143284718986572
"Strawberries","","World","2010",317621,6567872,719726,1983416,817118,1866157,65.96,28,0.34,0.33,12348.804812,0.00194646833292149,0.00903537001807445,0.0819438251015883,0.0353492805814241,0.0320687360085021
"Strawberries","","World","2011",338249,6726355,774413,2269272,770062,2140292,68.08,29,0.35,0.34,20216.916509,0.00200241646619184,0.0102036317675279,0.0845939586923702,0.0578726844927643,0.0386681728547136
"Strawberries","","World","2012",345348,7382136,919454,2502883,852369,2324027,70.36,30,0.36,0.35,13800.147367,0.00217975149325446,0.0112217573973314,0.0873791909051461,0.0395039209626029,0.0350711551895837
"Strawberries","","World","2013",369705,7877787,887968,2530292,839151,2330136,NA,NA,NA,NA,15333.621751,0.00232693067627287,0.0112592756740846,NA,0.0438936734557831,0.0191599599353802
"Strawberry tree","","World","2010",4539566,28282688,1984150,1889942,1948145,1651048,65.96,28,0.34,0.33,9823.729645,0.0105783297029747,0.010013887153669,0.0819438251015883,0.0281209531144258,0.0326642487681644
"Strawberry tree","","World","2011",4833356,29331448,2444537,2452088,2396751,2119691,68.08,29,0.35,0.34,11227.146752,0.011057440919837,0.0127667675308709,0.0845939586923702,0.0321384012105297,0.035139142088402
"Strawberry tree","","World","2012",5040661,30532406,2463747,2604108,2385596,2161214,70.36,30,0.36,0.35,11228.12823,0.0115167023693689,0.0131657976684062,0.0873791909051461,0.0321412108078353,0.0360507254376891
"Strawberry tree","","World","2013",5117804,31536972,2523807,2858010,2379246,2326015,NA,NA,NA,NA,11305.770503,0.01183422719948,0.0140655710451907,NA,0.0323634710327429,0.0194210897591379
"Sugar apple","","World","2010",2900373,20215994,762573,644135,580010,353614,65.96,28,0.34,0.33,10294.620887,0.00732272017813924,0.00296398743452612,0.0819438251015883,0.0294689352034348,0.0304248669794221
"Sugar apple","","World","2011",3164798,20843720,811232,755461,646342,399423,68.08,29,0.35,0.34,12555.026886,0.00767080423766747,0.0033635009670766,0.0845939586923702,0.0359396157529376,0.032891969912513
