species
NULL

#N/A 
2
;brynoia dioica
Primula canescens
Primula capitata
Primula carniolica
Primula chionantha
Primula chungensis
Primula clevelandii
Primula clusiana
Primula conjugens
Primula cortusoides
Primula cottia
Primula daonensis
Primula denticulata
Primula edelbergii
Primula elatior
Primula eugeniae
Primula eximia
Primula farinifolia
Primula farinosa
Primula floribunda
Primula florindae
Primula fragrans
Primula frigida
Primula glaucescens
Primula glutinosa
Primula halleri
Primula helodoxa
Primula hendersonii
Primula heterochroma
Primula hirsuta
Primula infecta
Primula integrifolia
Primula japonica
Primula jeffreyi
Primula juliae
Primula latifolia
Primula luteola
Primula macrocalyx
Primula macrophylla
Primula magellanica
Primula malacoides
Primula marginata
Primula matthioli
Primula meadia
Primula megalocarpa
Primula megaseifolia
Primula minima
Primula munroi
Primula nivalis
Primula obconica
Primula officinalis
Primula palinuri
Primula pallasii
Primula parryi
Primula pauciflora
Primula pedemontana
Primula poeticum
Primula poissonii
Primula polyneura
Primula praenitens
Primula primula
Primula pulverulenta
Primula pumila
Primula ruprechtii
Primula saguramica
Primula saxatilis
Primula scotica
Primula serratifolia
Primula sikkimensis
Primula smithiana
Primula sp.
Primula spectabilis
Primula spp.
Primula tetrandra
Primula tschuktschorum
Primula tyrolensis
Primula utahensis
Primula veris
Primula verticillata
Primula vialii
Primula vulgaris
Primula woronowii
Primula wulfeniana
Primula x
Pringlea antiscorbutica
Prinostemma delagoensis
Prinsepia sinensis
Prinsepia uniflora
Printzia polifolia
Prionosciadium nelsonii
Prionosciadium spp.
Prismatocarpus diffusus
Prismatocarpus fruticosus
Prismatocarpus sessilis
Pristimera andongensis
Pristimera celastroides
Pristimera longipetiolata
Pristimera sp.
Pristimera tetramera
Pritchardia pacifica
Pritzelago alpina
Priva africana
Priva curtisiae
Priva mexicana
Proboscidea althaeifolia
Proboscidea fragrans
Proboscidea louisianica
Proboscidea parviflora
Proboscidea spicata
Proboscidea triloba
Prockia crucis
Procris crenata
Prolongoa pectinata
Promenaea rollissonii
Prometheum pilosum
Prosartes hookeri
Prosartes smithii
Prosartes trachycarpa
Proserpinaca palustris
Prosopidastrum globosum
Prosopis affinis
Prosopis africana
Prosopis alba
Prosopis articulata
Prosopis burkartii
Prosopis chilensis
Prosopis cineraria
Prosopis denudans
Prosopis farcta
Prosopis flexuosa
Prosopis glandulosa
Prosopis juliflora
Prosopis laevigata
Prosopis limensis
Prosopis nigra
Prosopis pallida
Prosopis pubescens
Prosopis reptans
Prosopis sp.
Prosopis spicigera
Prosopis spp.
Prosopis strombulifera
Prosopis tamarugo
Prosopis velutina
Prospero autumnale
Prospero obtusifolium
Prospero talosii
Prostanthera ammophila
Prostanthera arapilensis
Prostanthera behriana
Prostanthera calycina
Prostanthera cryptandroides
Prostanthera cuneata
Prostanthera densa
Prostanthera denticulata
Prostanthera eurybioides
Prostanthera galbraithiae
Prostanthera hirtula
Prostanthera howelliae
Prostanthera incisa
Prostanthera lasianthos
Prostanthera melissifolia
Prostanthera nivea
Prostanthera ovalifolia
Prostanthera phylicifolia
Prostanthera rhombea
Prostanthera rotundifolia
Prostanthera saxicola
Prostanthera sericea
Prostanthera spinosa
Prostanthera staurophylla
Prostanthera striatiflora
Prostanthera teretifolia
Prostanthera wilkieana
Prosthechea aemula
Prosthechea allemanoides
Prosthechea cochleata
Prosthechea fragans
Prosthechea ionophlebia
Prosthechea livida
Prosthechea magnispatha
Prosthechea pterocarpa
Prosthechea radiata
Protea acaulos
Protea acuminata
Protea amplexicaulis
Protea angustata
Protea aurea
Protea burchellii
Protea caffra
Protea compacta
Protea comptonii
Protea cordata
Protea coronata
Protea cryophila
Protea cynaroides
Protea decurrens
Protea denticulata
Protea effusa
Protea eximia
Protea gaguedi
Protea glabra
Protea heckmanniana
Protea humiflora
Protea inopina
Protea lacticolor
Protea laevis
Protea lanceolata
Protea laurifolia
Protea lepidocarpodendron
Protea longifolia
Protea lorea
Protea lorifolia
Protea madiensis
Protea magnifica
Protea montana
Protea mucronifolia
Protea mundii
Protea namaquana
Protea nana
Protea neriifolia
Protea nitida
Protea odorata
Protea pendula
Protea petiolaris
Protea pityphylla
Protea pudens
Protea punctata
Protea recondita
Protea repens
Protea restionifolia
Protea roupelliae
Protea scabra
Protea scabriuscula
Protea scolopendriifolia
Protea scolymocephala
Protea scorzonerifolia
Protea simplex
Protea sp.
Protea speciosa
Protea subulifolia
Protea subvestita
Protea susannae
Protea welwitschii
Protea witzenbergiana
Protium obtusifolium
Protorhus longifolia
Protoschwenckia mandonii
Proustia cuneifolia
Proustia ilicifolia
Proustia pyrifolia
Prumnopitys amara
Prumnopitys andina
Prunella grandiflora
Prunella hyssopifolia
Prunella laciniata
Prunella orientalis
Prunella sp.
Prunella vulgaris
Prunu persica
Prunus 
Prunus accolade
Prunus africana
Prunus alaica
Prunus alleghaniensis
Prunus americana
Prunus amygdalo-persica
Prunus amygdalus
Prunus andersonii
Prunus angustifolia
Prunus ansu
Prunus apetala
Prunus arabica
Prunus arborea
Prunus argentea
Prunus armeniaca
Prunus asiatica
Prunus avium
Prunus avium?
Prunus beseyii
Prunus besseyi
Prunus bifrons
Prunus blireana
Prunus blireiana
Prunus bokhariensis
Prunus brigantiaca
Prunus brigantina
Prunus brooks
Prunus bucharica
Prunus buergeriana
Prunus campanulata
Prunus canescens
Prunus capuli
Prunus caroliniana
Prunus caspica
Prunus ceracifera
Prunus cerasia
Prunus cerasifera
Prunus cerasifolia
Prunus cerasoides
Prunus cerasus
Prunus cistena
Prunus cocomilia
Prunus communis
Prunus conradinae
Prunus consociiflora
Prunus cyclamina
Prunus damas
Prunus dasycarpa
Prunus davidiana
Prunus dawyckensis
Prunus divaricata
Prunus domestica
Prunus domestica?
Prunus dommestica
Prunus dulcis
Prunus emarginata
Prunus eminens
Prunus fasciculata
Prunus fenzliana
Prunus ferganensis
Prunus ferganica
Prunus fontanesiana
Prunus fremontii
Prunus fruticosa
Prunus geniculata
Prunus glandulosa
Prunus gondouinii
Prunus gracilissima
Prunus grauana
Prunus grayana
Prunus hillerii
Prunus hillieri
Prunus hortulana
Prunus hybr.
Prunus hybrid
Prunus ibrido
Prunus ilicifolia
Prunus incam
Prunus incana
Prunus incisa
Prunus insititia
Prunus institia
Prunus jacquemontii
Prunus japonica
Prunus juddii
Prunus kansuensis
Prunus kanzakura
Prunus korshinskyi
Prunus kotschyi
Prunus kuramica
Prunus kurilensis
Prunus kuriliensis
Prunus lannesiana
Prunus laurocerasus
Prunus lusitanica
Prunus lycioides
Prunus maackii
Prunus macradenia
Prunus mahaleb
Prunus mandshurica
Prunus maritima
Prunus maximowiczii
Prunus mexicana
Prunus microcarpa
Prunus mira
Prunus moldavica
Prunus mume
Prunus munsoniana
Prunus myrobolana
Prunus nana
Prunus napaulensis
Prunus nigra
Prunus nipponica
Prunus omoinoyoma
Prunus p.avium
Prunus p.cerasus
Prunus padus
Prunus pedunculata
Prunus pendula
Prunus pensylvanica
Prunus persica
Prunus perulata
Prunus petunnikowii
Prunus pilosiuscula
Prunus pink
Prunus pissardi
Prunus pissardii
Prunus pleiocerasus
Prunus prostrata
Prunus prunus
Prunus pseudocerasus
Prunus pseudoprostrata
Prunus pubigera
Prunus pumila
Prunus racemosa
Prunus ramburii
Prunus rivularis
Prunus sachalinensis
Prunus salasii
Prunus salicina
Prunus sargentii
Prunus schmittii
Prunus scoparia
Prunus serotina
Prunus serrula
Prunus serrulata
Prunus sibirica
Prunus simonii
Prunus sogdiana
Prunus sp.
Prunus speciosa
Prunus spinosa
Prunus spinosissima
Prunus spp.
Prunus ssiori
Prunus subcordata
Prunus subhirtella
Prunus syriaca
Prunus takesimensis
Prunus tangutica
Prunus tenella
Prunus texana
Prunus tomentosa
Prunus triloba
Prunus ulmifolia
Prunus umbellata
Prunus undulata
Prunus ursina
Prunus ussuriensis
Prunus verecunda
Prunus virginiana
Prunus webbi
Prunus webbii
Prunus webii
Prunus weebii
Prunus x
Prunus yedoensis
Prunus yedomisuka
Prunus zabulica
Prunus ~nd
Psammisia spp.
Psammisia ulbrichiana
Psammochloa villosa
Psammotropha mucronata
Psammotropha myriantha
Psathrostachys juncea
Psathura terniflora
Psathyrostachys fragilis
Psathyrostachys huashanica
Psathyrostachys juncea
Psathyrostachys lanuginosa
Psathyrostachys sp.
Psathyrostachys spp.
Psathyrotes annua
Psephellus amblyolepis
Psephellus barbeyi
Psephellus bellus
Psephellus carthalinicus
Psephellus colchicus
Psephellus daghestanicus
Psephellus dealbatus
Psephellus erivanensis
Psephellus meskheticus
Psephellus pulcherrimus
Psephellus simplicicaulis
Psephellus somcheticus
Psephellus sosnovskyi
Psephellus sp.
Pseudabutilon umbellatum
Pseudanamomis umbellulifera
Pseudanthus micranthus
Pseudarrhenatherum longifolium
Pseudarthria confertiflora
Pseudarthria fagifolia
Pseudarthria hookeri
Pseudarthria sp.
Pseudarthria spp.
Pseudarthria viscida
Pseudechinolaena camusiana
Pseudechinolaena perrieri
Pseudelymus spp.
Pseudeminia comosa
Pseuderanthemum riedelianum
Pseuderanthemum subviscosum
Pseuderucaria clavata
Pseuderucaria teretifolia
Pseudoarrhenatherum longifolium
Pseudobersama mossambicensis
Pseudobombax ellipticum
Pseudocamelina glaucophylla
Pseudocamelina sp.
Pseudocedrela kotschyi
Pseudoconyza viscosa
Pseudocorchorus greveanus
Pseudocorchorus mamillatus
Pseudocorchorus sp.
Pseudocydonia sinensis
Pseudocymopterus montanus
Pseudodichanthium serrafalcoides
Pseudoeriosema borianii
Pseudofortuynia esfandiarii
Pseudofumaria pseudofumaria
Pseudogaltonia clavata
Pseudognaphalium beneolens
Pseudognaphalium biolettii
Pseudognaphalium californicum
Pseudognaphalium canescens
Pseudognaphalium luteo-album
Pseudognaphalium luteoalbum
Pseudognaphalium microcephalum
Pseudognaphalium obtusifolium
Pseudognaphalium ramosissimum
Pseudognaphalium semiamplexicaule
Pseudognaphalium viscosum
Pseudolachnostylis maprouneifolia
Pseudolarix amabilis
Pseudolinosyris microcephala
Pseudolysimachion incanum
Pseudolysimachion kiusianum
Pseudolysimachion spicatum
Pseudomorus brunoniana
Pseudomuscari chalusicum
Pseudomuscari coeruleum
Pseudomuscari pallens
Pseudopanax crassifolius
Pseudopanax ferox
Pseudopegolettia tenella
Pseudophegopteris dianae
Pseudophoenix ekmanii
Pseudophoenix sargentii
Pseudophoenix vinifera
Pseudopimpinella anthriscoides
Pseudopogonatherum contortum
Pseudoraphis spinescens
Pseudorchis albida
Pseudorlaya pumila
Pseudoroegneria cognata
Pseudoroegneria divaricata
Pseudoroegneria geniculata
Pseudoroegneria gracillima
Pseudoroegneria kosaninii
Pseudoroegneria libanotica
Pseudoroegneria sp.
Pseudoroegneria spicata
Pseudoroegneria spp.
Pseudoroegneria stipifolia
Pseudoroegneria strigosa
Pseudoroegneria tauri
Pseudosamanea guachapele
Pseudosasa amabilis
Pseudosasa cantorii
Pseudosasa japonica
Pseudosclerochloa rupestris
Pseudosedum affine
Pseudosedum ferganense
Pseudosedum lievenii
Pseudoselago spuria
Pseudoselago subglabra
Pseudosmodingium multifolium
Pseudosmodingium perniciosum
Pseudosmodingium sp.
Pseudosmodingium virletii
Pseudosophora alopecuroides
Pseudosopubia hildebrandtii
Pseudospondias microcarpa
Pseudostellaria europaea
Pseudotsuga menziesii
Pseudoturritis turrita
Pseudovesicaria digitata
Pseudovigna argentea
Pseudowintera colorata
Psiadia altissima
Psiadia angustifolia
Psiadia lucida
Psiadia penninervia
Psiadia punctulata
Psiadia sp.
Psiadia viscosa
Psichyne stylosa
Psidium acutangulum
Psidium cattleyanum
Psidium friedrichsthalianum
Psidium guajava
Psidium guineense
Psidium longipes
Psidium microphyllum
Psidium sp.
Psilliostachys spicata
Psilocarphus brevissimus
Psilocarphus oregonus
Psilocaulon articulatum
Psilocaulon coriarium
Psilocaulon dinteri
Psilocaulon foliosum
Psilocaulon gessertianum
Psilocaulon leptarthron
Psilostrophe bakeri
Psilostrophe cooperi
Psilostrophe sparsiflora
Psilostrophe tagetina
Psilotrichum gnaphalobryum
Psilotrichum sceleranthum
Psilotrichum sericeum
Psilotum nudum
Psiloxylon mauritianum
Psilurus incurvus
Psophocarpus 
Psophocarpus grandiflorus
Psophocarpus lancifolius
Psophocarpus palustris
Psophocarpus scandens
Psophocarpus sp.
Psophocarpus tetragonolobus
Psoralea abbottii
Psoralea acaulis
Psoralea aculeata
Psoralea alata
Psoralea arborea
Psoralea australasica
Psoralea balsamica
Psoralea bituminosa
Psoralea cinerea
Psoralea corylifolia
Psoralea eriantha
Psoralea esculenta
Psoralea fascicularis
Psoralea foliosa
Psoralea glabra
Psoralea glandulosa
Psoralea glaucescens
Psoralea glaucina
Psoralea graveolens
Psoralea latifolia
Psoralea martinii
Psoralea pallida
Psoralea patens
Psoralea pinnata
Psoralea sp.
Psoralea spp.
Psoralea tenax
Psoralea tenuiflora
Psoralea vanberkelae
Psoralidium junceum
Psoralidium lanceolatum
Psoralidium tenuiflorum
Psorospermum androsaemifolium
Psorospermum cerasifolium
Psorospermum fanerana
Psorospermum febrifugum
Psorospermum malifolium
Psorospermum revolutum
Psorospermum senegalense
Psorospermum sp.
Psorothamnus arborescens
Psorothamnus emoryi
Psorothamnus fremontii
Psorothamnus polydenius
Psorothamnus schottii
Psorothamnus scoparius
Psorothamnus spinosus
Psychilis krugii
Psychilis macconnelliae
Psychilis monensis
Psychilis raganii
Psychine stylosa
Psychopsis papilio
Psychotria aegialodes
Psychotria amboniana
Psychotria amoena
Psychotria asiatica
Psychotria baronii
Psychotria berizokae
Psychotria bertieroides
Psychotria brachiata
Psychotria butayei
Psychotria capensis
Psychotria carthagenensis
Psychotria daphnoides
Psychotria ealaensis
Psychotria emetica
Psychotria eminiana
Psychotria faucicola
Psychotria fractinervata
Psychotria gabonica
Psychotria geophylax
Psychotria goetzei
Psychotria griseola
Psychotria heterochroa
Psychotria heterosticta
Psychotria ilocana
Psychotria ipecacuanha
Psychotria kirkii
Psychotria lauracea
Psychotria ligustrifolia
Psychotria loniceroides
Psychotria mahonii
Psychotria mapourioides
Psychotria nervosa
Psychotria obtusifolia
Psychotria orophila
Psychotria pandurata
Psychotria parkeri
Psychotria parvula
Psychotria peduncularis
Psychotria plumieri
Psychotria poliostemma
Psychotria psychotrioides
Psychotria pumila
Psychotria punctata
Psychotria revoluta
Psychotria riparia
Psychotria rufipilis
Psychotria samoritourei
Psychotria simmondsiana
Psychotria sp.
Psychotria umbellata
Psychotria urbaniana
Psychotria vogeliana
Psychotria zombamontana
Psychrogeton pseudoerigeron
Psychrophila introloba
Psychrophila obtusa
Psydrax austro-orientalis
Psydrax faulknerae
Psydrax horizontalis
Psydrax livida
Psydrax locuples
Psydrax obovata
Psydrax odorata
Psydrax parviflora
Psydrax schimperiana
Psydrax sp.
Psydrax splendens
Psydrax subcordata
Psylliostachys suworowii
Ptelea aptera
Ptelea crenulata
Ptelea trifoliata
Pteleopsis habeensis
Pteleopsis myrtifolia
Pteleopsis suberosa
Ptelidium sp.
Pteranthus dichotomus
Pteridium aquilinum
Pteridium caudatum
Pteris adscensionis
Pteris cretica
Pteris drogmaniana
Pteris paleacea
Pteris vittata
Pternopetalum delavayi
Pterocarpus angolensis
Pterocarpus antunesii
Pterocarpus brenanii
Pterocarpus dalbergioides
Pterocarpus erinaceus
Pterocarpus indicus
Pterocarpus lucens
Pterocarpus lucerne
Pterocarpus macrocarpus
Pterocarpus mildbraedii
Pterocarpus rotundifolius
Pterocarpus santalinoides
Pterocarpus soyauxii
Pterocarpus spp.
Pterocarpus tinctorius
Pterocarya fraxinifolia
Pterocarya hupehensis
Pterocarya macroptera
Pterocarya pterocarpa
Pterocarya rhoifolia
Pterocarya stenoptera
Pterocaulon globuliferus
Pterocaulon pycnostachyum
Pterocaulon serrulatum
Pterocaulon sphacelatum
Pterocelastrus echinatus
Pterocelastrus tricuspidatus
Pteroceltis tatarinowii
Pterocephalodes hookeri
Pterocephalus brevis
Pterocephalus canus
Pterocephalus diandrus
Pterocephalus dumetorum
Pterocephalus intermedius
Pterocephalus lasiospermus
Pterocephalus multiflorus
Pterocephalus plumosus
Pterocephalus porphyranthus
Pterocephalus pulverulentus
Pterocephalus spathulatus
Pterocephalus virens
Pteroceras teres
Pterodiscus aurantiacus
Pterodiscus ngamicus
Pterodon emarginatus
Pterodon pubescens
Pterogyne nitens
Pterolobium hexapetalum
Pterolobium stellatum
Pteronia acuminata
Pteronia camphorata
Pteronia divaricata
Pteronia glabrata
Pteronia glomerata
Pteronia heterocarpa
Pteronia incana
Pteronia oblanceolata
Pteronia onobromoides
Pteronia pallens
Pteronia paniculata
Pteronia sp.
Pteronia spp.
Pteronia stricta
Pteronia uncinata
Pteropyrum olivieri
Pteropyrum scoparium
Pterospartum tridentatum
Pterospermum acerifolium
Pterospermum diversifolium
Pterospermum grande
Pterospermum lanceifolium
Pterospermum pecteniforme
Pterostegia drymarioides
Pterostemon rotundifolius
Pterostylis aciculiformis
Pterostylis acuminata
Pterostylis alveata
Pterostylis basaltica
Pterostylis bicolor
Pterostylis biseta
Pterostylis chlorogramma
Pterostylis concinna
Pterostylis curta
Pterostylis cycnocephala
Pterostylis despectans
Pterostylis diminuta
Pterostylis dolichochila
Pterostylis gibbosa
Pterostylis grandiflora
Pterostylis hispidula
Pterostylis longifolia
Pterostylis lustra
Pterostylis maxima
Pterostylis melagramma
Pterostylis monticola
Pterostylis mutica
Pterostylis nutans
Pterostylis oblonga
Pterostylis obtusa
Pterostylis ophioglossa
Pterostylis parca
Pterostylis parviflora
Pterostylis pedoglossa
Pterostylis planulata
Pterostylis plumosa
Pterostylis rubescens
Pterostylis rufa
Pterostylis sanguinea
Pterostylis saxicola
Pterostylis smaragdyna
Pterostylis sp.
Pterostylis tenuis
Pterostylis truncata
Pterostylis tunstallii
Pterostylis vernalis
Pterostylis williamsonii
Pterostylis ziegeleri
Pterostyrax corymbosus
Pterostyrax hispida
Pterostyrax hispidus
Pterostyrax psilophyllus
Pterygodium catholicum
Pterygodium ingeanum
Pterygodium schelpei
Pterygopappus lawrencei
Ptilagrostis dichotoma
Ptilagrostis malyschevii
Ptilagrostis mongholica
Ptilimnium nuttallii
Ptilostemon afer
Ptilostemon casabonae
Ptilostemon chamaepeuce
Ptilostemon diacantha
Ptilostemon echinocephalus
Ptilostemon greuteri
Ptilostemon hispanicus
Ptilostemon niveus
Ptilostemon sp.
Ptilostemon stellatus
Ptilostemon strictus
Ptilothrix deusta
Ptilotrichum halimifolium
Ptilotus aristatus
Ptilotus barkeri
Ptilotus beckerianus
Ptilotus calostachyus
Ptilotus chamaecladus
Ptilotus clementii
Ptilotus conicus
Ptilotus decipiens
Ptilotus drummondii
Ptilotus erubescens
Ptilotus exaltatus
Ptilotus fusiformis
Ptilotus gaudichaudii
Ptilotus helipteroides
Ptilotus incanus
Ptilotus latifolius
Ptilotus leucocomus
Ptilotus macrocephalus
Ptilotus murrayi
Ptilotus nobilis
Ptilotus obovatus
Ptilotus parvifolius
Ptilotus polystachyus
Ptilotus pseudohelipteroides
Ptilotus remotiflorus
Ptilotus schwartzii
Ptilotus seminudus
Ptilotus sessilifolius
Ptilotus spathulatus
Ptilotus spicatus
Ptilotus whitei
Ptisana purpurascens
Ptycholobium biflorum
Ptycholobium contortum
Ptycholobium plicatum
Ptychosema anomalum
Ptychosperma lineare
Ptychosperma macarthurii
Ptychosperma sp.
Ptychosperma spp.
Ptychotis sardoa
Ptychotis saxifraga
Puccinella fasciculata
Puccinellia borealis
Puccinellia bulbosa
Puccinellia ciliata
Puccinellia distans
Puccinellia fasciculata
Puccinellia festuciformis
Puccinellia gigantea
Puccinellia glabra
Puccinellia glauca
Puccinellia glaucescens
Puccinellia groenlandica
Puccinellia hackeliana
Puccinellia hauptiana
Puccinellia intermedia
Puccinellia lemmonii
Puccinellia macquariensis
Puccinellia maritima
Puccinellia nutkaensis
Puccinellia nuttalliana
Puccinellia perlaxa
Puccinellia phryganodes
Puccinellia pungens
Puccinellia sevangensis
Puccinellia sp.
Puccinellia spp.
Puccinellia stricta
Puccinellia tenella
Puccinellia tenuiflora
Puccinellia tianschanica
Puccinellia vahliana
Pueraria lobata
Pueraria montana
Pueraria phaseoloides
Pueraria pulcherrima
Pueraria sp.
Pueraria spp.
Pueraria stricta
Pueraria wallichii
Pugionium dolabratum
Pulicaria argyrophylla
Pulicaria burchardii
Pulicaria canariensis
Pulicaria crispa
Pulicaria cylindrica
Pulicaria dysenterica
Pulicaria glutinosa
Pulicaria incisa
Pulicaria jaubertii
Pulicaria odora
Pulicaria paludosa
Pulicaria sicula
Pulicaria somalensis
Pulicaria undulata
Pulicaria viscosa
Pulicaria vulgaris
Pulmonaria dacica
Pulmonaria longifolia
Pulmonaria mollis
Pulmonaria obscura
Pulmonaria officinalis
Pulmonaria rubra
Pulmonaria stiriaca
Pulsatilla alpina
Pulsatilla aurea
Pulsatilla campanella
Pulsatilla georgica
Pulsatilla halleri
Pulsatilla kostyczewii
Pulsatilla montana
Pulsatilla nigricans
Pulsatilla patens
Pulsatilla pratensis
Pulsatilla rubra
Pulsatilla scherfelii
Pulsatilla slavica
Pulsatilla sp.
Pulsatilla styriaca
Pulsatilla subslavica
Pulsatilla vernalis
Pulsatilla violacea
Pulsatilla vulgaris
Pultenaea acerosa
Pultenaea aristata
Pultenaea benthamii
Pultenaea blakelyi
Pultenaea canaliculata
Pultenaea cinerascens
Pultenaea costata
Pultenaea daltonii
Pultenaea daphnoides
Pultenaea dargilensis
Pultenaea densifolia
Pultenaea dentata
Pultenaea euchila
Pultenaea fasciculata
Pultenaea ferruginea
Pultenaea flexilis
Pultenaea foliolosa
Pultenaea glabra
Pultenaea graveolens
Pultenaea gunnii
Pultenaea hartmannii
Pultenaea hispidula
Pultenaea humilis
Pultenaea involucrata
Pultenaea juniperina
Pultenaea kraehenbuehlii
Pultenaea largiflorens
Pultenaea linophylla
Pultenaea luehmannii
Pultenaea maritima
Pultenaea microphylla
Pultenaea millarii
Pultenaea mollis
Pultenaea muelleri
Pultenaea myrtoides
Pultenaea paleacea
Pultenaea parviflora
Pultenaea patellifolia
Pultenaea pedunculata
Pultenaea penna
Pultenaea petiolaris
Pultenaea polifolia
Pultenaea procumbens
Pultenaea prolifera
Pultenaea prostrata
Pultenaea pycnocephala
Pultenaea reflexifolia
Pultenaea retusa
Pultenaea rosmarinifolia
Pultenaea rostrata
Pultenaea scabra
Pultenaea sp.
Pultenaea spinosa
Pultenaea subalpina
Pultenaea subspicata
Pultenaea tarik
Pultenaea tenuifolia
Pultenaea trifida
Pultenaea trinervis
Pultenaea villifera
Pultenaea villosa
Pultenaea viscidula
Pultenaea weindorferi
Pultenaea williamsoniana
Pultenaea williamsonii
Punica granatum
Punica protopunica
Punica sp.
Punus avium
Pupalia grandiflora
Pupalia lappacea
Purshia glandulosa
Purshia mexicana
Purshia plicata
Purshia stansburiana
Purshia tridentata
Puschkinia hyacinthoides
Puschkinia scilloides
Puspaum spp
Putoria calabrica
Putranjiva roxburghii
Putterlickia pyracantha
Puya alpestris
Puya berteroana
Puya boliviensis
Puya chilensis
Puya coerulea
Puya ferruginea
Puya gilmartiniae
Puya mirabilis
Puya pumila
Puya raimondii
Puya saimondii
Puya sp.
Puya tovariana
Puya venusta
Pychnostachys deflexifolia
Pychostachys meyeri
Pychotria sp.
Pycnanthemum albescens
Pycnanthemum beadlei
Pycnanthemum californicum
Pycnanthemum curvipes
Pycnanthemum flexuosum
Pycnanthemum floridanum
Pycnanthemum hybr.
Pycnanthemum hybrid
Pycnanthemum incanum
Pycnanthemum loomisii
Pycnanthemum montanum
Pycnanthemum muticum
Pycnanthemum pilosum
Pycnanthemum pycnanthemoides
Pycnanthemum setosum
Pycnanthemum sp.
Pycnanthemum tenuifolium
Pycnanthemum torreyi
Pycnanthemum verticillatum
Pycnanthemum virginianum
Pycnanthus angolensis
Pycnocomon rutifolium
Pycnocomon sutifolium
Pycnosorus chrysanthus
Pycnosorus globosus
Pycnosorus pleiocephalus
Pycnospora lutescens
Pycnospora sp.
Pycnospora spp.
Pycnostachys ciliata
Pycnostachys coerulea
Pycnostachys de-wildemaniana
Pycnostachys deflexifolia
Pycnostachys meyeri
Pycnostachys reticulata
Pycnostachys schliebenii
Pycnostachys stuhlmannii
Pycnostachys umbrosa
Pycnostachys urticifolia
Pycreus elegantulus
Pycreus flavescens
Pycreus hildebrandtii
Pycreus longistolon
Pycreus macrostachyos
Pycreus nigricans
Pycreus nuerensis
Pycreus polystachyos
Pycreus pumilus
Pycreus sanguinolentus
Pycreus sp.
Pyracantha angustifolia
Pyracantha atalantioides
Pyracantha coccinea
Pyracantha crenatoserrata
Pyracantha crenulata
Pyracantha fortuneana
Pyracantha sp.
Pyracantha spp.
Pyracantha ~sp
Pyracomeles vilmorinii
Pyrenacantha kaurabassana
Pyrenacantha scandens
Pyrenacantha staudtii
Pyrethrum balsamita
Pyrethrum brachanthemoides
Pyrethrum cinerariaefolium
Pyrethrum cinerarifolium
Pyrethrum corymbosum
Pyrethrum fruticulosum
Pyrethrum graminifolium
Pyrethrum karelinii
Pyrethrum leptophyllum
Pyrethrum partenium
Pyrethrum parthenifolium
Pyrethrum ptarmicaefolina
Pyrethrum pyrethroides
Pyrethrum roseum
Pyrethrum sovetkinae
Pyrethrum sp.
Pyrethum cinerariifolium
Pyrethum majus
Pyrola asarifolia
Pyrola carpatica
Pyrola chlorantha
Pyrola japonica
Pyrola media
Pyrola minor
Pyrola rotundifolia
Pyronia veitchii
Pyrostegia venusta
Pyrostria ankaranensis
Pyrostria bibracteata
Pyrostria chapmanii
Pyrostria sarodranensis
Pyrostria sp.
Pyrrhopappus carolinianus
Pyrrhopappus pauciflorus
Pyrrocoma carthamoides
Pyrrocoma crocea
Pyrrocoma racemosa
Pyrrocoma radiata
Pyrrocoma uniflora
Pyrularia pubera
Pyrus amigdaliformis
Pyrus amygdaliformis
Pyrus aromatica
Pyrus asiae-mediae
Pyrus balansae
Pyrus betulaefolia
Pyrus betulifolia
Pyrus boisseriana
Pyrus bourgaeana
Pyrus bretschneideri
Pyrus cajon
Pyrus calleriana
Pyrus calleryana
Pyrus canescens
Pyrus castribonensis
Pyrus caucasica
Pyrus common
Pyrus communis
Pyrus complexa
Pyrus cordata
Pyrus cossonii
Pyrus decaisne
Pyrus demetrii
Pyrus dimorphophylla
Pyrus elaeagnifolia
Pyrus elaeagrifolia
Pyrus elaegrifolia
Pyrus elata
Pyrus eldarica
Pyrus eleagnifolia
Pyrus fauriei
Pyrus fedorovii
Pyrus georgica
Pyrus gharbiana
Pyrus glabra
Pyrus grossheimii
Pyrus hondoensis
Pyrus hybr.
Pyrus hybrid
Pyrus hyrcana
Pyrus ibrido
Pyrus interspecific
Pyrus ketzkhovelii
Pyrus koehnei
Pyrus koehney
Pyrus korshinski
Pyrus korshinskyi
Pyrus koshinskyi
Pyrus lindleyi
Pyrus lindlezi
Pyrus longipes
Pyrus luxemburghiana
Pyrus malifolia
Pyrus mamorensis
Pyrus medvedeevii
Pyrus medvedevii
Pyrus nedvedevii
Pyrus nivalis
Pyrus nutans
Pyrus ovoidea
Pyrus oxyprion
Pyrus panonnica
Pyrus pashia
Pyrus persica
Pyrus phaeocarpa
Pyrus pollveria
Pyrus pseudopashia
Pyrus pubescens
Pyrus pyraster
Pyrus pyrifolia
Pyrus raddeana
Pyrus raddesna
Pyrus regelii
Pyrus rossica
Pyrus sachokiana
Pyrus salicifolia
Pyrus scandinavica
Pyrus serotina
Pyrus serrulata
Pyrus sicanorum
Pyrus sikinensis
Pyrus sinaica
Pyrus sinkiangensis
Pyrus sogdiana
Pyrus sp.
Pyrus spinosa
Pyrus spp.
Pyrus syriaca
